;title;artist;genres;duration;pays;explicit_content
0;I don't care;Ed Sheeran & Justin Bieber;['Pop'];219.0;Royaume-Uni;0.0
1;Con calma;Daddy Yankee & Snow;['Rap/Hip Hop', 'Latino'];193.0;États-Unis;0.0
2;Señorita;Shawn Mendes & Camila Cabello;['Pop'];190.0;Canada;0.0
3;Beautiful people;Ed Sheeran Feat. Khalid;['Pop'];197.0;Royaume-Uni;0.0
4;Birds;Imagine Dragons;['Alternative'];219.0;États-Unis;0.0
5;Dance monkey;Tones And I;['Alternative'];209.0;Inconnue;0.0
6;Flou;Angele;['Pop'];196.0;Inconnue;0.0
7;Balance ton quoi;Angele;['Pop'];189.0;Inconnue;0.0
8;Dancing with a stranger;Sam Smith & Normani;['Pop'];171.0;Royaume-Uni;0.0
9;Old town road (I got the horses in the back);Lil Nas X Feat. Billy Ray Cyrus;[];;en;
10;Always remember us this way;Lady Gaga;['Films/Jeux vidéo', 'Musiques de films'];210.0;États-Unis;0.0
11;Giant;Calvin Harris Feat. Rag'N'Bone Man;[];;Royaume-Uni;
12;Can we pretend;Pink Feat. Cash Cash;[];;Inconnue;
13;Let me down slowly;Alec Benjamin;['Pop'];169.0;28 ansPhoenix;0.0
14;So am I;Ava Max;['Pop'];184.0;États-Unis;0.0
15;Sweet but psycho;Ava Max;['Pop'];187.0;États-Unis;0.0
16;Bad liar;Imagine Dragons;['Alternative'];260.0;États-Unis;0.0
17;Loco contigo;Dj Snake, J. Balvin & Tyga;['Pop'];181.0;Inconnue;0.0
18;Nue;Clara Luciani;['Pop'];184.0;30 ansFrance;0.0
19;Torn;Ava Max;['Pop'];198.0;États-Unis;0.0
20;Be alright;Dean Lewis;['Singer & Songwriter'];196.0;35 ansSydney;1.0
21;Hola señorita;Gims Feat. Maluma;[];;mai1986ou6mai1986Kinshasa;
22;You say;Lauren Daigle;[];274.0;Louisiane;0.0
23;Allez reste;Boulevard Des Airs & Vianney;['Chanson française'];188.0;Inconnue;0.0
24;Memories;Maroon 5;['Pop'];189.0;États-Unis;0.0
25;Nothing breaks like a heart;Mark Ronson Feat. Miley Cyrus;['Pop'];217.0;Royaume-Uni;0.0
26;Plus tard;Bigflo & Oli;['Rap/Hip Hop'];203.0;"

Villeneuve-sur-Lot";0.0
27;Reste;Gims & Sting;['Pop', 'Pop internationale', 'Rock'];230.0;mai1986ou6mai1986Kinshasa;0.0
28;Speechless;Robin Schulz Feat. Erika Sirola;['Dance'];214.0;35 ansOsnabrückAllemagne;0.0
29;Tout oublier;Angele Feat. Romeo Elvis;[];;Inconnue;
30;Unstoppable;Sia;['Alternative', 'Electro', 'Dance', 'Pop'];217.0;Inconnue;0.0
31;Come and get your love;Redbone;['Dance', 'Pop', 'Rock', 'Blues', 'Rock & Roll/Rockabilly'];208.0;Inconnue;0.0
32;Power over me;Dermot Kennedy;['Singer & Songwriter'];206.0;31 ansRathcoole;0.0
33;Shallow (a star is born);Lady Gaga & Bradley Cooper;['Films/Jeux vidéo', 'Musiques de films'];215.0;États-Unis;0.0
34;High hopes;Panic! At The Disco;['Alternative'];190.0;États-Unis;0.0
35;Miami vice;Gims;['Chanson française'];221.0;mai1986ou6mai1986Kinshasa;0.0
36;Someone you loved;Lewis Capaldi;['Alternative'];182.0;Écosse;0.0
37;Always;Gavin James Feat. Philippine;[];;Irlande;
38;Calma;Pedro Capo X Farruko;[];;Inconnue;
39;Heaven;Avicii;['Dance'];277.0;Suède;0.0
40;La grenade;Clara Luciani;['Pop'];194.0;30 ansFrance;0.0
41;Say my name;David Guetta Feat. Bebe Rexha & J Balvin;['Dance'];236.0;55 ansParis;0.0
42;Bad guy;Billie Eilish;['Alternative'];194.0;21 ansLosAngeles;0.0
43;Be honest;Jorja Smith Feat. Burna Boy;[];;Royaume-Uni;
44;Ça va, ça vient;Vitaa & Slimane;['Pop'];204.0;France;0.0
45;Circles;Post Malone;['Rap/Hip Hop'];214.0;NewYorkÉtats-Unis;0.0
46;Mia;Bad Bunny Feat. Drake;['Latino'];210.0;PortoRico;0.0
47;Monster;Lum!X & Gabry Ponte;['Dance'];154.0;Inconnue;0.0
48;Tombé;M. Pokora;['Chanson française'];233.0;France;0.0
49;Tu donnes;Jeremy Frerot;['Pop'];174.0;Inconnue;0.0
