;title;artist;genres;duration;pays;explicit_content
0;Fotonovela;Ivan;['Pop'];275.0;Espagne;0.0
1;You're my heart, you're my soul;Modern Talking;['Pop'];199.0;Allemagne;0.0
2;Like a virgin;Madonna;['Pop'];188.0;États-Unis;0.0
3;Johnny, Johnny;Jeanne Mas;['Pop'];264.0;Espagne;0.0
4;Square rooms;Al Corley;['Pop'];221.0;Kansas;0.0
5;One night in Bangkok;Murray Head;['Pop'];193.0;76 ansLondresRoyaume-Uni;0.0
6;Tarzan boy;Baltimora;['Dance'];230.0;Italie;0.0
7;Cherish;Kool & The Gang;['R&B'];290.0;États-Unis;0.0
8;Such a shame;Talk Talk;['Rock'];335.0;Royaume-Uni;0.0
9;A view to a kill;Duran Duran;['Rock'];217.0;Royaume-Uni;0.0
10;I feel for you;Chaka Khan;['Dance', 'Rock'];343.0;États-Unis;0.0
11;Comanchero;Moon Ray;['Pop'];238.0;68 ansItalie;0.0
12;Into the groove;Madonna;['Pop'];285.0;États-Unis;0.0
13;Live is life;Opus;['Pop', 'Rock'];249.0;Autriche;0.0
14;Don quichotte;Magazine 60;['Pop', 'Latino'];207.0;rance;0.0
15;Lover why;Century;['Dance', 'Films/Jeux vidéo'];334.0;Inconnue;0.0
16;Under the ice;Topo & Roby;[];155.0;Inconnue;0.0
17;Everything she wants;Wham!;['Pop'];302.0;Royaume-Uni;0.0
18;Easy lover;Philip Bailey & Phil Collins;['R&B'];305.0;Colorado;0.0
19;Everybody wants to rule the world;Tears For Fears;['Pop'];251.0;Bath,Somerset,Angleterre;0.0
20;Je te donne;Jean-Jacques Goldman & Michael Jones;['Chanson française'];265.0;France;0.0
21;Take on me;A-Ha;['Pop'];227.0;Norvège;0.0
22;Marcia baïla;Rita Mitsouko;['Rock'];335.0;rance;0.0
23;Una storia importante;Eros Ramazzotti;['Pop'];245.0;Italie;0.0
24;19;Paul Hardcastle;['Pop'];210.0;Angleterre;0.0
25;Careless whisper;George Michael;['Pop'];302.0;Royaume-Uni;0.0
26;Part-time lover;Stevie Wonder;['R&B'];252.0;États-Unis;0.0
27;The wild boys;Duran Duran;['Rock'];257.0;Royaume-Uni;0.0
28;Around my dream;Kazino;['Pop', 'Rock'];244.0;Inconnue;0.0
29;Every time you go away;Paul Young;['Pop'];267.0;67 ansLuton;0.0
30;Around my dream;Silver Pozzoli;['Dance', 'Films/Jeux vidéo'];219.0;69 ansCiniselloBalsamo;0.0
31;Shout;Tears For Fears;['Rock'];392.0;Bath,Somerset,Angleterre;0.0
32;The neverending story;Limahl;['Films/Jeux vidéo', 'Musiques de films'];201.0;Royaume-Uni;0.0
33;Cold dresses;Al Corley;['Pop'];302.0;Kansas;0.0
34;We are the world;Usa For Africa;['Pop'];427.0;Inconnue;0.0
35;Why;Bronski Beat;['Pop'];243.0;Londres,Angleterre;0.0
36;Hot shot;Jimmy Cliff;['R&B'];264.0;Jamaïque;0.0
37;I want to know what love is;Foreigner;['Rock', 'Hard Rock'];301.0;États-Unis;0.0
38;Macumba;Jean-Pierre Mader;['Pop'];207.0;France;0.0
39;Money's too tight (to mention);Simply Red;['Pop'];252.0;Royaume-Uni;0.0
40;Ils s'aiment;Daniel Lavoie;['Pop'];263.0;Canada;0.0
41;Sexcrime (nineteen eighty.four);Eurythmics;['Films/Jeux vidéo', 'Musiques de films'];239.0;Royaume-Uni[1];0.0
42;Precious little diamond;Fox The Fox;['Pop'];309.0;Inconnue;0.0
43;Live is life;Stargo;['Electro', 'Dance', 'Disco'];325.0;Inconnue;0.0
44;In between days;The Cure;['Alternative'];192.0;Royaume-Uni;0.0
45;Je marche seul;Jean-Jacques Goldman;['Chanson française'];243.0;France;0.0
46;I'm a lover;Andrea;[];;Inconnue;
47;There must be an angel (playing with my heart);Eurythmics;['Pop'];280.0;Royaume-Uni[1];0.0
48;Number one;Chaz Jankel;['Dance'];436.0;Angleterre;0.0
49;Plus près des étoiles;Gold;['Pop'];237.0;France;0.0
