;title;artist;genres;duration;pays;explicit_content
0;If I ain't got you;Alicia Keys;['Pop', 'R&B'];228.0;41 ansHell'sKitchen;0.0
1;This love;Maroon 5;['Pop'];206.0;États-Unis;0.0
2;Trick me;Kelis;['Rap/Hip Hop'];208.0;États-Unis;0.0
3;I don't wanna know;Mario Winans Feat. Enya & P. Diddy;['Rap/Hip Hop'];257.0;MarylandÉtats-Unis;0.0
4;Face à la mer;Calogero & Passi;['Pop'];223.0;France;0.0
5;Yeah!;Usher Feat. Lil Jon & Ludacris;['R&B'];250.0;États-Unis;0.0
6;Let's get it started;The Black Eyed Peas;['Rap/Hip Hop'];217.0;États-Unis;0.0
7;Shut up;The Black Eyed Peas;['Pop'];310.0;États-Unis;0.0
8;Turn me on;Kevin Lyttle;['Reggae'];185.0;46 ansSaint-Vincent-et-les-Grenadines;0.0
9;Dragostea din tei;O-Zone;['Pop'];215.0;Moldavie;0.0
10;Obseción;Aventura;['Latino'];254.0;États-Unis;0.0
11;Superstar;Jamelia;['Pop'];215.0;Angleterre;0.0
12;Lose my breath;Destiny'S Child;['Pop'];242.0;Inconnue;0.0
13;Sobri (notre destin);Leslie Feat. Amine;[];;Inconnue;
14;Four to the floor;Starsailor;['Rock'];280.0;Chorley,Lancashire,Angleterre;0.0
15;Et j'attends;Leslie;['Pop', 'R&B'];220.0;Inconnue;0.0
16;Sientelo;Speedy Feat. Lumidee;[];;Inconnue;
17;Toxic;Britney Spears;['Pop'];198.0;États-Unis;0.0
18;My immortal;Evanescence;['Rock'];262.0;États-Unis;0.0
19;Suga suga;Baby Bash;['R&B'];239.0;États-Unis;0.0
20;Fuck it (I don't want you back);Eamon;['Pop'];223.0;38 ansStatenIsland;1.0
21;Behind blue eyes;Limp Bizkit;['Rock'];269.0;États-Unis;0.0
22;Hey ya!;Outkast;['Rap/Hip Hop'];235.0;États-Unis;0.0
23;The reason;Hoobastank;['Rock'];232.0;États-Unis;0.0
24;Life for rent;Dido;['Pop'];240.0;Angleterre;0.0
25;California dreaming;Royal Gigolos;['Electro', 'Dance', 'Disco'];287.0;Allemagne;0.0
26;Femme like u (donne-moi ton corps);K-Maro;['Pop'];248.0;Liban;0.0
27;It's my life;No Doubt;['Pop'];225.0;États-Unis;0.0
28;Mourir demain;Natasha St. Pier & Pascal Obispo;['Chanson française', 'Pop'];217.0;Inconnue;0.0
29;Yalla;Calogero;['Pop'];288.0;France;0.0
30;Orchestra;The Servant;['Pop', 'Rock'];212.0;Royaume-Uni;0.0
31;In the shadows;The Rasmus;['Pop'];257.0;Finlande;0.0
32;Parce qu'on vient de loin;Corneille;['Chanson française'];232.0;Allemagnedel'Ouest;0.0
33;Flashdance;Deep Dish;['Dance'];608.0;Inconnue;0.0
34;I'm still in love with you;Sean Paul;['Reggae'];268.0;Jamaïque;0.0
35;Illusion;Benassi Bros Feat. Sandy;[];;Italie;
36;Left outside alone;Anastacia;['Pop'];257.0;IllinoisÉtats-Unis;0.0
37;L'orphelin;Willy Denzey Feat. Kader;[];;Seine-et-Marne;
38;Naughty girl;Beyonce;['Pop'];208.0;États-Unis;0.0
39;Somewhere only we know;Keane;['Pop'];237.0;Royaume-Uni;0.0
40;Leave (get out);Jojo;['R&B', 'Soul'];242.0;Inconnue;0.0
41;Parle-moi;Nâdiya;['Chanson française'];245.0;France;0.0
42;Elle danse seule;De Palmas;['Pop'];251.0;LaRéunion;0.0
43;Everytime;Britney Spears;['Pop'];230.0;États-Unis;0.0
44;Move ya body;Nina Sky Feat. Jabba;['Reggae'];258.0;États-Unis;0.0
45;Just lose it;Eminem;['Rap/Hip Hop'];248.0;États-Unis;1.0
46;Seul au monde;Corneille;['Chanson française'];286.0;Allemagnedel'Ouest;0.0
47;What you waiting for?;Gwen Stefani;['Pop'];223.0;53 ansFullerton;0.0
48;Burn;Usher;['R&B'];231.0;États-Unis;0.0
49;Un gaou à Oran;113, Magic System & Mohamed Lamine;[];;Inconnue;
