;title;artist;genres;duration;pays;explicit_content
0;Tik tok;Ke$Ha;['Pop'];200.0;États-Unis;0.0
1;Rude boy;Rihanna;['Pop'];222.0;Barbade;0.0
2;Alors on danse;Stromae;['Dance', 'Pop'];206.0;Belgique;0.0
3;Dynamite;Taio Cruz;['Pop'];202.0;Royaume-Uni;0.0
4;Wonder why;Julian Perretta;['Pop'];233.0;Royaume-Uni;0.0
5;Help myself (nous ne faisons que passer);Gaetan Roussel;['Rock'];166.0;Aveyron;0.0
6;This is my life;Edward Maya;['Electro', 'Dance'];230.0;36 ansBucarest Roumanie;0.0
7;California gurls;Katy Perry Feat. Snoop Dogg;['Films/Jeux vidéo', 'Musiques de films'];218.0;États-Unis;0.0
8;Hey, soul sister;Train;['Pop'];216.0;anFrancisco,Californie,États-Unis;0.0
9;Alejandro;Lady Gaga;['Pop'];274.0;États-Unis;0.0
10;Misery;Maroon 5;['Pop'];216.0;États-Unis;0.0
11;Replay;Iyaz;['Pop'];182.0;Royaume-Uni;0.0
12;Pour un infidèle;Coeur De Pirate & Julien Dore;['Pop'];146.0;Canada;0.0
13;Hold my hand;Sean Paul Feat. Keri Hilson / Zaho;[];;Jamaïque;
14;Sweet dreams;Beyonce;['Pop'];208.0;États-Unis;0.0
15;Haven't met you yet;Michael Buble;['Pop'];244.0;Canada;0.0
16;22;Lily Allen & Ours;['Pop'];186.0;37 ansLondres;0.0
17;Waka waka (this time for africa);Shakira Feat. Freshlyground;['Pop'];202.0;Colombie;0.0
18;Break your heart;Taio Cruz;['Pop'];201.0;Royaume-Uni;0.0
19;She said;Plan B;['Rap/Hip Hop'];208.0;Inconnue;0.0
20;Bad romance;Lady Gaga;['Pop'];294.0;États-Unis;0.0
21;Toi et moi;Guillaume Grand;['R&B'];226.0;39 ansBergeracDordogneFrance;0.0
22;Fireflies;Owl City;['Electro'];228.0;36 ans;0.0
23;Club can't handle me;Flo Rida Feat. David Guetta;['Rap/Hip Hop'];232.0;enouOpa-locka;0.0
24;Junebug;Robert Francis;['Alternative'];236.0;Californie;0.0
25;Te amo;Rihanna;['Pop'];208.0;Barbade;0.0
26;Memories;David Guetta Feat. Kid Cudi;['Dance'];210.0;55 ansParis;0.0
27;Just the way you are;Bruno Mars;['Pop'];220.0;États-Unis;0.0
28;Amazing;Inna;['Electro', 'Dance', 'Disco'];209.0; Roumanie;0.0
29;Only girl (in the world);Rihanna;['Pop'];235.0;Barbade;0.0
30;Teenage dream;Katy Perry;['Pop'];227.0;États-Unis;0.0
31;Je veux;Zaz;['Pop'];215.0;Inconnue;0.0
32;Cooler than me;Mike Posner;['Pop'];215.0;États-Unis;0.0
33;Loca;Shakira;['Pop'];183.0;Colombie;0.0
34;Barbra streisand;Duck Sauce;['Dance'];194.0;Inconnue;0.0
35;Give me a sign;Remady Feat. Manu-L;['Dance'];436.0;Suisse;0.0
36;Hot;Inna;['Electro', 'Dance', 'Disco'];217.0; Roumanie;0.0
37;If we ever meet again;Timbaland Feat. Katy Perry;['Pop'];292.0;États-Unis;0.0
38;Stay the night;James Blunt;['Pop'];212.0;Royaume-Uni;0.0
39;Bumpy ride;Mohombi;['Pop'];207.0;RépubliquedémocratiqueduCongo;0.0
40;Dis-moi encore que tu m’aimes;Gaetan Roussel;['Rock'];188.0;Aveyron;0.0
41;We no speak americano;Yolanda Be Cool & Dcup;['Electro', 'Dance'];269.0;Inconnue;0.0
42;Dj got us fallin’ in love;Usher Feat. Pitbull;['R&B'];220.0;États-Unis;0.0
43;Stereo love;Edward Maya Feat. Vika Jigulina;['Rap/Hip Hop'];184.0;36 ansBucarest Roumanie;0.0
44;Telephone;Lady Gaga Feat. Beyonce;['Pop'];222.0;États-Unis;0.0
45;Down;Jay Sean Feat. Lil Wayne;['Pop', 'Singer & Songwriter'];163.0;41 ansHarlesden;0.0
46;Blame it on the girls;Mika;['Pop'];213.0;Liban;0.0
47;Dingue, dingue, dingue;Christophe Mae;['Pop'];184.0;France;0.0
48;Hello;Martin Solveig Feat. Dragonette;['Dance', 'Pop'];167.0;France;0.0
49;Shark in the water;Vv Brown;['Pop'];184.0;NorthamptonshireRoyaume-Uni;0.0
