;title;artist;genres;duration;pays;explicit_content
0;Get Lucky;Daft Punk Feat. Pharrell & Nile Rodgers;['Electro', 'Electro Pop/Electro Rock', 'Dance', 'Pop', 'Pop internationale', 'Rock'];248.0;France;0.0
1;Treasure;Bruno Mars;['Pop'];178.0;États-Unis;1.0
2;Blurred Lines;Robin Thicke Feat. T.I. & Pharrell;[];262.0;États-Unis;0.0
3;Let Her Go;Passenger;['Pop'];252.0;38 ansBrightonetHove;0.0
4;Dusty Men;Saule Feat. Charlie Winston;[];;Inconnue;
5;Wake Me Up;Avicii;['Dance'];247.0;Suède;0.0
6;Locked Out Of Heaven;Bruno Mars;['Pop'];233.0;États-Unis;0.0
7;Safe And Sound;Capital Cities;['Alternative'];192.0;États-Unis;0.0
8;Under;Alex Hepburn;['Pop'];238.0;36 ansLondresRoyaume-Uni;0.0
9;Love Me Again;John Newman;['Pop'];240.0;Royaume-Uni;0.0
10;Just Give Me A Reason;P!Nk Feat. Nate Ruess;['Pop', 'Pop internationale', 'Rock'];242.0;Inconnue;0.0
11;Stay;Rihanna Feat. Mikky Ekko;['Pop', 'Singer & Songwriter'];240.0;Barbade;0.0
12;Roar;Katy Perry;['Pop'];223.0;États-Unis;0.0
13;Impossible;James Arthur;['Pop', 'Pop internationale', 'Rock'];209.0;34 ans;0.0
14;Ho Hey;The Lumineers;['Alternative'];163.0;États-Unis;0.0
15;Read All About It Pt. III;Emeli Sande;['Pop'];283.0;Inconnue;0.0
16;Papaoutai;Stromae;['Pop'];232.0;Belgique;0.0
17;Love Life;John Mamann & Kika;['Pop'];173.0;44 ans;0.0
18;Scream And Shout;Will.I.Am & Britney Spears;['Pop'];284.0;États-Unis;1.0
19;Feel So Close;Calvin Harris;['Dance'];207.0;Royaume-Uni;0.0
20;True Love;P!Nk;['Pop', 'Pop internationale', 'Rock'];230.0;Inconnue;1.0
21;La La La;Naughty Boy Feat. Sam Smith;[];219.0;38 ansWatfordRoyaume-Uni;0.0
22;One Day - Reckoning Song;Asaf Avidan & The Mojos;[];215.0;42 ansJérusalem;0.0
23;Oh La;Brice Conrad;['Pop'];199.0;France;0.0
24;When I Was Your Man;Bruno Mars;['Pop'];213.0;États-Unis;0.0
25;Watch Out For This (Bumaye);Major Lazer Feat. Busy Signal, The Flexican & Fs Green;['Electro'];269.0;États-Unis;0.0
26;Tombé Sous Le Charme;Christophe Mae;['Pop'];242.0;France;0.0
27;I Need Your Love;Calvin Harris Feat. Ellie Goulding;['Dance'];234.0;Royaume-Uni;0.0
28;Skyfall;Adele;['Pop', 'Films/Jeux vidéo', 'Musiques de films'];286.0;Royaume-Uni;0.0
29;Happy;C2C Feat. Derek Martin;['Pop'];235.0;France;0.0
30;Try;P!Nk;['Pop', 'Pop internationale', 'Rock'];247.0;Inconnue;0.0
31;Diamonds;Rihanna;['Pop'];225.0;Barbade;0.0
32;Burn;Ellie Goulding;['Pop'];231.0;Angleterre;0.0
33;Maldon;Tropical Family;['Pop'];178.0;Inconnue;0.0
34;Thrift Shop;Macklemore & Ryan Lewis Feat. Wanz;['Rap/Hip Hop'];235.0;États-Unis;1.0
35;Hey Brother;Avicii;['Dance'];255.0;Suède;0.0
36;Royals;Lorde;['Alternative'];190.0;Nouvelle-Zélande;0.0
37;Je Te Donne;Leslie & Ivyrise;['Pop', 'Rock'];200.0;Inconnue;0.0
38;Formidable;Stromae;['Pop'];213.0;Belgique;1.0
39;Bella;Maitre Gims;['Rap/Hip Hop'];226.0;mai1986ou6mai1986Kinshasa;0.0
40;People Help The People;Birdy;['Pop'];256.0;Inconnue;0.0
41;Summertime Sadness;Lana Del Rey;['Rock'];264.0;États-Unis;0.0
42;Tous Les Mêmes;Stromae;['Pop'];210.0;Belgique;0.0
43;The Monster;Eminem Feat. Rihanna;['Pop'];253.0;États-Unis;1.0
44;Die Young;Ke$Ha;['Pop'];213.0;États-Unis;0.0
45;Wrecking Ball;Miley Cyrus;['Pop'];221.0;États-Unis;0.0
46;Vandaag;Bakermat;['Electro', 'Techno/House', 'Dance', 'Pop'];219.0;Pays-Bas;0.0
47;I Knew You Were Trouble;Taylor Swift;['Country'];219.0;33 ansWestReading;0.0
48;Wings;Birdy;['Pop'];252.0;Inconnue;0.0
49;Paris-Seychelles;Julien Dore;['Chanson française'];197.0;40 ansAlès;0.0
