;title;artist;genres;duration;pays;explicit_content
0;Rock your baby;George Mccrae;['Pop'];384;FlorideÉtats-Unis;0
1;Sugar baby love;The Rubettes;['Pop'];212;Royaume-Uni;0
2;Le mal aimé;Claude Francois;['Chanson française'];155;Royaumed'Égypte;0
3;Le téléphone pleure;Claude Francois;['Chanson française'];240;Royaumed'Égypte;0
4;Quelque chose et moi;Gerard Lenorman;['Chanson française'];184;77 ansBénouville;0
5;Kung fu fighting;Carl Douglas;['R&B', 'Soul'];197;Jamaïque;0
6;Oh les filles;Au Bonheur Des Dames;['Chanson française', 'Pop', 'Rock'];247;Inconnue;0
7;Amoureux de ma femme;Richard Anthony;['Pop'];163;Égypte;0
8;C'est moi;C. Jerome;['Chanson française'];173;France;0
9;It's only rock'n'roll;The Rolling Stones;['Rock'];307;Inconnue;0
10;Je t'aime, je t'aime, je t'aime;Johnny Hallyday;['Pop'];199;France;0
11;Je veux l'épouser pour un soir;Michel Sardou;['Pop'];227;France;0
12;Le premier pas;Claude-Michel Schönberg;[];291;France;0
13;Mon vieux;Daniel Guichard;['Pop'];212;France;0
14;Prends ma vie;Johnny Hallyday;['Pop'];185;France;0
15;Seasons in the sun;Terry Jacks;['Bolero'];206;Canada;0
16;Waterloo;Abba;['Pop'];165;Suède;0
17;Bye bye Leroy Brown;Sylvie Vartan;['Pop'];193;Bulgarie;0
18;El bimbo;Bimbo Jet;['Pop'];142;Inconnue;0
19;Lady lay;Pierre Groscolas;['Pop'];179;aujourd'huiElAmria;0
20;Les divorcés;Michel Delpech;['Chanson française', 'Pop'];255;France;0
21;Ne fais pas tanguer le bateau;Sheila;['Pop'];223;France;0
22;Viens ce soir;Mike Brant;['Pop'];202;Empirebritannique;0
23;You're sixteen;Ringo Starr;['Pop'];169;Royaume-Uni;0
24;Baby boy;C. Jerome;['Pop'];149;France;0
25;La fête;Michel Fugain;['Chanson française'];173;80 ansGrenoble;0
26;Le couple;Sheila;['Pop'];221;France;0
27;Les villes de solitude;Michel Sardou;['Pop'];240;France;0
28;The most beautiful girl;Charlie Rich;['R&B'];265;États-Unis;0
29;Chanson populaire;Claude Francois;['Chanson française'];210;Royaumed'Égypte;0
30;Jésus est né en Provence;Robert Miras;[];292;frique;0
31;L'amour au diapason;Sylvie Vartan;['Pop'];178;Bulgarie;0
32;La déclaration d'amour;France Gall;['Pop'];203;France;0
33;Love's theme;Love Unlimited Orchestra;['R&B'];251;Inconnue;0
34;Maintenant je sais;Jean Gabin;['Pop'];194;France;0
35;Nabucco;Waldo De Los Rios;['Pop'];286;Inconnue;0
36;Qui c'est celui-là;Pierre Vassiliu;['Pop'];275;3octobre1937Villecresnes;0
37;Rappelle-toi minette;Patrick Juvet;['Pop'];168;1août1950MontreuxSuisse;0
38;Rebel rebel;David Bowie;['Rock'];269;Royaume-Uni;0
39;Sha la la;Claude Francois;['Chanson française'];233;Royaumed'Égypte;0
40;Si je te demande;Frederic Francois;['Chanson française'];183;Italie;0
41;Sweet was my rose;Velvet Glove;['Pop'];246;Inconnue;0
42;(Like a) locomotion;Left Side;['Rock', 'Rock & Roll/Rockabilly'];239;Inconnue;0
43;Accepte-moi;Ringo;['Pop'];193;France;0
44;Adieu mon bébé chanteur;Alain Chamfort;['Pop'];162;France;0
45;America;David Essex;['Pop'];201;Angleterre;0
46;Chez moi;Serge Lama;['Pop'];227;France;0
47;Gigi l'amoroso;Dalida;['Pop'];449;Royaumed'Égypte;0
48;Il est déjà trop tard;Frederic Francois;['Chanson française'];202;Italie;0
49;La paloma, adieu;Mireille Mathieu;['Pop'];195;76 ansAvignon;0
