;title;artist;genres;duration;pays;explicit_content
0;7 seconds;Youssou N'Dour & Neneh Cherry;['Pop'];306;Sénégal;0
1;The rhythm of the night;Corona;['Electro', 'Dance', 'Disco'];264;ie;0
2;Je danse le mia;Iam;['Rap/Hip Hop'];267;France;0
3;Streets of Philadelphia;Bruce Springsteen;['Rock'];195;États-Unis;0
4;Can you feel the love tonight;Elton John;['Jeunesse'];241;Royaume-Uni;0
5;Mmm Mmm Mmm Mmm;Crash Test Dummies;['Pop'];233;Canada;0
6;Love is all around;Wet Wet Wet;['Rock'];246;Royaume-Uni;0
7;All for love;Bryan Adams, Rod Stewart & Sting;['Pop'];278;Inconnue;0
8;I'll stand by you;Pretenders;['Pop', 'Rock'];238;Londres,Angleterre;0
9;It's alright;East 17;['Pop'];280;Royaume-Uni;0
10;Mr. Jones;Counting Crows;['Rock'];272;États-Unis;0
11;Baby, I love your way;Big Mountain;['Pop'];249;Inconnue;0
12;Black Betty;Ram Jam;['Pop'];237;États-Unis;0
13;I can see clearly now;Jimmy Cliff;['Pop'];195;Jamaïque;0
14;Moving on up;M-People;['Pop'];216;Inconnue;0
15;The sign;Ace Of Base;['Pop'];191;Suède;0
16;Don't turn around;Ace Of Base;['Pop'];230;Suède;0
17;Everyday;Phil Collins;['Pop', 'Rock'];209;Royaume-Uni;0
18;Feel the heat of the night;Masterboy;['Dance', 'Trance'];221;Allemagne;0
19;Happy nation;Ace Of Base;['Pop'];255;Suède;0
20;I like to move it;Reel 2 Real Feat. The Mad Stuntman;['Dance'];223;ewYork,ÉtatdeNewYorkÉtats-Unis;0
21;La solitudine;Laura Pausini;['Pop'];237;Italie;0
22;Nouveau western;M.C. Solaar;['Rap/Hip Hop'];274;Inconnue;0
23;Without you;Mariah Carey;['Pop', 'R&B', 'R&B contemporain'];214;États-Unis;0
24;Black hole sun;Soundgarden;['Rock'];318;États-Unis;0
25;Crazy;Aerosmith;['Rock'];316;États-Unis;0
26;Go west;Pet Shop Boys;['Pop'];302;Royaume-Uni;0
27;High hopes;Pink Floyd;['Rock'];511;Royaume-Uni;0
28;Love is strong;The Rolling Stones;['Rock'];228;Inconnue;0
29;Secret;Madonna;['Pop'];304;États-Unis;0
30;Sensualité;Axelle Red;['Pop'];232;Limbourg;0
31;Summer in the city;Joe Cocker;['Rock'];228;Angleterre;0
32;(Hey now) girls just want to have fun;Cyndi Lauper;['Pop'];232;États-Unis;0
33;Anything;Culture Beat;['Dance'];383;Allemagne;0
34;I swear;All-4-One;['Pop'];259;Inconnue;0
35;I'll make love to you;Boyz Ii Men;['Pop'];236;Inconnue;0
36;Hero;Mariah Carey;['Pop', 'R&B', 'R&B contemporain'];257;États-Unis;0
37;Mangez-moi ! Mangez-moi !;Billy Ze Kick & Les Gamins En Folie;['Reggae'];228;ennes,Bretagne,France;0
38;Saturday night;Whigfield;['Dance'];224;Danemark;0
39;The most beautiful girl in the world;Prince;['R&B'];265;États-Unis;0
40;Cryin';Aerosmith;['Rock'];308;États-Unis;0
41;I'd do anything for love (but I won't do that);Meat Loaf;['Rock'];721;7septembre1947Dallas;0
42;Obsolète;M.C. Solaar;['Rap/Hip Hop'];184;Inconnue;0
43;Right here / human nature;Swv;['R&B', 'Soul'];224;Inconnue;0
44;She don't let nobody;Chaka Demus & Pliers;['Pop'];246;Inconnue;0
45;Since I don't have you;Guns N' Roses;['Rock'];259;États-Unis;0
46;Bring me your cup;Ub40;['Reggae'];249;Royaume-Uni;0
47;Cannonball;The Breeders;['Alternative'];213;États-Unis;0
48;Combien de murs...;Patrick Bruel;['Pop'];299;[3];0
49;Girls and boys;Blur;['Rock'];259;Royaume-Uni;0
