;title;artist;genres;duration;pays;explicit_content
0;Rain and tears;Aphrodite'S Child;['Pop'];194.0;Inconnue;0.0
1;Nights in white satin;Moody Blues;['Rock'];264.0;Royaume-Uni;0.0
2;The days of Pearly Spencer;David Mcwilliams;['Folk'];156.0;Inconnue;0.0
3;Comme un garçon;Sylvie Vartan;['Pop'];195.0;Bulgarie;0.0
4;Hey Jude;The Beatles;['Rock'];425.0;Royaume-Uni;0.0
5;Baby Capone;Sylvie Vartan;['Pop'];203.0;Bulgarie;0.0
6;Baby come back;The Equals;['Pop'];151.0;Inconnue;0.0
7;Long sera l'hiver;Sheila;['Pop'];182.0;France;0.0
8;Entre mes mains;Johnny Hallyday;['Pop'];171.0;France;0.0
9;Les roses blanches;Les Sunlights;[];;oubaix,Nord,France;
10;(Sittin' on) the dock of the bay;Otis Redding;['R&B', 'Soul'];160.0;États-Unis;0.0
11;Cours plus vite Charlie;Johnny Hallyday;['Pop'];141.0;France;0.0
12;Fire!;The Crazy World Of Arthur Brown;[];;Inconnue;
13;Irrésistiblement;Sylvie Vartan;['Pop'];161.0;Bulgarie;0.0
14;Those were the days;Mary Hopkin;['Folk'];301.0;enouPontardawe;0.0
15;With a little help from my friends;Joe Cocker;['Rock'];312.0;Angleterre;0.0
16;Alouette;Gilles Dreu;['Pop'];160.0;France;0.0
17;Hello, goodbye;The Beatles;['Rock'];207.0;Royaume-Uni;0.0
18;Il est 5 heures, Paris s'éveille;Jacques Dutronc;['Pop'];174.0;79 ansParis;0.0
19;Jumpin' Jack flash;The Rolling Stones;['Rock'];222.0;Inconnue;0.0
20;Le bal des laze;Michel Polnareff;['Pop'];294.0;France;0.0
21;On the road again;Canned Heat;['Rock'];296.0;États-Unis;0.0
22;Petite fille de français moyen;Sheila;['Pop'];183.0;France;0.0
23;A tout casser;Johnny Hallyday;['Pop'];167.0;France;0.0
24;Comme d'habitude;Claude Francois;['Pop'];252.0;Royaumed'Égypte;0.0
25;Delilah;Tom Jones;['Pop'];206.0;Inconnue;0.0
26;Jacques a dit;Claude Francois;['Pop'];175.0;Royaumed'Égypte;0.0
27;L'amour te ressemble;Adamo;['Pop'];218.0;Inconnue;0.0
28;Lady Madonna;The Beatles;['Rock'];136.0;Royaume-Uni;0.0
29;My year is a day;Irresistibles;['Pop', 'Rock'];178.0;Inconnue;0.0
30;Think;Aretha Franklin;['Pop'];139.0;États-Unis;0.0
31;Dalila;Sheila;['Pop'];193.0;France;0.0
32;Monia;Peter Holm;['Pop'];153.0;75 ansSuède;0.0
33;She's a rainbow;The Rolling Stones;['Rock'];251.0;Inconnue;0.0
34;Ivanovitch;Julien Clerc;['Pop'];178.0;75 ans19earrondissementdeParis;0.0
35;Riquita;Georgette Plana;['Pop'];209.0;juillet1917Agen;0.0
36;Street fighting man;The Rolling Stones;['Rock'];194.0;Inconnue;0.0
37;Avec la tête, avec le coeur;Claude Francois;['Pop'];216.0;Royaumed'Égypte;0.0
38;F... comme femme;Adamo;['Pop'];284.0;Inconnue;0.0
39;L'histoire de Bonnie and Clyde;Johnny Hallyday;['Pop'];175.0;France;0.0
40;La maritza;Sylvie Vartan;['Pop'];221.0;Bulgarie;0.0
41;Siffler sur la colline;Joe Dassin;['Chanson française'];155.0;États-Unis;0.0
42;Vesoul;Jacques Brel;['Pop'];186.0;Belgique;0.0
43;Bonnie & Clyde;Serge Gainsbourg & Brigitte Bardot;['Pop'];255.0;Inconnue;0.0
44;Help yourself;Tom Jones;['Classique'];176.0;Inconnue;0.0
45;L'opportuniste;Jacques Dutronc;['Chanson française', 'Pop'];160.0;79 ansParis;0.0
46;La bicyclette;Yves Montand;['Pop'];164.0;Italie;0.0
47;Le ruisseau de mon enfance;Adamo;['Pop'];192.0;Inconnue;0.0
48;Le temps des fleurs;Dalida;['Pop'];239.0;Royaumed'Égypte;0.0
49;Ob-la-di, ob-la-da;The Beatles;['Rock'];188.0;Royaume-Uni;0.0
