;title;artist;genres;duration;pays;explicit_content
0;Chacun fait c'qui lui plait;Chagrin D'Amour;['Pop'];249;Inconnue;0
1;Words;F.R. David;['Pop'];209;Tunisie;0
2;Just an illusion;Imagination;['Pop'];233;ondres,Angleterre;0
3;Le coup de folie;Thierry Pastor;['Chanson française'];217;Algérie;0
4;It's good to be the king;Mel Brooks;['Dance'];436;États-Unis;0
5;Let's groove;Earth, Wind & Fire;['Pop'];334;États-Unis;0
6;Saddle up;David Christie;['Chanson française', 'Pop'];214;erjanvier1948Tarare;0
7;Cambodia;Kim Wilde;['Pop'];236;Angleterre;0
8;Don't go;Yazoo;['Electro', 'Pop'];191;Basildon,Essex,Angleterre;0
9;Harden my heart;Quarterflash;['Rock'];232;Inconnue;0
10;I won't let you down;Ph.D.;['Pop', 'Rock'];242;Inconnue;0
11;Who can it be now;Men At Work;['Pop'];201;Inconnue;0
12;Can't take my eyes off you;Boys Town Gang;['Electro', 'Dance'];228;Inconnue;0
13;Der kommissar;Falco;['Pop'];228;Autriche;0
14;Femme que j'aime;Jean-Luc Lahaye;['Pop'];223;France;0
15;Physical;Olivia Newton-John;['Films/Jeux vidéo', 'Musiques de films'];223;Royaume-Uni;0
16;Don't you want me;Human League;['Rock'];236;Royaume-Uni;0
17;Music and lights;Imagination;['Pop'];218;ondres,Angleterre;0
18;Murphy's law;Cheri;['Disco', 'Soul'];386;Inconnue;0
19;Il suffira d'un signe;Jean-Jacques Goldman;['Chanson française'];349;France;0
20;Flash in the night;Secret Service;['Pop'];218;Suède;0
21;Afrique adieu;Michel Sardou;['Pop'];400;France;0
22;Ça c'est vraiment toi;Telephone;['Rock'];267;Inconnue;0
23;It's raining again;Supertramp;['Rock'];265;Royaume-Uni;0
24;Da da da (ich lieb dich nicht du liebst mich nicht);Trio;['Pop'];200;Allemagne;0
25;I know there's something going on;Frida;['Pop'];326;Inconnue;0
26;Abracadabra;Steve Miller Band;['Rock'];307;États-Unis;0
27;Rock amadour;Gerard Blanchard;['Pop'];168;69 ansTours;0
28;Il est libre Max;Herve Cristiani;['Chanson française', 'Alternative', 'Rock indé', 'Pop', 'Rock', 'Hard Rock'];196;"

8novembre1947Neuilly-sur-Seine";0
29;Il tape sur des bambous;Philippe Lavil;['Chanson française'];192;France;0
30;Private investigations;Dire Straits;['Rock'];248;Royaume-Uni;0
31;Henri, Porte des lilas;Philippe Timsit;['Pop'];225;943Alger;0
32;Louise;Gerard Berliner;['Pop'];289;France;0
33;Hold on;Santana;['Rock'];275;États-Unis;0
34;Quand la musique est bonne;Jean-Jacques Goldman;['Chanson française'];232;France;0
35;Ebony and ivory;Paul Mccartney & Stevie Wonder;['Rock'];225;Royaume-Uni;0
36;Eye in the sky;The Alan Parsons Project;['Rock'];276;Glasgow,Écosse;0
37;Le cimetière des éléphants;Eddy Mitchell;['Pop'];258;France;0
38;Comme un avion sans aile;Charlelie Couture;['Pop'];228;France;0
39;I go to sleep;The Pretenders;['Pop'];176;Londres,Angleterre;0
40;Femmes... je vous aime;Julien Clerc;['Pop'];263;75 ans19earrondissementdeParis;0
41;Vivre ou survivre;Daniel Balavoine;['Pop'];213;France;0
42;Waiting for a girl like you;Foreigner;['Rock', 'Hard Rock'];292;États-Unis;0
43;For your eyes only;Sheena Easton;['Pop'];184;Royaume-Uni;0
44;Cosa Sara;Lucio Dalla;['Pop'];260;Royaumed'Italie;0
45;Tout pour la musique;France Gall;['Pop'];274;France;0
46;Wot;Captain Sensible;['R&B', 'Disco'];200;Londres;0
47;Eden is a magic world;Pop Concerto Orchestra;['Pop'];159;Inconnue;0
48;More than this;Roxy Music;['Rock'];258;Royaume-Uni;0
49;Vacances, j'oublie tout;Elegance;['Pop'];259;Inconnue;0
