;title;artist;genres;duration;pays;explicit_content
0;Lady (hear me tonight);Modjo;['Dance', 'Pop'];307.0;France;0.0
1;Lucky star;Superfunk Feat. Ron Carroll;['Electro'];224.0;arseille,Bouches-du-Rhône,France;0.0
2;Ces soirées là;Yannick;['Pop'];204.0;France;0.0
3;Maria, Maria;Santana Feat. The Product G&B;['Pop'];262.0;États-Unis;0.0
4;Sex bomb;Tom Jones & Mousse T.;['Pop'];211.0;paysdeGalles;0.0
5;If I could turn back the hands of time;R. Kelly;['R&B'];295.0;56 ansChicago;0.0
6;Music;Madonna;['Pop'];225.0;États-Unis;0.0
7;Angela;Saïan Supa Crew;['Rap/Hip Hop'];226.0;France;0.0
8;I'm outta love;Anastacia;['Pop'];242.0;IllinoisÉtats-Unis;0.0
9;That don't impress me much;Shania Twain;['Country'];238.0;Canada;0.0
10;Moi... Lolita;Alizee;['Pop'];264.0;France;0.0
11;Et un jour, une femme;Florent Pagny;['Pop'];319.0;France;0.0
12;Belsunce breakdown;Bouga;['Films/Jeux vidéo', 'Musiques de films', 'Bandes originales'];239.0;"

France";0.0
13;He wasn't man enough;Toni Braxton;['R&B', 'Soul'];261.0;États-Unis;0.0
14;American pie;Madonna;['Pop'];273.0;États-Unis;0.0
15;L'envie d'aimer;Daniel Levi;['Pop'];309.0;Algériefrançaise;0.0
16;Elle est à toi;Assia;['R&B'];277.0;Inconnue;0.0
17;Say my name;Destiny'S Child;['Pop'];271.0;Inconnue;0.0
18;It's not right but it's okay;Whitney Houston;['Pop', 'R&B', 'Soul'];292.0;août1963Newark;0.0
19;Man! I feel like a woman!;Shania Twain;['Country'];233.0;Canada;0.0
20;One more time;Daft Punk;['Dance'];320.0;France;0.0
21;Tonton du bled;113;['Rap/Hip Hop'];293.0;Inconnue;1.0
22;Against all odds;Mariah Carey;['Pop'];205.0;États-Unis;0.0
23;It feels so good;Sonique;['Dance'];240.0;Inconnue;0.0
24;Try again;Aaliyah;['R&B', 'Soul'];284.0;États-Unis;0.0
25;My heart goes boom (la di da da);French Affair;['Pop'];338.0;France;0.0
26;In demand;Texas;['Pop'];265.0;Écosse;0.0
27;Pure shores;All Saints;['Pop'];268.0;Inconnue;0.0
28;Still believe;Shola Ama;['Pop'];236.0;43 ansPaddington;0.0
29;Things I've seen;Spooks;['Rap/Hip Hop'];241.0;Inconnue;1.0
30;Desert rose;Sting Feat. Cheb Mami;[];233.0;Royaume-Uni;0.0
31;Move your body;Eiffel 65;['Dance'];268.0;Italie;0.0
32;Groovejet (if this ain't love);Spiller Feat. Sophie Ellis-Bextor;['Electro', 'Techno/House', 'Dance'];227.0;Italie;0.0
33;Easy love (stay the night);Lady;[];;Inconnue;
34;It's my life;Bon Jovi;['Rock'];224.0;États-Unis;0.0
35;What a girl wants;Christina Aguilera;['Pop'];215.0;États-Unis;0.0
36;Sitting down here;Lene Marlin;['Pop'];234.0;Norvège;0.0
37;Stan;Eminem Feat. Dido;['Pop'];404.0;États-Unis;0.0
38;Dear lie;Tlc;['R&B'];310.0;tlanta,Géorgie,États-Unis;0.0
39;Oops!... I did it again;Britney Spears;['Pop'];211.0;États-Unis;0.0
40;If I told you that;Whitney Houston & George Michael;['R&B'];245.0;août1963Newark;0.0
41;Just my imagination;The Cranberries;['Rock'];221.0;Irlande;0.0
42;Too much of heaven;Eiffel 65;['Pop'];249.0;Italie;0.0
43;Don't mess with my man;Lucy Pearl;['R&B'];226.0;États-Unis;0.0
44;L'important c'est d'aimer;Pascal Obispo;['Pop'];295.0;France;0.0
45;Les trois cloches;Tina Arena;['Chanson française'];318.0;Australie;0.0
46;Could I have this kiss forever;Whitney Houston & Enrique Iglesias;['Pop', 'Latino'];235.0;août1963Newark;0.0
47;Elle, tu l'aimes;Helene Segara;['Pop'];305.0;France;0.0
48;Il y a trop de gens qui t'aiment;Helene Segara;['Pop'];267.0;France;0.0
49;Born to make you happy;Britney Spears;['Pop', 'Pop internationale', 'Rock'];243.0;États-Unis;0.0
