;title;artist;genres;duration;pays;explicit_content
0;Blinding lights;The Weeknd;['R&B'];200.0;Canada;0.0
1;In your eyes;The Weeknd;['R&B'];237.0;Canada;0.0
2;Jerusalema;Master Kg Feat. Nomcebo;['Dance'];342.0;Inconnue;0.0
3;Control;Zoe Wees;['Pop'];230.0;20 ansHambourg;0.0
4;Say so;Doja Cat;['R&B'];237.0;27 ansTarzana;1.0
5;Before you go;Lewis Capaldi;['Alternative'];215.0;Écosse;0.0
6;Some say;Nea;['Pop', 'Pop internationale', 'Rock'];175.0;Inconnue;0.0
7;Tusa;Karol G & Nicki Minaj;['Rap/Hip Hop', 'Latino'];200.0;Colombie;0.0
8;Breaking me;Topic Feat. A7S;['Electro', 'Electro Pop/Electro Rock'];220.0;Inconnue;0.0
9;Hypnotized;Purple Disco Machine & Sophie And The Giants;['Dance'];195.0;Allemagne;0.0
10;Mamacita;The Black Eyed Peas, Ozuna & J Rey Soul;['Pop'];251.0;Inconnue;1.0
11;Savage love (laxed - siren beat);Jawsh 685 & Jason Derulo;['Pop'];171.0;Nouvelle-Zélande;1.0
12;Avant toi;Vitaa & Slimane;['Pop'];223.0;France;0.0
13;Beau-Papa;Vianney;['Pop'];197.0;France;0.0
14;Dernier Métro;Kendji Girac Feat. Gims;[];;France;
15;Kings and queens;Ava Max;['Pop'];162.0;États-Unis;0.0
16;Memories;Maroon 5;['Pop'];189.0;États-Unis;0.0
17;Head shoulders knees & toes;Ofenbach & Quarterhead;['Electro'];156.0;aris,France;0.0
18;Let's Love;David Guetta & Sia;['Dance'];200.0;55 ansParis;0.0
19;Ride it;Regard;['Dance', 'Pop', 'Pop internationale', 'Rock'];157.0;Inconnue;0.0
20;Ritmo (bad boys for life);The Black Eyed Peas X J Balvin;[];218.0;Inconnue;0.0
21;Physical;Dua Lipa;['Pop'];193.0;Angleterre;0.0
22;Stupid love;Lady Gaga;['Pop'];193.0;États-Unis;0.0
23;Alane;Robin Schulz & Wes;['Dance'];175.0;35 ansOsnabrückAllemagne;0.0
24;Castles;Freya Ridings;['Singer & Songwriter'];211.0;27ansLondres;0.0
25;Don't start now;Dua Lipa;['Pop'];183.0;Angleterre;0.0
26;Hot Stuff;Kygo & Donna Summer;['Electro', 'Techno/House', 'Dance'];199.0;[2];0.0
27;I love you;Maejor & Greeicy;[];171.0;Inconnue;0.0
28;A nos héros du quotidien;Soprano;['Rap/Hip Hop'];233.0;Bouches-du-Rhône;0.0
29;Fever;Dua Lipa & Angèle;['Dance', 'Pop'];156.0;Angleterre;0.0
30;In my bones;Ray Dalton;['Dance'];191.0;31 ansWashington;0.0
31;Nos célébrations;Indochine;['Rock'];431.0;France;0.0
32;Oui ou non;Angele;['Pop'];196.0;Inconnue;0.0
33;Dance monkey;Tones And I;['Alternative'];209.0;Inconnue;0.0
34;Facile;Camelia Jordana;['Chanson française'];246.0;France;0.0
35;N'y pense plus;Tayc;['Rap/Hip Hop'];212.0;26 ansMarseille;0.0
36;Salt;Ava Max;['Pop'];180.0;États-Unis;0.0
37;Angela;Hatik;['Rap/Hip Hop'];236.0;France;1.0
38;Be honest;Jorja Smith Feat. Burna Boy;[];;Royaume-Uni;
39;Fingertips;Tom Gregory;['Pop', 'Pop internationale', 'Rock'];165.0;27 ansBlackpool;0.0
40;Jusqu'au bout;Amel Bent X Imen Es;[];;Inconnue;
41;N'attendons pas;Vianney;['Pop'];197.0;France;0.0
42;Trampoline;Shaed X Zayn;[];;Inconnue;
43;Who's Laughing Now;Ava Max;['Pop'];180.0;États-Unis;0.0
44;ILY;Surf Mesa Feat. Emilee;[];183.0;États-Unis;0.0
45;Jolie nana;Aya Nakamura;['R&B'];147.0;27 ansBamako;0.0
46;Never seen the rain;Tones And I;['Alternative'];200.0;Inconnue;0.0
47;Nous;Julien Doré;['Rap/Hip Hop'];232.0;40 ansAlès;1.0
48;3Sex;Indochine & Christine And The Queens;['Rock'];257.0;France;0.0
49;A côté de toi;Les Enfoires;['Chanson française'];197.0;Inconnue;0.0
