;title;artist;genres;duration;pays;explicit_content
0;Don't go breaking my heart;Elton John & Kiki Dee;['Pop'];266;Royaume-Uni;0
1;Derrière l'amour;Johnny Hallyday;['Pop'];281;France;0
2;Je vais t'aimer;Michel Sardou;['Pop'];326;France;0
3;Save your kisses for me;Brotherhood Of Man;['Pop'];184;Royaume-Uni;0
4;Daddy cool;Boney M.;['Pop'];208;AllemagneJamaïqueRoyaume-UniPays-Bas;0
5;Porque te vas;Jeanette;['Pop'];201;Angleterre;0
6;Radioactivity;Kraftwerk;['Electro'];401;Allemagne;0
7;Qu'est-ce qui fait pleurer les blondes ?;Sylvie Vartan;['Pop'];189;Bulgarie;0
8;Svalutation;Adriano Celentano;['Pop'];187;Italie;0
9;Gentil dauphin triste;Gerard Lenorman;['Chanson française'];226;77 ansBénouville;0
10;Gabrielle;Johnny Hallyday;['Pop'];171;France;0
11;Silly love song;Wings;['Rock'];355;Royaume-Uni;0
12;Dancing queen;Abba;['Pop'];231;Suède;0
13;J'attendrai;Dalida;['Pop'];251;Royaumed'Égypte;0
14;Love to love you baby;Donna Summer;['Pop'];202;États-Unis;0
15;Il était une fois nous deux;Joe Dassin;['Chanson française'];236;États-Unis;0
16;Et mon père;Nicolas Peyrac;['Pop'];180;France;0
17;Avant de nous dire adieu;Jeane Manson;['Chanson française'];239;États-Unis;0
18;Requiem pour un fou;Johnny Hallyday;['Pop'];289;France;0
19;This melody;Julien Clerc;['Pop'];251;75 ans19earrondissementdeParis;0
20;Fly, Robin, fly;Silver Convention;['Pop', 'Disco'];230;magne;0
21;Fool to cry;The Rolling Stones;['Rock'];305;Inconnue;0
22;Fernando;Abba;['Pop'];252;Suède;0
23;Michèle;Gerard Lenorman;['Chanson française'];187;77 ansBénouville;0
24;Et si tu n'existais pas;Joe Dassin;['Chanson française'];207;États-Unis;0
25;Les oiseaux de Thaïlande;Ringo;['Alternative', 'Rock indé'];194;France;0
26;Love is all;Roger Glover;['Pop'];193;PaysdeGalles;0
27;Bidon;Alain Souchon;['Chanson française'];226;Maroc;0
28;Hurricane;Bob Dylan;['Rock'];512;États-Unis;1
29;Cette année-là;Claude Francois;['Dance', 'Disco'];192;Royaumed'Égypte;0
30;Nice and slow;Jesse Green;['R&B', 'Soul & Funk', 'Soul'];184;Inconnue;0
31;Ca va pas changer le monde;Joe Dassin;['Chanson française'];182;États-Unis;0
32;Quand j'étais chanteur;Michel Delpech;['Chanson française', 'Pop'];235;France;0
33;La vieille;Michel Sardou;['Pop'];201;France;0
34;Un prince en exil;Sheila;['Pop'];237;France;0
35;Le carnet à spirale;William Sheller;['Pop'];178;76 ansParis;0
36;Kiss me kiss your baby;Brotherhood Of Man;['Pop'];190;Royaume-Uni;0
37;Le bougalou du loup-garou;Carlos;['Pop'];205;0février19435earrondissementdeParis;0
38;Hurlevent;Dave;['Chanson française'];251;Pays-Bas;0
39;Malheur à celui qui blesse un enfant;Enrico Macias;['Pop'];172;Algériefrançaise;0
40;Le coeur trop grand pour moi;Julien Clerc;['Pop'];238;75 ans19earrondissementdeParis;0
41;Who's that lady with my man;Kelly Marie;['Pop'];207;Inconnue;0
42;Papa-tango-Charly;Mort Shuman;['Pop'];284;États-Unis;0
43;Sorrow;Mort Shuman;['Pop'];262;États-Unis;0
44;Patrick, mon chéri;Sheila;['Pop'];254;France;0
45;Chanson d'amour;The Manhattan Transfer;['Pop'];176;ewYork,États-Unis;0
46;1, 2, 3;Catherine Ferry;['Pop'];150;69 ansIvry-sur-SeineFrance;0
47;Land of make believe;Chuck Mangione;['Jazz'];539;82 ans;0
48;Je t'aime, tu vois;Daniel Guichard;['Pop'];160;France;0
49;Could it be magic;Donna Summer;['Disco'];315;États-Unis;0
