;title;artist;genres;duration;pays;explicit_content
0;I will always love you;Whitney Houston;['Films/Jeux vidéo', 'Musiques de films'];271.0;août1963Newark;0.0
1;All that she wants;Ace Of Base;['Pop'];211.0;Suède;0.0
2;Would I lie to you?;Charles & Eddie;['Pop'];279.0;États-Unis;0.0
3;What is love;Haddaway;['Pop'];271.0;Trinité-et-Tobago;0.0
4;Only the very best;Peter Kingsbery;['Pop'];197.0;ArizonaÉtats-Unis;0.0
5;In the deathcar;Iggy Pop;['Films/Jeux vidéo', 'Musiques de films'];314.0;États-Unis;0.0
6;Give in to me;Michael Jackson;['Pop'];328.0;États-Unis;0.0
7;Mr. vain;Culture Beat;['Dance'];257.0;Allemagne;0.0
8;Ordinary world;Duran Duran;['Rock'];277.0;Royaume-Uni;0.0
9;Living on my own [no more brothers radio mix];Freddie Mercury;['Rock'];221.0; ProtectoratdeZanzibar;0.0
10;Everybody hurts;R.E.M.;['Alternative'];320.0;États-Unis;0.0
11;(I can't help) falling in love with you;Ub40;['Reggae'];208.0;Royaume-Uni;0.0
12;No limit;2 Unlimited;['Pop'];224.0;Pays-Bas;0.0
13;Somebody to love;George Michael & Queen;['Pop'];318.0;Royaume-Uni;0.0
14;That's the way love goes;Janet Jackson;['R&B'];265.0;États-Unis;0.0
15;Are you gonna go my way?;Lenny Kravitz;['Rock'];211.0;États-Unis;0.0
16;Sleeping satellite;Tasmin Archer;['Rock'];281.0;59 ansBradford;0.0
17;What's up;4 Non Blondes;['Pop'];295.0;États-Unis;0.0
18;More and more;Captain Hollywood Project;['Dance'];253.0;Allemagne;0.0
19;I feel you;Depeche Mode;['Rock'];273.0;Basildon,Essex,Angleterre;0.0
20;Will you be there;Michael Jackson;['Pop'];460.0;États-Unis;0.0
21;Regg'lyss, ... mets de l'huile;Regg'Lyss;['Reggae'];247.0;Inconnue;0.0
22;Two princes;Spin Doctors;['Pop'];257.0;États-Unis;0.0
23;Foule sentimentale;Alain Souchon;['Pop'];324.0;Maroc;0.0
24;Ziggy;Celine Dion;[];177.0;Canada;0.0
25;Cose della vita;Eros Ramazzotti;['Pop'];288.0;Italie;0.0
26;Tell me why;Genesis;['Rock'];299.0;Royaume-Uni;0.0
27;November rain;Guns N' Roses;['Rock'];537.0;États-Unis;0.0
28;Life;Haddaway;['Pop'];258.0;Trinité-et-Tobago;0.0
29;Sweat (a la la la la long);Inner Circle;['Reggae'];227.0;Jamaïque;0.0
30;Sweet thing;Mick Jagger;['Rock'];259.0;Royaume-Uni;0.0
31;Hope of deliverance;Paul Mccartney;['Pop'];202.0;Royaume-Uni;0.0
32;Both sides of the story;Phil Collins;['Pop', 'Rock'];402.0;Royaume-Uni;0.0
33;Sweet harmony;The Beloved;['Electro', 'Dance', 'Pop'];301.0;Royaume-Uni;0.0
34;Because the night;Co.Ro. Feat. Taleesa;[];;Inconnue;
35;Your latest trick [live];Dire Straits;['Rock'];389.0;Royaume-Uni;0.0
36;Sing Hallelujah!;Dr. Alban;['Pop'];240.0;Nigeria;0.0
37;Don't you want me;Felix;['Pop'];189.0;Australie;0.0
38;Dreamlover;Mariah Carey;['Pop'];232.0;États-Unis;0.0
39;Jamaican in New York;Shinehead;['Pop'];268.0;60 ansKent;0.0
40;Break it down again;Tears For Fears;['Pop'];271.0;Bath,Somerset,Angleterre;0.0
41;I'm every woman;Whitney Houston;['Films/Jeux vidéo', 'Musiques de films'];285.0;août1963Newark;0.0
42;Tribal dance;2 Unlimited;['Pop'];219.0;Pays-Bas;0.0
43;The river of dreams;Billy Joel;['Rock'];247.0;États-Unis;0.0
44;Please forgive me;Bryan Adams;['Pop'];355.0;Canada;0.0
45;Got to get it;Culture Beat;['Dance'];321.0;Allemagne;0.0
46;Le capitaine;L'Affaire Louis Trio;['Pop'];236.0;France;0.0
47;Mobilis in mobile;L'Affaire Louis Trio;['Pop'];275.0;France;0.0
48;L'autre Finistère;Les Innocents;['Chanson française'];284.0;France;0.0
49;Que mon coeur lâche;Mylene Farmer;['Pop'];244.0;Canada;0.0
