;title;artist;genres;duration;pays;explicit_content
0;Like a prayer;Madonna;['Pop'];340;États-Unis;0
1;Lambada;Kaoma;['Pop', 'Latino'];207;Inconnue;0
2;Stop!;Sam Brown;['Pop'];295;58 ansStratford;0
3;Hélène;Roch Voisine;['Pop'];223;Canada;0
4;Coeur de loup;Philippe Lafontaine;['Pop'];223;67 ansGosselies;0
5;Pump up the jam;Technotronic;['Dance'];320;Belgique;0
6;She drives me crazy;Fine Young Cannibals;['Pop'];217;irmingham,Royaume-Uni;0
7;Teardrops;Womack & Womack;['Pop'];228;tats-Unis;0
8;Joue pas;Francois Feldman & Joniece Jamison;['Pop'];250;France;0
9;La vie, la nuit;Debut De Soiree;['Pop'];231;Inconnue;0
10;On the road again;Bernard Lavilliers;['Pop'];226;France;0
11;Johnny, Johnny come home;Avalanche;['Pop'];258;Inconnue;0
12;Sowing the seeds of love;Tears For Fears;['Pop'];377;Bath,Somerset,Angleterre;0
13;One moment in time;Whitney Houston;['R&B'];283;août1963Newark;0
14;Batdance;Prince;['Pop'];373;États-Unis;0
15;Lullaby;The Cure;['Alternative'];317;Royaume-Uni;0
16;Orinoco flow;Enya;['Pop'];264;Irlande;0
17;Megamix;Boney M.;['Pop'];420;AllemagneJamaïqueRoyaume-UniPays-Bas;0
18;High;David Hallyday;['Pop'];246;France;0
19;C'est écrit;Francis Cabrel;['Chanson française'];353;France;0
20;Eternal flame;The Bangles;['Pop'];240;États-Unis;0
21;Twist in my sobriety;Tanita Tikaram;['Pop'];292;Allemagne;0
22;This time I know it's for real;Donna Summer;['Pop'];218;États-Unis;0
23;Ride on time;Black Box;['Pop'];272;talie;0
24;First time;Robin Beck;['Pop'];196;Inconnue;0
25;If you don't know me by now;Simply Red;['Pop'];206;Royaume-Uni;0
26;Baby don't forget my number;Milli Vanilli;['Pop', 'Pop internationale', 'Rock'];249;Allemagne;0
27;Keep on movin';Soul Ii Soul;['Rap/Hip Hop'];361;Inconnue;0
28;Two hearts;Phil Collins;['Pop', 'Rock'];204;Royaume-Uni;0
29;Sans logique;Mylene Farmer;['Pop'];271;Canada;0
30;Mandela day;Simple Minds;['Rock'];345;Royaume-Uni;0
31;Swing the mood;Jive Bunny & The Mastermixers;['Rock', 'Rock & Roll/Rockabilly'];243;Inconnue;0
32;I don't want a lover;Texas;['Rock'];300;Écosse;0
33;Liberian girl;Michael Jackson;['Pop', 'Pop internationale', 'Rock'];232;États-Unis;0
34;Megamix;Village People;['Dance'];1114;États-Unis;0
35;The look;Roxette;['Pop'];237;Suède;0
36;Hand on your heart;Kylie Minogue;['Pop'];231;54 ansMelbourne;0
37;A la même heure dans deux ans;Elsa;['Pop', 'Pop internationale', 'Variété Internationale'];212;Inconnue;0
38;Celebrate the world;Womack & Womack;['R&B'];254;tats-Unis;0
39;Help!;Bananarama;['Pop'];179;Royaume-Uni;0
40;Kokomo;The Beach Boys;['Rock'];217;États-Unis;0
41;Quand tu serres mon corps;Pacifique;['Pop'];243;France;0
42;Straight up;Paula Abdul;['Pop'];231;Californie;0
43;The loco-motion;Kylie Minogue;['Pop'];193;54 ansMelbourne;0
44;Je te survivrai;Jean-Pierre Francois;['Pop'];251;France;0
45;C'est la vie;Marc Lavoine;['Pop'];226;60 ansLongjumeauFrance;0
46;Too many broken hearts;Jason Donovan;['Pop'];197;Victoria;0
47;Mirador;Johnny Hallyday;['Pop'];261;France;0
48;I drove all night;Cyndi Lauper;['Pop'];253;États-Unis;0
49;Manchild;Neneh Cherry;['Pop'];197;Suède;0
