;title;artist;genres;duration;pays;explicit_content
0;A whiter shade of pale;Procol Harum;['Pop'];248;Royaume-Uni;0
1;Adios amor;Sheila;['Pop'];199;France;0
2;San Francisco;Scott Mckenzie;['Pop'];178;Inconnue;0
3;All you need is love;The Beatles;['Rock'];227;Royaume-Uni;0
4;Mais quand le matin;Claude Francois;['Pop'];199;Royaumed'Égypte;0
5;The letter;The Box Tops;['Pop'];112;États-Unis;0
6;Ame caline;Michel Polnareff;['Pop'];203;France;0
7;Kilimandjaro;Pascal Danel;['Pop'];213;France;0
8;Inch' Allah;Adamo;['Pop'];284;Inconnue;0
9;Penny Lane;The Beatles;['Rock'];180;Royaume-Uni;0
10;Let's spend the night together;The Rolling Stones;['Rock'];215;Inconnue;0
11;La famille;Sheila;['Pop'];189;France;0
12;J'aime les filles;Jacques Dutronc;['Chanson française', 'Pop'];177;79 ansParis;0
13;Amour d'été;Johnny Hallyday;['Pop'];197;France;0
14;2'35 de bonheur;Sylvie Vartan;['Pop'];150;Bulgarie;0
15;Alice;Eddy Mitchell;['Pop'];165;France;0
16;La dernière valse;Mireille Mathieu;['Chanson française'];187;76 ansAvignon;0
17;Dans une heure;Sheila;['Pop'];199;France;0
18;Le téléfon;Nino Ferrer;['Pop'];167;Royaumed'Italie;0
19;Ha! Ha! said the clown;Manfred Mann;['Pop'];146;Royaume-Uni;0
20;Notre roman;Adamo;['Pop'];201;Inconnue;0
21;Une larme aux nuages;Adamo;['Pop'];179;Inconnue;0
22;Les cactus;Jacques Dutronc;['Chanson française', 'Pop'];158;79 ansParis;0
23;Happy together;The Turtles;['Alternative', 'Rock indé', 'Pop', 'Pop indé/Folk', 'Rock'];176;États-Unis;0
24;Ta ta ta ta;Michel Polnareff;['Pop'];145;France;0
25;San Francisco;Johnny Hallyday;['Pop'];185;France;0
26;Si j'étais un charpentier;Johnny Hallyday;['Pop'];141;France;0
27;J'attendrai;Claude Francois;['Pop'];179;Royaumed'Égypte;0
28;C'est ma chanson;Petula Clark;['Pop'];175;Angleterre;0
29;Les Dalton;Joe Dassin;['Chanson française'];157;États-Unis;0
30;Les play boys;Jacques Dutronc;['Chanson française', 'Pop'];186;79 ansParis;0
31;Strawberry fields forever;The Beatles;['Rock'];247;Royaume-Uni;0
32;No milk today;Herman'S Hermits;['Rock'];176;Inconnue;0
33;Par amour, par pitié;Sylvie Vartan;['Pop'];186;Bulgarie;0
34;The beat goes on;Sonny & Cher;['Pop'];210;États-Unis;0
35;Hey Joe;Johnny Hallyday;['Pop'];186;France;0
36;Massachussetts;Bee Gees;['Pop'];147;Royaume-UniDouglas;0
37;Mellow yellow;Donovan;['Pop'];227;Inconnue;0
38;Friday on my mind;The Easy Beats;['Rock'];163;Inconnue;0
39;Respect;Aretha Franklin;['Pop'];147;États-Unis;0
40;Un tout petit pantin;Sandie Shaw;['Pop'];142;GrandLondres;0
41;Aranjuez, mon amour;Richard Anthony;['Pop'];294;Égypte;0
42;Hush;Billy Joe Royal;['Rock'];158;États-Unis;0
43;We love you;The Rolling Stones;['Rock'];253;Inconnue;0
44;Bébé requin;France Gall;['Chanson française'];164;France;0
45;Marie Jeanne;Joe Dassin;['Chanson française'];253;États-Unis;0
46;The world we knew (over and over);Frank Sinatra;['Jazz'];167;États-Unis;0
47;Harley Davidson;Brigitte Bardot;['Pop'];147;France;0
48;Le kid;Sylvie Vartan;['Pop'];136;Bulgarie;0
49;Gimme little sign;Brenton Wood;['Soul'];141;Inconnue;0
