;title;artist;genres;duration;pays;explicit_content
0;Billie jean;Michael Jackson;['Pop', 'Pop internationale', 'Rock'];294;États-Unis;0
1;Eye of the tiger;Survivor;['Films/Jeux vidéo', 'Musiques de films'];245;États-Unis;0
2;Last night a D.J. saved my life;Indeep;['Dance', 'Pop'];341;États-Unis;0
3;Do you really want to hurt me;Culture Club;['Pop'];263;CoventGarden,Londres,Angleterre;0
4;Too shy;Kajagoogoo;['Rock'];221;Royaume-Uni;0
5;Africa;Rose Laurens;[];216;mars19514earrondissementdeParis;0
6;Let's dance;David Bowie;['Rock'];247;Royaume-Uni;0
7;Flashdance ... what a feeling;Irene Cara;['Electro', 'Techno/House', 'Dance', 'Disco'];237;États-Unis;0
8;Comme toi;Jean-Jacques Goldman;['Chanson française'];259;France;0
9;Jeopardy;Greg Kihn Band;['Rock'];229;États-Unis;0
10;Sweet dreams;Eurythmics;['Pop'];216;Royaume-Uni[1];0
11;Every breath you take;The Police;['Pop'];251;Royaume-Uni;0
12;Africa;Toto;['Pop'];295;États-Unis;0
13;Chante;Les Forbans;['Pop', 'Pop internationale', 'Variété Internationale', 'Rock'];181;France;0
14;Baby Jane;Rod Stewart;['Pop', 'Rock'];283;Angleterre;0
15;Your eyes;Cook Da Books;['Films/Jeux vidéo', 'Musiques de films', 'Bandes originales'];282;iverpool,AngleterreRoyaume-Uni;0
16;Mise au point;Jakie Quartz;['Pop'];283;67 ansParis;0
17;She can't love you;Chemise;['Dance', 'Pop'];217;Inconnue;0
18;You can't hurry love;Phil Collins;['Pop', 'Rock'];174;Royaume-Uni;0
19;Paris latino;Bandolero;['Pop'];249;France;0
20;Beat it;Michael Jackson;['Pop', 'Pop internationale', 'Rock'];257;États-Unis;0
21;Pass the dutchie;Musical Youth;['Pop'];204;Royaume-Uni;0
22;Vamos a la playa;Righeira;['Dance', 'Pop'];217;Italie;0
23;eclipse of the heart;Bonnie Tyler;['Pop'];270;Royaume-Uni;0
24;Sexual healing;Marvin Gaye;['Pop'];239;États-Unis;0
25;I like Chopin;Gazebo;['Pop', 'Rock'];291;Inconnue;0
26;Wot;Captain Sensible;['R&B', 'Disco'];200;Londres;0
27;Au bout de mes rêves;Jean-Jacques Goldman;['Chanson française'];234;France;0
28;Mama;Genesis;['Rock'];408;Royaume-Uni;0
29;Idées noires;Bernard Lavilliers;['Pop'];215;France;0
30;Dolce vita;Ryan Paris;['Dance', 'Pop'];236;69 ansRome;0
31;All right;Christopher Cross;['Pop'];255;TexasÉtats-Unis;0
32;L'italiano;Toto Cutugno;['Pop'];236;Italie;0
33;Say, say, say;Paul Mccartney & Michael Jackson;['Pop'];234;Royaume-Uni;0
34;L'aventurier;Indochine;['Rock'];231;France;0
35;Sign of the times;The Belle Stars;['Pop'];174;Inconnue;0
36;True;Spandau Ballet;['Rock'];329;Londres,Angleterre;0
37;China girl;David Bowie;['Rock'];333;Royaume-Uni;0
38;Milk from the coconut;Toto Coelo;['Rock', 'Rock & Roll/Rockabilly'];208;Inconnue;0
39;Moonlight shadow;Mike Oldfield;['Rock'];218;Royaume-Uni;0
40;Succès fou;Christophe;['Pop'];211;France;0
41;Coeur de rocker;Julien Clerc;['Pop'];234;75 ans19earrondissementdeParis;0
42;Fall in love with me;Earth, Wind & Fire;['R&B'];352;États-Unis;0
43;Maniac;Michael Sembello;['Films/Jeux vidéo', 'Musiques de films'];244;68 ansPhiladelphie;0
44;She works hard for the money;Donna Summer;['R&B'];320;États-Unis;0
45;Come on Eileen;Dexys Midnight Runners;['Pop'];205;Royaume-Uni;0
46;Give me the good news;Crocodile Harris;['Pop'];292;Inconnue;0
47;Heartbreaker;Dionne Warwick;['Pop'];255;États-Unis;0
48;I'm specialized in you;Time Bandits;['Pop'];231;Inconnue;0
49;New year's day;U2;['Rock'];257;Irlande;0
