;title;artist;genres;duration;pays;explicit_content
0;Ma baker;Boney M.;['Pop'];276.0;AllemagneJamaïqueRoyaume-UniPays-Bas;0.0
1;Rockollection;Laurent Voulzy;[];248.0;France;0.0
2;Don't let me be misunderstood;Santa Esmeralda;['Films/Jeux vidéo', 'Musiques de films'];628.0;"États-Unis;France";0.0
3;Dix ans plus tôt;Michel Sardou;['Pop'];296.0;France;0.0
4;Do it for me;Jennifer;['R&B', 'Disco'];182.0;Inconnue;0.0
5;Don't play that song;Adriano Celentano;['Rock'];214.0;Italie;0.0
6;L'oiseau et l'enfant;Marie Myriam;['Chanson française'];183.0;65 ansLuluabourgCongobelge;0.0
7;Le Loir et Cher;Michel Delpech;['Chanson française', 'Pop'];166.0;France;0.0
8;Love me baby;Sheila & B. Devotion;['Pop'];216.0;France;0.0
9;Hotel California;Eagles;['Rock'];391.0;États-Unis;0.0
10;La java de Broadway;Michel Sardou;['Pop'];246.0;France;0.0
11;Don't leave me this way;Thelma Houston;['Pop'];217.0;Mississippi;0.0
12;Est-ce par hasard ?;Dave;['Pop'];156.0;Pays-Bas;0.0
13;Il a neigé sur Yesterday;Marie Laforet;['Pop'];196.0;France;0.0
14;Les chansons françaises;La Bande A Basile;[];264.0;Inconnue;0.0
15;Lettre à France;Michel Polnareff;['Pop'];289.0;France;0.0
16;Où sont les femmes ?;Patrick Juvet;['Pop'];374.0;1août1950MontreuxSuisse;0.0
17;Oxygene IV;Jean-Michel Jarre;['Electro'];214.0;France;0.0
18;Sunny;Boney M.;['Pop'];242.0;AllemagneJamaïqueRoyaume-UniPays-Bas;0.0
19;Voici les clés;Gerard Lenorman;['Chanson française'];225.0;77 ansBénouville;0.0
20;A toi;Joe Dassin;['Chanson française'];209.0;États-Unis;0.0
21;Big bisou;Carlos;['Chanson française', 'Jeunesse'];241.0;0février19435earrondissementdeParis;0.0
22;If you leave me now;Chicago;['Pop', 'Rock'];235.0;États-Unis;0.0
23;La chapelle de Harlem;Jeane Manson;['Chanson française'];187.0;États-Unis;0.0
24;Magic fly;Space;['Dance'];259.0;France;0.0
25;Mille colombes;Mireille Mathieu;['Chanson française'];232.0;76 ansAvignon;0.0
26;Mourir auprès de mon amour;Demis Roussos;['Pop'];257.0;5juin1946Alexandrie;0.0
27;Je vais à Rio;Claude Francois;['Dance', 'Disco'];203.0;Royaumed'Égypte;0.0
28;L'arche de Noé;Sheila;['Pop'];215.0;France;0.0
29;Money money money;Abba;['Pop'];186.0;Suède;0.0
30;Musique;France Gall;['Pop'];325.0;France;0.0
31;Oh, Lori;Alessi;['Rock'];199.0;Inconnue;0.0
32;Salma ya salama;Dalida;['Pop'];183.0;Royaumed'Égypte;0.0
33;Way down;Elvis Presley;['Pop'];158.0;États-Unis;0.0
34;Goodbye Elvis;Ringo;[];;France;
35;I want to know;Adriano Celentano;['Pop'];322.0;Italie;0.0
36;L'amour qui brûle en moi;Sheila;['Pop'];236.0;France;0.0
37;Le coeur en deux;Johnny Hallyday;['Pop'];330.0;France;0.0
38;Petit rainbow;Sylvie Vartan;['Pop'];216.0;Bulgarie;0.0
39;Singin' in the rain;Sheila & B. Devotion;['Pop'];228.0;France;0.0
40;Daddy cool;Boney M.;['Pop'];208.0;AllemagneJamaïqueRoyaume-UniPays-Bas;0.0
41;Don't cry for me Argentina;Julie Covington;['Pop'];328.0;Royaume-Uni;0.0
42;Drague party;Martin Circus;['Chanson française'];225.0;France;0.0
43;I feel love;Donna Summer;['Pop'];225.0;États-Unis;0.0
44;Je pars;Nicolas Peyrac;['Pop'];216.0;France;0.0
45;Knowing me, knowing you;Abba;['Pop'];241.0;Suède;0.0
46;Onyx;Space Art;['Electro'];219.0;France;0.0
47;Ooh la la;The Rubettes;['Pop'];223.0;Royaume-Uni;0.0
48;Tarzan est heureux;Serge Lama;['Pop'];220.0;France;0.0
49;Yes sir I can boogie;Baccara;['Pop'];274.0;Espagne;0.0
