;title;artist;genres;duration;pays;explicit_content
0;Attention;Charlie Puth;['Pop'];211.0;États-Unis;0.0
1;Feels;Calvin Harris Feat. P. Williams & K. Perry;[];;Royaume-Uni;
2;Shape of you;Ed Sheeran;['Pop', 'Singer & Songwriter'];233.0;Royaume-Uni;0.0
3;Despacito;Luis Fonsi Feat. Daddy Yankee;['Latino'];232.0;PortoRico;0.0
4;I feel it coming;The Weeknd Feat. Daft Punk;[];268.0;Canada;0.0
5;Human;Rag'N'Bone Man;['Alternative', 'Pop Indé', 'Rock indé'];200.0;Angleterre;0.0
6;Rockabye;Clean Bandit Feat. Sean Paul & Anne-Marie;['Electro', 'Dance'];251.0;Royaume-UniCambridge,Angleterre;0.0
7;Chained to the rhythm;Katy Perry Feat. Skip Marley;[];238.0;États-Unis;0.0
8;On était beau;Louane;['Pop'];205.0;France;0.0
9;It ain't me;Kygo & Selena Gomez;['Electro', 'Techno/House', 'Dance', 'Pop'];220.0;[2];0.0
10;Something just like this;The Chainsmokers & Coldplay;['Alternative', 'Pop Indé', 'Electro', 'Techno/House', 'Dance', 'Pop'];247.0;États-Unis;0.0
11;Skin;Rag'N'Bone Man;['Alternative', 'Pop Indé', 'Rock indé'];239.0;Angleterre;0.0
12;Perfect;Ed Sheeran;['Pop'];258.0;Royaume-Uni;0.0
13;Feel it still;Portugal. The Man;['Alternative'];163.0;États-Unis;0.0
14;OK;Robin Schulz Feat. James Blunt;['Dance'];189.0;35 ansOsnabrückAllemagne;0.0
15;Dusk till dawn;Zayn Feat. Sia;['Pop'];239.0;Inconnue;0.0
16;Katchi;Ofenbach Vs. Nick Waterhouse;['Electro'];151.0;Inconnue;0.0
17;Issues;Julia Michaels;['Pop'];176.0;29 ansDavenport;0.0
18;Too good at goodbyes;Sam Smith;['Pop'];201.0;Royaume-Uni;0.0
19;Swalla;Jason Derulo Feat. Nicki Minaj & T.D. $Ign;[];;33 ansMiami;
20;Je m'en vais;Vianney;['Pop'];198.0;France;0.0
21;Wild thoughts;Dj Khaled Feat. Rihanna & Bryson Tiller;['Rap/Hip Hop'];204.0;États-Unis;1.0
22;Don't wanna know;Maroon 5 Feat. Kendrick Lamar;['Pop'];216.0;États-Unis;0.0
23;Moi aimer toi;Vianney;['Pop'];198.0;France;0.0
24;Havana;Camila Cabello Feat. Young Thug;['Pop'];217.0;Cuba;0.0
25;Je joue de la musique;Calogero;['Pop'];240.0;France;0.0
26;24k magic;Bruno Mars;['Pop'];225.0;États-Unis;0.0
27;All stars;Martin Solveig Feat. Alma;[];;France;
28;Say you won't let go;James Arthur;['Pop', 'Pop internationale', 'Rock'];211.0;34 ans;0.0
29;I feel so bad;Kungs Feat. Ephemerals;['Pop'];173.0;France;0.0
30;What about us;Pink;['Chanson française', 'Pop'];271.0;Inconnue;0.0
31;2U;David Guetta Feat. Justin Bieber;['Dance'];194.0;55 ansParis;0.0
32;On dirait;Amir;['Pop'];195.0;38 ansParis 12e;0.0
33;Chocolat;Lartiste Feat. Awa Imani;['Rap/Hip Hop'];235.0;Maroc;0.0
34;Slide;Calvin Harris Feat. Frank Ocean & Migos;['Electro', 'Techno/House', 'Dance', 'Rap/Hip Hop', 'Pop'];230.0;Royaume-Uni;1.0
35;No roots;Alice Merton;['Alternative', 'Pop Indé', 'Rock indé'];235.0;Allemagne;0.0
36;Mama;Jonas Blue Feat. William Singe;[];180.0;33 ans;0.0
37;Never give up;Sia;['Films/Jeux vidéo', 'Musiques de films', 'Comédies musicales'];221.0;Inconnue;0.0
38;You don't know me;Jax Jones Feat. Raye;['Dance', 'Pop'];271.0;35 ansLondres;0.0
39;Run up;Major Lazer Feat. Partynextdoor & N. M.;[];;États-Unis;
40;What lovers do;Maroon 5 Feat. Sza;['Pop'];190.0;États-Unis;0.0
41;Coco câline;Julien Dore;['Chanson française'];225.0;40 ansAlès;0.0
42;I don't wanna live forever (fifty shades darker);Zayn & Taylor Swift;['Pop'];247.0;Inconnue;0.0
43;Rockstar;Post Malone Feat. 21 Savage;[];218.0;NewYorkÉtats-Unis;0.0
44;Heathens;Twenty One Pilots;['Alternative'];195.0;États-Unis;0.0
45;How long;Charlie Puth;['Pop'];198.0;États-Unis;0.0
46;Lonely together;Avicii Feat. Rita Ora;[];184.0;Suède;0.0
47;Sign of the times;Harry Styles;['Pop'];340.0;Royaume-Uni;0.0
48;Coeurdonnier;Soprano;['Rap/Hip Hop'];227.0;Bouches-du-Rhône;0.0
49;Glorious;Macklemore Feat. Skylar Grey;['Rap/Hip Hop'];222.0;États-Unis;0.0
