;title;artist;genres;duration;pays;explicit_content
0;American boy;Estelle Feat. Kanye West;['Pop'];250.0;Inconnue;0.0
1;Beggin';Madcon;['Rap/Hip Hop'];218.0;Norvège;0.0
2;Cry for you;September;['Electro', 'Techno/House', 'Dance'];209.0;Inconnue;0.0
3;Disturbia;Rihanna;['Pop'];238.0;Barbade;0.0
4;I'm Yours;Jason Mraz;['Pop'];243.0;Virginie;0.0
5;Cette fois;Melissa M;['Pop'];193.0;France;0.0
6;Give it to me;Madonna Feat. Pharrell Williams;[];;États-Unis;
7;Infinity 2008;Guru Josh Project;['Electro', 'Dance', 'Disco'];192.0;Îlesanglo-normandes;0.0
8;4 minutes;Madonna & Justin Timberlake;['Pop'];246.0;États-Unis;0.0
9;Apologize;Timbaland Feat. One Republic;['Films/Jeux vidéo', 'Musiques de films'];187.0;États-Unis;0.0
10;I kissed a girl;Katy Perry;['Pop'];179.0;États-Unis;0.0
11;Comme avant;Mathieu Edward Feat. Sheryfa Luna;[];;France;
12;La première fois;Shy'M;['R&B'];203.0;Inconnue;0.0
13;Il avait les mots;Sheryfa Luna;['Rap/Hip Hop'];227.0;France;0.0
14;Womanizer;Britney Spears;['Pop'];224.0;États-Unis;0.0
15;In my arms;Kylie Minogue;['Rock'];210.0;54 ansMelbourne;0.0
16;Love is wicked;Brick & Lace;['Pop'];241.0;Jamaïque;0.0
17;Tired of being sorry;Enrique Iglesias;['R&B', 'Soul'];275.0;Espagne;0.0
18;Wash my world;Laurent Wolf;['Electro'];215.0;France;0.0
19;Tomorrow can wait;David Guetta;['Dance'];189.0;55 ansParis;0.0
20;Wanna be startin' somethin';Michael Jackson Feat. Akon & Will.I.Am;[];;États-Unis;
21;Right now (na na na);Akon;['Pop'];240.0;États-Unis;0.0
22;No stress;Laurent Wolf Feat. Eric Carter;[];;France;
23;Run the show;Kat Deluna Feat. Busta Rhymes;['Pop'];213.0;États-Unis;0.0
24;Hate that I love you;Rihanna Feat. Ne-Yo;['Pop'];220.0;Barbade;0.0
25;Mercy;Duffy;['Pop'];219.0;Inconnue;0.0
26;La roue tourne;Zaho;['Pop', 'R&B'];246.0;Algérie;0.0
27;Bleeding love;Leona Lewis;['Pop'];263.0;Royaume-Uni;0.0
28;Right here (departed);Brandy;['Pop', 'Pop internationale', 'Rock', 'R&B'];219.0;Inconnue;0.0
29;C'est chelou;Zaho;['Pop', 'R&B'];216.0;Algérie;0.0
30;Viva la vida;Coldplay;['Rock'];242.0;Londres,Angleterre;0.0
31;Dangerous;Kardinal Offishall Feat. Akon;['Pop'];266.0;46 ansScarborough;0.0
32;Let me think about it;Ida Corr Vs Fedde Le Grand;['Pop'];173.0;Inconnue;0.0
33;Tired of being sorry (laisse le destin l'emporter);Enrique Iglesias Feat. Nâdiya;[];;Espagne;
34;Take you there;Sean Kingston;['Pop'];237.0;FlorideÉtats-Unis;0.0
35;This Is The Life;Amy Macdonald;['Pop'];184.0;Écosse;0.0
36;Alive;Mondotek;['Jeunesse', 'Electro', 'Dance', 'Films/Jeux vidéo'];221.0;llemagne;0.0
37;Belle demoiselle;Christophe Mae;['Pop'];209.0;France;0.0
38;Uninvited;Freemasons Feat. Bailey Tzuke;['Dance'];320.0;Inconnue;0.0
39;If I were a boy;Beyonce;['Pop'];249.0;États-Unis;0.0
40;No air;Jordin Sparks Feat. Chris Brown;['Pop'];264.0;États-Unis;0.0
41;No one;Alicia Keys;['R&B'];253.0;41 ansHell'sKitchen;0.0
42;Low;Flo Rida Feat. T-Pain;['Rap/Hip Hop'];231.0;enouOpa-locka;0.0
43;Work [Freemasons radio edit];Kelly Rowland;['Pop', 'R&B', 'Soul'];191.0;États-Unis;0.0
44;Toi Plus Moi;Gregoire;[];;France;
45;Love song;Sara Bareilles;['Pop'];258.0;EU;0.0
46;Delirious;David Guetta Feat. Tara Mcdonald;['Dance'];183.0;55 ansParis;0.0
47;Sensual seduction;Snoop Dogg;['Rap/Hip Hop'];245.0;États-Unis;0.0
48;Sweet about me;Gabriella Cilmi;['Pop'];202.0;31 ans[1]Melbourne;0.0
49;Hot summer night (oh la la);David Tavare Vs. 2 Eivissa;[];;Inconnue;
