;title;artist;genres;duration;pays;explicit_content
0;Torn;Natalie Imbruglia;['Pop'];244.0;Australie;0.0
1;The boy is mine;Brandy & Monica;['Pop'];294.0;Inconnue;0.0
2;Life;Des'Ree;['Pop'];216.0;Inconnue;0.0
3;Together again;Janet Jackson;['Pop'];301.0;États-Unis;0.0
4;Save tonight;Eagle-Eye Cherry;['Pop'];242.0;Suède;0.0
5;Frozen;Madonna;['Pop'];120.0;États-Unis;0.0
6;Music sounds better with you;Stardust;['Electro', 'Techno/House'];260.0;France;0.0
7;I belong to you;Lenny Kravitz;['Rock'];257.0;États-Unis;0.0
8;Everything's gonna be alright;Sweetbox;['Pop'];194.0;Inconnue;0.0
9;My heart will go on;Celine Dion;['Pop', 'Pop internationale', 'Rock'];281.0;Canada;0.0
10;La tribu de Dana;Manau;['Pop'];287.0;France;0.0
11;Johnny B.;Down Low;['Rap/Hip Hop'];242.0;Inconnue;0.0
12;Crush;Jennifer Paige;['Pop'];200.0;États-Unis;0.0
13;Truly, madly, deeply;Savage Garden;['Pop'];277.0;Australie;0.0
14;Chanter;Florent Pagny;['Pop'];228.0;France;0.0
15;Feel it;Tamperer Feat. Maya;['Dance'];177.0;Inconnue;0.0
16;Come with me;Puff Daddy Feat. Jimmy Page;['Pop'];364.0;États-Unis;0.0
17;Je veux chanter pour ceux ...;Lââm;['R&B'];261.0;France;0.0
18;Zora sourit;Celine Dion;[];231.0;Canada;0.0
19;Go deep;Janet Jackson;['R&B'];282.0;États-Unis;0.0
20;Belle;Daniel Lavoie, Garou & Patrick Fiori;['Chanson française'];277.0;Inconnue;0.0
21;Never ever;All Saints;['Pop'];387.0;Inconnue;0.0
22;Quand tu danses;Jean-Jacques Goldman;['Chanson française'];265.0;France;0.0
23;Bonne idée;Jean-Jacques Goldman;['Chanson française'];207.0;France;0.0
24;Gettin' jiggy wit' it;Will Smith;['Pop'];228.0;États-Unis;0.0
25;Paradisiaque;M.C. Solaar;['Rap/Hip Hop'];198.0;Inconnue;0.0
26;Life is a flower;Ace Of Base;['Pop'];227.0;Suède;0.0
27;Horny '98;Mousse T. Vs. Hot 'N' Juice;[];;Inconnue;
28;On ira;Jean-Jacques Goldman;['Chanson française'];264.0;France;0.0
29;Angels;Robbie Williams;['Rock'];265.0;Royaume-Uni;0.0
30;You're my heart, you're my soul '98;Modern Talking;['Pop'];199.0;Allemagne;0.0
31;I know where it's at;All Saints;['Pop'];293.0;Inconnue;0.0
32;Le coureur;Jean-Jacques Goldman;['Chanson française'];254.0;France;0.0
33;Stranded;Lutricia Mcneal;['Electro', 'Techno/House', 'Dance'];214.0;Inconnue;0.0
34;I don't want to miss a thing;Aerosmith;['Rock'];299.0;États-Unis;0.0
35;Il fait chaud;Passi;['Rap/Hip Hop'];171.0;RépubliqueduCongo;1.0
36;Rester femme;Axelle Red;['Pop'];304.0;Limbourg;0.0
37;You make me wanna ...;Usher;['R&B'];219.0;États-Unis;0.0
38;Les couleurs de l'amour;Native;['Pop', 'Soul'];336.0;France;0.0
39;Savoir aimer;Florent Pagny;['Pop'];282.0;France;0.0
40;Black eyed boy;Texas;['Pop'];196.0;Écosse;0.0
41;Only when I sleep;The Corrs;['Pop', 'Pop internationale', 'Variété Internationale'];261.0;Irlande;0.0
42;Petit frère;Iam;['Rap/Hip Hop'];285.0;France;0.0
43;Ray of light;Madonna;['Pop'];367.0;États-Unis;0.0
44;S'il suffisait d'aimer;Celine Dion;[];214.0;Canada;0.0
45;Nobody's wife;Anouk;['Rock'];205.0;Inconnue;0.0
46;Ghetto superstar (that is what you are);Pras Feat. Ol' Dirty Bastard & Mya;['R&B'];261.0;États-Unis;0.0
47;Believe;Cher;['Pop'];239.0;Inconnue;0.0
48;Free;Bacon Popper;['Dance'];311.0;Inconnue;0.0
49;It's alright;Deni Hines;['Rock'];248.0;52 ansSydney;0.0
