;title;artist;genres;duration;pays;explicit_content
0;My life is going on;Cecilia Krull & Gavin Moss;['Electro'];165.0;36 ansMadrid;0.0
1;One kiss;Calvin Harris & Dua Lipa;['Dance', 'Pop'];214.0;Royaume-Uni;0.0
2;Girls like you;Maroon 5 Feat. Cardi B;[];236.0;États-Unis;0.0
3;Leave a light on;Tom Walker;['Rap/Hip Hop', 'Singer & Songwriter'];185.0;Écosse;0.0
4;Flames;David Guetta & Sia;['Dance'];195.0;55 ansParis;0.0
5;Whatever it takes;Imagine Dragons;['Alternative'];201.0;États-Unis;0.0
6;La même;Maitre Gims Feat. Vianney;[];;mai1986ou6mai1986Kinshasa;
7;Alright;Jain;['Pop', 'Pop internationale', 'Rock'];222.0;Inconnue;0.0
8;Stargazing;Kygo Feat. Justin Jesso;['Electro', 'Techno/House', 'Dance'];230.0;[2];0.0
9;No tears left to cry;Ariana Grande;['Pop'];205.0;États-Unis;0.0
10;Solo;Clean Bandit Feat. Demi Lovato;['Electro', 'Dance'];222.0;Royaume-UniCambridge,Angleterre;0.0
11;For you;Liam Payne & Rita Ora;['Pop'];242.0;Angleterre;0.0
12;Beautiful trauma;Pink;['Pop'];250.0;Inconnue;1.0
13;All night;Big Boi;['Rap/Hip Hop'];241.0;États-Unis;1.0
14;Promises;Calvin Harris & Sam Smith;['Dance'];213.0;Royaume-Uni;0.0
15;Breathe;Feder;['Dance'];183.0;Inconnue;0.0
16;In my mind;Dynoro Feat. Gigi D'Agostino;[];;Lituanie;
17;Revoir;Jeremy Frerot;['Pop'];184.0;Inconnue;0.0
18;Nevermind (alright);Dennis Lloyd;['Pop'];150.0;29 ansTelAviv;0.0
19;Shotgun;George Ezra;['Singer & Songwriter'];201.0;29 ansHertford;0.0
20;Perfect;Ed Sheeran;['Pop'];258.0;Royaume-Uni;0.0
21;Born to be yours;Kygo & Imagine Dragons;['Dance', 'Pop'];193.0;[2];0.0
22;Havana;Camila Cabello Feat. Young Thug;['Pop'];217.0;Cuba;0.0
23;Thunderclouds;Lsd Feat. Sia, Diplo & Labrinth;['Pop'];187.0;Inconnue;0.0
24;Next to me;Imagine Dragons;['Alternative'];230.0;États-Unis;0.0
25;Zombie;Bad Wolves;['Rock', 'Metal'];254.0;États-Unis;0.0
26;Échame la culpa;Luis Fonsi & Demi Lovato;['Pop', 'Latino'];173.0;PortoRico;0.0
27;Viens on s'aime;Slimane;['Pop'];201.0;33 ansChelles;0.0
28;Happier;Ed Sheeran;['Pop', 'Singer & Songwriter'];207.0;Royaume-Uni;0.0
29;Mi gna;Maitre Gims & Super Sako Feat. Hayko;[];;mai1986ou6mai1986Kinshasa;
30;Damn, dis-moi;Christine And The Queen Feat. Dam-Funk;[];;Inconnue;
31;Later bitches;The Prince Karma;['Dance'];247.0;Inconnue;0.0
32;These days;Rudimental Feat. Jess Glynne...;['Dance'];210.0;Royaume-Uni;0.0
33;Friends;Marshmello & Anne-Marie;['Electro', 'Pop'];202.0;États-Unis;1.0
34;How long;Charlie Puth;['Pop'];198.0;États-Unis;0.0
35;In my blood;Shawn Mendes;['Pop'];211.0;Canada;0.0
36;Wolves;Selena Gomez X Marshmello;['Pop'];200.0;Inconnue;0.0
37;Rise;Jonas Blue Feat. Jack & Jack;[];192.0;33 ans;0.0
38;Si t'étais là;Louane;['Pop'];153.0;France;0.0
39;Remind me to forget;Kygo Feat. Miguel;[];;[2];
40;Midi sur novembre;Louane & Julien Dore;['Pop'];184.0;France;0.0
41;Demain;Bigflo & Oli Feat. Petit Biscuit;[];;"

Villeneuve-sur-Lot";
42;Corazon;Maitre Gims Feat. Lil Wayne;['Rap/Hip Hop'];227.0;mai1986ou6mai1986Kinshasa;0.0
43;Taki taki;Dj Snake Feat. S. Gomez, Ozuna & Cardi B;[];192.0;Inconnue;0.0
44;Paradise;Ofenbach Feat. Benjamin Ingrosso;['Electro'];154.0;aris,France;0.0
45;Shallow (a star is born);Lady Gaga & Bradley Cooper;['Films/Jeux vidéo', 'Musiques de films'];215.0;États-Unis;0.0
46;Natural;Imagine Dragons;['Alternative'];189.0;États-Unis;0.0
47;Taki taki;Dj Snake Feat. S. Gomez, Ozuna & Cardi B;[];192.0;Inconnue;0.0
48;Crazy;Lost Frequencies & Zonderling;['Classique', 'Electro', 'Techno/House', 'Dance'];153.0;Belgique;0.0
49;A nos souvenirs;Trois Cafes Gourmands;['Pop'];192.0;Inconnue;0.0
