;title;artist;genres;duration;pays;explicit_content
0;Que je t'aime;Johnny Hallyday;['Pop'];199.0;France;0.0
1;Je t'aime ... moi non plus;Jane Birkin & Serge Gainsbourg;['Pop'];261.0;Inconnue;0.0
2;I started a joke;Bee Gees;['Pop'];188.0;Royaume-UniDouglas;0.0
3;John Lee Hooker;Johnny Rivers;['Pop'];955.0;80 ansNewYork;0.0
4;Le petit pain au chocolat;Joe Dassin;['Chanson française'];205.0;États-Unis;0.0
5;Tous les bateaux, tous les oiseaux;Michel Polnareff;['Pop'];208.0;France;0.0
6;Comment te dire adieu;Francoise Hardy;['Pop'];148.0;France;0.0
7;Daydream;Wallace Collection;['Pop'];299.0;Inconnue;0.0
8;Eloïse;Barry Ryan;['Pop'];347.0;Royaume-Uni;0.0
9;Le métèque;Georges Moustaki;['Pop'];149.0;royaumed'Égypte;0.0
10;Adieu jolie candy;Jean-Francois Michaël;[];199.0;Inconnue;0.0
11;Honky tonk women;The Rolling Stones;['Rock'];179.0;Inconnue;0.0
12;La Californie;Julien Clerc;['Pop'];177.0;75 ans19earrondissementdeParis;0.0
13;Le sirop typhon;Richard Anthony;['Pop'];209.0;Égypte;0.0
14;Sympathy for the devil;The Rolling Stones;['Rock'];377.0;Inconnue;0.0
15;Chimène;Rene Joly;['Pop'];223.0;95 ansParis;0.0
16;Get back;The Beatles;['Rock'];189.0;Royaume-Uni;0.0
17;L'orage (la pioggia);Gigliola Cinquetti;[];;VénétieItalie;
18;Les champs-Elysées;Joe Dassin;['Pop', 'Pop internationale', 'Variété Internationale'];160.0;États-Unis;0.0
19;Oh happy day;Edwin Hawkins Singers;[];308.0;Inconnue;0.0
20;Fumée;Johnny Hallyday;['Pop'];203.0;France;0.0
21;I'm a man;Chicago Transit Authority;['Rock'];462.0;Inconnue;0.0
22;In the year 25-25;Zager & Evans;['Pop'];194.0;Inconnue;0.0
23;La maritza;Sylvie Vartan;['Pop'];221.0;Bulgarie;0.0
24;Oh lady Mary;David Alexandre Winter;[];208.0;79 ansAmsterdam;0.0
25;Reste;Claude Francois;['Chanson française'];186.0;Royaumed'Égypte;0.0
26;Come together;The Beatles;['Rock'];259.0;Royaume-Uni;0.0
27;Heya;J.J. Light;['Rock'];190.0;Inconnue;0.0
28;Lay lady lay;Bob Dylan;['Country', 'Rock'];197.0;États-Unis;0.0
29;Wight is wight;Michel Delpech;['Chanson française', 'Pop'];231.0;France;0.0
30;Aquarius/let the sun shine in;Fifth Dimension;['Pop'];200.0;Inconnue;0.0
31;Bourée;Jethro Tull;['Rock'];226.0;Inconnue;0.0
32;Casatchok;Rika Zaraï;['Chanson française', 'Pop', 'Rock'];345.0;9février1938Jérusalem;0.0
33;Ob-la-di, ob-la-da;The Beatles;['Rock'];188.0;Royaume-Uni;0.0
34;Petit bonheur;Adamo;['Pop'];203.0;Inconnue;0.0
35;Rivière ouvre ton lit;Johnny Hallyday;['Pop'];344.0;France;0.0
36;Un monde de musique;Claude Francois;['Pop'];190.0;Royaumed'Égypte;0.0
37;Venus;Shocking Blue;['Pop'];187.0;Pays-Bas;0.0
38;Vole, s'envole;David Alexandre Winter;[];286.0;79 ansAmsterdam;0.0
39;Alors je chante;Rika Zaraï;['Chanson française', 'Pop', 'Rock'];345.0;9février1938Jérusalem;0.0
40;Dans la maison vide;Michel Polnareff;['Pop'];163.0;France;0.0
41;Je suis né dans la rue;Johnny Hallyday;['Pop'];344.0;France;0.0
42;Lindberg;Robert Charlebois & Louise Forestier;['Pop'];325.0;Inconnue;0.0
43;Pauvre Verlaine;Adamo;['Pop'];266.0;Inconnue;0.0
44;Proud Mary;Creedence Clearwater Revival;['Rock'];186.0;erkeley;0.0
45;Que calor la vida;Marie Laforet;['Pop'];146.0;France;0.0
46;C'est extra;Leo Ferre;['Pop'];229.0;4août1916Monaco;0.0
47;He ain't heavy, he's my brother;Kelly Gordon;[];;Inconnue;
48;Hey Jude;Wilson Pickett;['R&B'];247.0;États-Unis;0.0
49;I want to live;Aphrodite'S Child;['Pop'];231.0;Inconnue;0.0
