;title;artist;genres;duration;pays;explicit_content
0;Une mèche de cheveux;Adamo;['Pop'];182;Inconnue;0
1;Michelle;The Beatles;['Rock'];162;Royaume-Uni;0
2;Les élucubrations d'Antoine;Antoine;['Chanson française'];207;Inconnue;0
3;When a man loves a woman;Percy Sledge;['Pop', 'R&B'];175;États-Unis;0
4;L'amour avec toi;Michel Polnareff;['Pop'];187;France;0
5;Noir c'est noir;Johnny Hallyday;['Pop'];196;France;0
6;La bohème;Charles Aznavour;['Pop'];247;France;0
7;Les jolies colonies de vacances;Pierre Perret;['Pop'];229;88 ansCastelsarrasin;0
8;L'heure de la sortie;Sheila;['Pop'];192;France;0
9;Le cinéma;Sheila;['Pop'];171;France;0
10;Strangers in the night;Frank Sinatra;['Jazz'];164;États-Unis;0
11;La maison où j'ai grandi;Francoise Hardy;['Chanson française'];218;France;0
12;Paint it black;The Rolling Stones;['Rock'];202;Inconnue;0
13;Et moi, et moi, et moi;Jacques Dutronc;['Chanson française'];175;79 ansParis;0
14;Ton nom;Adamo;[];153;Inconnue;0
15;Le temps des pleurs;Claude Francois;['Pop'];167;Royaumed'Égypte;0
16;Mon credo;Mireille Mathieu;['Chanson française'];171;76 ansAvignon;0
17;En bandoulière;Adamo;['Pop'];226;Inconnue;0
18;Les play boys;Jacques Dutronc;['Chanson française', 'Pop'];186;79 ansParis;0
19;Black is black;Los Bravos;['Pop'];176;Espagne;0
20;Love me, please love me;Michel Polnareff;['Pop'];260;France;0
21;La poupée qui fait non;Michel Polnareff;['Pop'];193;France;0
22;Cheveux longs et idées courtes;Johnny Hallyday;['Pop'];225;France;0
23;Good vibrations;The Beach Boys;['Rock'];216;États-Unis;0
24;Yellow submarine;The Beatles;['Rock'];125;Royaume-Uni;0
25;Paperback writer;The Beatles;['Rock'];138;Royaume-Uni;0
26;Bang bang;Sheila;['Pop'];192;France;0
27;Le jouet extraordinaire;Claude Francois;['Pop'];151;Royaumed'Égypte;0
28;96 tears;Question Mark & The Mysterians;['Pop'];176;États-Unis;0
29;Girl;The Beatles;['Rock'];151;Royaume-Uni;0
30;El Cordobes;Dalida;['Pop'];142;Royaumed'Égypte;0
31;J'ai oublié de l'oublier;Eddy Mitchell;['Pop'];182;France;0
32;Eleanor Rigby;The Beatles;['Rock'];125;Royaume-Uni;0
33;Le diable me pardonne;Johnny Hallyday;['Pop'];168;France;0
34;Mirza;Nino Ferrer;['Pop'];144;Royaumed'Italie;0
35;Ces gens-là;Jacques Brel;['Pop'];282;Belgique;0
36;Somebody help me;The Spencer Davis Group;['Pop'];121;Royaume-Uni;0
37;Cauchemar psychomoteur;Hugues Aufray;['Pop'];283;France;0
38;Baby pop;France Gall;[];205;France;0
39;These boots are made for walking;Nancy Sinatra;['Pop'];163;États-Unis;0
40;Little man;Sonny & Cher;['Pop'];202;États-Unis;0
41;Jusqu'à minuit;Johnny Hallyday;['Pop'];175;France;0
42;Reach out, I'll be there;The Four Tops;['Pop'];174;États-Unis;0
43;La terre promise;Richard Anthony;['Electro', 'Chill Out/Trip-Hop/Lounge', 'Jazz', 'Pop', 'Pop internationale', 'Variété Internationale'];138;Égypte;0
44;Céline;Hugues Aufray;['Pop'];188;France;0
45;Summer in the city;The Lovin' Spoonful;['Pop'];162;États-Unis;0
46;Je l'aime;Johnny Hallyday;['Pop'];201;France;0
47;Mais combien de temps;Claude Francois;['Pop'];175;Royaumed'Égypte;0
48;Les coups;Johnny Hallyday;['Pop'];167;France;0
49;Mourir ou vivre;Herve Vilard;['Pop'];175;France;0
