;title;artist;genres;duration;pays;explicit_content
0;Sexy bitch;David Guetta Feat. Akon;['Dance'];195.0;55 ansParis;1.0
1;Fuck you;Lily Allen;['Pop'];220.0;37 ansLondres;1.0
2;Release me;Agnes;['Pop'];256.0;Inconnue;0.0
3;I know you want me;Pitbull;['Rap/Hip Hop'];237.0;États-Unis;0.0
4;Boom boom pow;The Black Eyed Peas;['Pop'];251.0;États-Unis;1.0
5;When love takes over;David Guetta Feat. Kelly Rowland;['Dance'];191.0;55 ansParis;0.0
6;Meet me halfway;The Black Eyed Peas;['Pop'];284.0;États-Unis;0.0
7;I gotta feeling;The Black Eyed Peas;['Pop'];289.0;États-Unis;0.0
8;Right round;Flo Rida Feat. Kesha;['Rap/Hip Hop'];202.0;enouOpa-locka;0.0
9;Evacuate the dancefloor;Cascada;['Dance'];207.0;onn,Rhénanie-du-Nord-Westphalie,Allemagne;0.0
10;Poker face;Lady Gaga;['Pop'];237.0;États-Unis;0.0
11;Même pas fatigués;Magic System;[];151.0;Côted'Ivoire;0.0
12;Hotel room service;Pitbull;['Dance', 'Rap/Hip Hop', 'Pop', 'R&B', 'Latino'];238.0;États-Unis;0.0
13;I hate this part;The Pussycat Dolls;['Pop'];218.0;États-Unis;0.0
14;Ayo technology;Milow;['Rock'];213.0;Belgique;0.0
15;Comme des enfants;Coeur De Pirate;['Pop'];166.0;Canada;0.0
16;Lucky;Jason Mraz Feat. Colbie Caillat;['Pop'];200.0;Virginie;0.0
17;Paparazzi;Lady Gaga;['Pop'];208.0;États-Unis;0.0
18;Au bord de l'eau;De Palmas;['Pop'];200.0;LaRéunion;0.0
19;Jai oh;A.R. Rahman Feat. The Pussycat Dolls;[];;Inde;
20;Broken strings;James Morrison Feat. Nelly Furtado;[];252.0;38 ansRugby;0.0
21;World go round;Busta Rhymes Feat. Estelle;[];;en;
22;Addictions;Superbus;['Rock'];237.0;France;0.0
23;Hot n cold;Katy Perry;['Pop'];223.0;États-Unis;0.0
24;Like a hobo;Charlie Winston;['Singer & Songwriter'];218.0;Royaume-Uni;0.0
25;The boy does nothing;Alesha Dixon;['Pop'];212.0;44 ansWelwynGardenCity;0.0
26;Célébration;113 Feat. Jamel Debbouze;[];;Inconnue;
27;Stereo love;Edward Maya Feat. Vika Jigulina;['Rap/Hip Hop'];184.0;36 ansBucarest Roumanie;0.0
28;Sing for you;Tracy Chapman;['Folk'];265.0;Ohio;0.0
29;Russian roulette;Rihanna;['Pop'];229.0;Barbade;0.0
30;Cry, cry;Oceana;['Pop'];196.0;Inconnue;0.0
31;Know your enemy;Green Day;['Alternative'];191.0;États-Unis;0.0
32;Circus;Britney Spears;['Pop'];224.0;États-Unis;0.0
33;Gold;Antoine Clamaran;['Electro', 'Techno/House', 'Dance'];201.0;58 ansNeuilly-sur-Seine;0.0
34;L'assasymphonie;Florent Mothe;[];;Val-d'Oise;
35;Lovegame;Lady Gaga;['Pop'];216.0;États-Unis;0.0
36;Liberta;Pep'S;['Chanson française'];204.0;Inconnue;0.0
37;Memories;David Guetta Feat. Kid Cudi;['Dance'];210.0;55 ansParis;0.0
38;21 guns;Green Day;['Alternative'];321.0;États-Unis;0.0
39;J'aimerais tellement;Jena Lee;['Pop'];232.0;35 ansChili;0.0
40;Heavy cross;The Gossip;['Pop'];242.0;États-Unis;0.0
41;Je te promets;Zaho;['Pop', 'R&B'];258.0;Algérie;0.0
42;Show ce soir;Bisso Na Bisso;['Musique africaine'];194.0;France,RépubliqueduCongo;0.0
43;Without you;Ocean Drive;['Electro', 'Techno/House', 'Dance'];200.0;France;0.0
44;Ici les enfoirés;Les Enfoires;['Chanson française'];212.0;Inconnue;0.0
45;Some people;Ocean Drive;['Electro', 'Techno/House', 'Dance'];212.0;France;0.0
46;Right here (departed);Brandy;['Pop', 'Pop internationale', 'Rock', 'R&B'];219.0;Inconnue;0.0
47;Eh, eh;Lady Gaga;['Pop'];175.0;États-Unis;0.0
48;You don't know;Milow;['Pop', 'Singer & Songwriter'];413.0;Belgique;0.0
49;Right now (na na na);Akon;['Pop'];240.0;États-Unis;0.0
