;title;artist;genres;duration;pays;explicit_content
0;Fade to grey;Visage;['Pop'];243;Royaume-Uni;0
1;Bette Davis eyes;Kim Carnes;['Pop'];225;États-Unis;0
2;Pour le plaisir;Herbert Leonard;['Chanson française'];228;France;0
3;Couleur menthe à l'eau;Eddy Mitchell;['Pop'];210;France;0
4;Vertige de l'amour;Alain Bashung;['Pop'];196;France;0
5;Etre une femme;Michel Sardou;['Pop'];255;France;0
6;Reality;Richard Sanderson;['Films/Jeux vidéo', 'Musiques de films', 'Bandes originales'];289;Royaume-Uni;0
7;Lança perfume;Rita Lee;['Musique brésilienne'];310;75 ansSãoPaulo;0
8;Elle est d'ailleurs;Pierre Bachelet;['Pop'];233;France;0
9;Mon fils, ma bataille;Daniel Balavoine;['Pop'];247;France;0
10;Confidence pour confidence;Jean Schultheis;['Pop'];286;Maroc;0
11;Start me up;The Rolling Stones;['Rock'];213;Inconnue;0
12;Japanese boy;Aneka;['Pop'];237;Royaume-Uni;0
13;On the beat;B.B. & Q. Band;['Rap/Hip Hop'];136;Inconnue;0
14;Your love;Lime;['Electro'];243;da;0
15;Mademoiselle Chang;Michel Berger;['Pop'];288;France;0
16;Looking for clues;Robert Palmer;['Pop'];294;Angleterre;0
17;Tam-tam (l'homme prehisto);Michel Polnareff;['Pop'];348;France;0
18;Bambou;Alain Chamfort;['Pop', 'Pop internationale', 'Variété Internationale', 'Rock'];312;France;0
19;Kids in America;Kim Wilde;['Pop'];205;Angleterre;0
20;Sarà perché ti amo;Ricchi E Poveri;['Pop'];181;Italie;0
21;Enola gay;O.M.D.;['Rock'];212;Inconnue;0
22;La génération loving you;Michel Sardou;['Pop'];286;France;0
23;Do you feel my love;Eddy Grant;['Reggae'];180;Guyana;0
24;Souvenir;O.M.D.;['Rock'];217;Inconnue;0
25;Woman in love;Barbra Streisand;['Pop'];231;États-Unis;0
26;Argent trop cher;Telephone;['Rock'];249;Inconnue;0
27;Hearts;Marty Balin;['Rock'];258;États-Unis;0
28;Radio;Michel Polnareff;['Pop'];199;France;0
29;Cherchez le garçon;Taxi Girl;['Pop'];251;rance;0
30;Bad news;Moon Martin;['Rock'];231;1octobre1945Altus;0
31;In the air tonight;Phil Collins;['Pop', 'Rock'];335;Royaume-Uni;0
32;Abacab;Genesis;['Rock'];416;Royaume-Uni;0
33;Passion;Rod Stewart;['Pop', 'Rock'];332;Angleterre;0
34;The magnificent seven;The Clash;['Alternative', 'Rock indé', 'Pop', 'Pop internationale', 'Rock'];333;Royaume-Uni;0
35;Wordy rappinghood;Tom Tom Club;['Pop'];335;États-Unis;0
36;Just the two of us;Grover Washington Jr. & Bill Withers;['Jazz'];438;"

12décembre1943Buffalo";0
37;Tainted love;Soft Cell;['Pop'];160;Leeds,Yorkshiredel'Ouest,Angleterre;0
38;Les lacs du Connemara;Michel Sardou;['Pop'];363;France;0
39;Stop the cavalry;Jona Lewie;[];181;75 ansSouthampton;0
40;Paradis;Alain Chamfort;['Pop'];278;France;0
41;Jealous guy;Roxy Music;['Rock'];297;Royaume-Uni;0
42;Rebel;Alain Bashung;['Pop'];235;France;0
43;Donnez-moi du feu;Kim Larsen;['Pop', 'Rock'];270;Inconnue;0
44;Tata yoyo;Annie Cordy;['Chanson française'];152;6juin1928Laeken;0
45;Amigo;Black Slate;['Reggae'];246;Inconnue;0
46;Betty;Bernard Lavilliers;['Pop'];284;France;0
47;De do do do de da da da;The Police;['Pop'];246;Royaume-Uni;0
48;J'aime regarder les filles;Patrick Coutin;['Rock', 'Rock français'];227;Tunisie;0
49;Hit n' run lover;Carol Jiani;['Electro'];486;Inconnue;0
