;title;artist;genres;duration;pays;explicit_content
0;Whenever, wherever;Shakira;['Latino'];196.0;Colombie;0.0
1;Love, don't let me go;David Guetta Feat. Chris Willis;[];;55 ansParis;
2;J'ai demandé à la lune;Indochine;['Rock'];209.0;France;0.0
3;Tu trouveras;Natasha St. Pier;['Chanson française'];298.0;Inconnue;0.0
4;Murder on the dancefloor;Sophie Ellis-Bextor;['Pop'];229.0;43 ansLondres;0.0
5;Dilemma;Nelly Feat. Kelly Rowland;['Pop'];289.0;États-Unis;0.0
6;The world's greatest;R. Kelly;['R&B'];237.0;56 ansChicago;0.0
7;J'ai tout oublié;Marc Lavoine & Christina Marocco;['Pop'];325.0;60 ansLongjumeauFrance;0.0
8;Qui est l'exemple ?;Rohff;['Rap/Hip Hop'];244.0;45 ansMoroni;0.0
9;Tournent les violons;Jean-Jacques Goldman;['Chanson française'];411.0;France;0.0
10;Manhattan-Kaboul;Renaud & Axelle Red;['Pop'];230.0;France;0.0
11;I need a girl;P. Diddy Feat. Usher & Loon;['R&B'];268.0;États-Unis;0.0
12;Marie;Johnny Hallyday;['Pop'];236.0;France;0.0
13;Inch' Allah;M.C. Solaar;['Rap/Hip Hop'];192.0;Inconnue;0.0
14;The ketchup song (aserejé);Las Ketchup;['Pop'];213.0;Espagne;0.0
15;A thousand miles;Vanessa Carlton;['Pop'];237.0;PennsylvanieÉtats-Unis;0.0
16;Les choses;Jean-Jacques Goldman;['Chanson française'];325.0;France;0.0
17;Island in the sun;Weezer;['Rock'];200.0;États-Unis;0.0
18;Perdono;Tiziano Ferro;['Pop'];241.0;Latium;0.0
19;Underneath your clothes;Shakira;['Latino'];224.0;Colombie;0.0
20;When you look at me;Christina Milian;['Pop'];222.0;États-Unis;0.0
21;1er gaou;Magic System;['Musique africaine', 'Pop'];295.0;Côted'Ivoire;0.0
22;U got it bad;Usher;['Rap/Hip Hop', 'R&B'];247.0;États-Unis;0.0
23;Regarde-moi bien en face;De Palmas;['Pop'];199.0;LaRéunion;0.0
24;Je ne veux qu'elle;Marc Lavoine & Claire Keim;['Pop'];238.0;60 ansLongjumeauFrance;0.0
25;Fallin';Alicia Keys;['R&B'];210.0;41 ansHell'sKitchen;0.0
26;Complicated;Avril Lavigne;['Pop'];244.0;Canada;0.0
27;Like a prayer;Mad'House;['Electro', 'Dance', 'Jazz', 'Jazz instrumental', 'Pop', 'Rock', 'Films/Jeux vidéo'];264.0;France;0.0
28;Paid my dues;Anastacia;['Pop'];202.0;IllinoisÉtats-Unis;0.0
29;Got what you need;Eve Feat. Drag-On & Swizz Beatz;[];;États-Unis;
30;I'm real;Jennifer Lopez;['Pop'];298.0;États-Unis;0.0
31;Die another day;Madonna;['Pop'];279.0;États-Unis;0.0
32;Au soleil;Jenifer;['Pop'];219.0;40 ansNice;0.0
33;I'm gonna be alright;Jennifer Lopez Feat. Nas;['Pop'];172.0;États-Unis;0.0
34;Can't get you out of my head;Kylie Minogue;['Rock'];230.0;54 ansMelbourne;0.0
35;En apesanteur;Calogero;['Pop'];203.0;France;0.0
36;How you remind me;Nickelback;['Rock'];224.0;anna,Alberta,Canada;0.0
37;Come back to me;Cunnie Williams;['Soul'];219.0;59 ans;0.0
38;Jenny from the block;Jennifer Lopez Feat. Jadakiss & Styles;['Pop', 'R&B', 'Soul'];189.0;États-Unis;0.0
39;Ensemble;Jean-Jacques Goldman;['Chanson française'];239.0;France;0.0
40;Unité;Nuttea;['Reggae'];294.0;54 ansGuadeloupe;0.0
41;Addictive;Truth Hurts Feat. Rakim;['Pop'];245.0;MissouriÉtats-Unis;0.0
42;Adam et Yves;Zazie;['Pop'];281.0;France;0.0
43;Foolish;Ashanti;['Pop'];227.0;Inconnue;1.0
44;Full moon;Brandy;['Pop'];248.0;Inconnue;0.0
45;Les mots;Mylene Farmer & Seal;['Pop'];287.0;Canada;0.0
46;Eternal flame;Atomic Kitten;['Pop'];195.0;oyaume-Uni;0.0
47;Comme un boomerang;Etienne Daho + Dani;['Pop'];180.0;Inconnue;0.0
48;No more drama;Mary J. Blige;['R&B'];267.0;NewYorkÉtats-Unis;0.0
49;Elle s'ennuie;De Palmas;['Pop'];212.0;LaRéunion;0.0
