;title;artist;genres;duration;pays;explicit_content
0;Nuit de folie;Debut De Soiree;['Pop'];252.0;Inconnue;0.0
1;Pourvu qu'elles soient douces;Mylene Farmer;['Pop'];292.0;Canada;0.0
2;Yé ké yé ké;Mory Kante;[];238.0;9mars1950AlbadariaoupréfecturedeKissidougou;0.0
3;Stay on these roads;A-Ha;['Pop'];284.0;Norvège;0.0
4;Girl you know it's true;Milli Vanilli;['Pop', 'Pop internationale', 'Rock'];198.0;Allemagne;0.0
5;Nothing's gonna change my love for you;Glenn Medeiros;['Pop'];231.0;États-Unis;0.0
6;Un roman d'amitié;Glenn Medeiros & Elsa;[];;Inconnue;
7;I should be so lucky;Kylie Minogue;['Pop'];204.0;54 ansMelbourne;0.0
8;Amor de mis amores;Paco;['Chanson française'];220.0;Inconnue;0.0
9;Pump up the volume;Marrs;['Alternative'];250.0;Inconnue;0.0
10;Sign your name;Terence Trent D'Arby;['Pop'];276.0;États-Unis;0.0
11;Wonderful life;Black;['Pop'];290.0;6mai1962Liverpool;0.0
12;The only way is up;Yazz & The Plastic Population;['Dance'];242.0;Londres;0.0
13;Need you tonight;Inxs;['Pop'];181.0;Australie;0.0
14;Theme from S-express;S-Express;['Pop'];361.0;Inconnue;0.0
15;Beds are burning;Midnight Oil;['Pop'];255.0;Australie;0.0
16;Asimbonanga;Johnny Clegg & Savuka;['Pop'];291.0;Royaume-Uni;0.0
17;N'importe quoi;Florent Pagny;['Pop'];230.0;France;0.0
18;Nougayork;Claude Nougaro;['Pop'];209.0;septembre1929Toulouse;0.0
19;I'm not scared;Eighth Wonder;['Pop'];273.0;ondres,Angleterre;0.0
20;I maschi;Gianna Nannini;['Pop'];272.0;Italie;0.0
21;Boys (summertime love);Sabrina;['Pop'];238.0;Inconnue;0.0
22;Behind the wheel;Depeche Mode;['Rock'];319.0;Basildon,Essex,Angleterre;0.0
23;Jour de neige;Elsa;['Pop', 'Pop internationale', 'Variété Internationale'];243.0;Inconnue;0.0
24;J'ai faim de toi;Sandy;['Chanson française'];221.0;Inconnue;0.0
25;Desire;U2;['Rock'];179.0;Irlande;0.0
26;One more try;George Michael;['Pop'];353.0;Royaume-Uni;0.0
27;Marilyn & John;Vanessa Paradis;['Pop'];346.0;France;0.0
28;Whenever you need somebody;Rick Astley;['Pop'];235.0;Royaume-Uni;0.0
29;John;Desireless;['Pop', 'Pop internationale', 'Variété Internationale', 'Disco', 'Soul & Funk'];255.0;France;0.0
30;Let be must the queen;Guesch Patti;[];254.0;76 ansNeuilly-sur-Seine;0.0
31;Always on my mind;Pet Shop Boys;['Dance'];234.0;Royaume-Uni;0.0
32;Tribute (right on);The Pasadenas;['Pop'];310.0;Inconnue;0.0
33;Chic planète;L'Affaire Louis Trio;['Pop'];212.0;France;0.0
34;Father figure;George Michael;['Pop'];341.0;Royaume-Uni;0.0
35;Talkin' 'bout a revolution;Tracy Chapman;['Folk'];161.0;Ohio;0.0
36;Calling you;Jevetta Steele;['Films/Jeux vidéo', 'Musiques de films'];322.0;59 ansGary;0.0
37;Together forever;Rick Astley;['Pop'];207.0;Royaume-Uni;0.0
38;My baby just cares for me;Nina Simone;['Jazz'];218.0;États-Unis;0.0
39;Bleu comme toi;Etienne Daho;['Pop'];202.0;Algériefrançaise;0.0
40;You came;Kim Wilde;['Pop'];208.0;Angleterre;0.0
41;Never can say goodbye;The Communards;['Pop'];265.0;Royaume-Uni;0.0
42;Touchy!;A-Ha;['Pop'];273.0;Norvège;0.0
43;Dirty Diana;Michael Jackson;['Pop', 'Pop internationale', 'Rock'];280.0;États-Unis;0.0
44;Angel eyes;Wet Wet Wet;['Pop'];271.0;Royaume-Uni;0.0
45;A groovy kind of love;Phil Collins;['Pop', 'Rock'];210.0;Royaume-Uni;0.0
46;I owe you nothing;Bros;['Pop'];215.0;Londres;0.0
47;When will I be famous?;Bros;['Dance', 'Pop', 'Rock'];239.0;Londres;0.0
48;Les parfums de sa vie (je l'ai tant aimée);Art Mengo;['Chanson française'];247.0;France;0.0
49;A caus' des garçons;A Caus' Des Garcons;['Dance', 'Pop'];253.0;Inconnue;0.0
