;title;artist;genres;duration;pays;explicit_content
0;Cheerleader;Omi;['Electro', 'Techno/House', 'Dance', 'Reggae'];174.0;Inconnue;0.0
1;Le Chant Des Sirènes;Frero Delavega;['Pop'];178.0;Inconnue;0.0
2;Reality;Lost Frequencies Feat. Janieck Devy;['Electro', 'Techno/House', 'Dance'];161.0;Belgique;0.0
3;Want To Want Me;Jason Derulo;['Pop'];207.0;33 ansMiami;0.0
4;Lean On;Major Lazer & Dj Snake Feat. Mø;['Electro'];176.0;États-Unis;0.0
5;Homeless;Marina Kaye;['Pop'];223.0;France;0.0
6;Stole The Show;Kygo Feat. Parson James;['Dance', 'Pop'];224.0;[2];0.0
7;Open Season (Une Autre Saison);Josef Salvat;['Pop'];244.0;Australie;0.0
8;Ain't Nobody (Loves Me Better);Felix Jaehn Feat. Jasmine Thompson;['Dance', 'Pop'];194.0;Allemagne;0.0
9;Uptown funk;Mark Ronson Feat. Bruno Mars;['Pop'];269.0;Royaume-Uni;1.0
10;Sugar;Robin Schulz Feat. Francesco Yates;['Dance'];219.0;35 ansOsnabrückAllemagne;0.0
11;Marvin Gaye;Charlie Puth Feat. Meghan Trainor;['Pop'];187.0;États-Unis;0.0
12;Locked Away;R. City Feat. Adam Levine;['Pop', 'Pop internationale', 'Rock', 'R&B'];227.0;Inconnue;0.0
13;How Deep Is Your Love;Calvin Harris & Disciples;['Pop', 'Singer & Songwriter'];186.0;Royaume-Uni;0.0
14;FourFiveSeconds;Rihanna, Kanye West & Paul Mccartney;['Pop'];191.0;Inconnue;0.0
15;Are you with me;Lost Frequencies;['Electro', 'Techno/House', 'Dance'];138.0;Belgique;0.0
16;Can't Feel My Face;The Weeknd;['R&B'];213.0;Canada;0.0
17;Hello;Adele;['Pop'];295.0;Royaume-Uni;0.0
18;Goodbye;Feder Feat. Lyse;['Dance'];201.0;Inconnue;0.0
19;Jimmy;Cats On Trees & Calogero;['Pop'];176.0;France;0.0
20;One last time (attends-moi);Ariana Grande Feat. Kendji Girac;['Pop'];193.0;États-Unis;0.0
21;Love me harder;Ariana Grande Feat. The Weeknd;[];230.0;États-Unis;0.0
22;Englishman In New York;Cris Cab Feat. Tefa, Moox & Willy William;[];;États-Unis;
23;Thinking out loud;Ed Sheeran;['Pop'];281.0;Royaume-Uni;0.0
24;Firestone;Kygo Feat. Conrad;['Electro', 'Techno/House', 'Dance'];270.0;[2];0.0
25;Clown;Soprano;['Rap/Hip Hop'];270.0;Bouches-du-Rhône;0.0
26;Take me to church;Hozier;['Alternative'];241.0;ComtédeWicklowIrlande;0.0
27;Don't worry;Madcon Feat. Ray Dalton;['Pop'];214.0;Norvège;0.0
28;Titanium;Madilyn Bailey;[];212.0;États-Unis;0.0
29;Renegades;X Ambassadors;['Alternative'];195.0;États-Unis;0.0
30;Dangerous;David Guetta Feat. Sam Martin;['Dance'];203.0;55 ansParis;0.0
31;I'm not the only one;Sam Smith;['Pop'];239.0;Royaume-Uni;0.0
32;Earned it;The Weeknd;['Films/Jeux vidéo', 'Musiques de films'];252.0;Canada;0.0
33;Ton visage;Frero Delavega;['Pop'];159.0;Inconnue;0.0
34;Uncover;Zara Larsson;['Pop'];213.0;25 ansSolnaSuède;0.0
35;Saint Claude;Christine  & The Queens;['Alternative', 'Pop', 'Pop indé/Folk', 'Rock', 'Rock Indé/Pop Rock'];239.0;Inconnue;0.0
36;Est-Ce Que Tu M'aimes;Maitre Gims;['Rap/Hip Hop'];237.0;mai1986ou6mai1986Kinshasa;0.0
37;Easy Love;Sigala;[];227.0;Angleterre;0.0
38;Lean On;Major  Lazer & Dj Snake Feat. Mø;['Electro'];176.0;États-Unis;0.0
39;Adventure of a lifetime;Coldplay;['Alternative'];263.0;Londres,Angleterre;0.0
40;Avenir;Louane;['Pop'];185.0;France;0.0
41;Break the rules;Charli Xcx;['Pop'];203.0;Inconnue;1.0
42;Love me like you do;Ellie Goulding;['Films/Jeux vidéo', 'Musiques de films'];250.0;Angleterre;0.0
43;Fade out lines;The Avener;['Electro'];276.0;France;0.0
44;Waiting For Love;Avicii;['Dance'];230.0;Suède;0.0
45;El Perdón;Nicky Jam & Enrique Iglesias;['Rap/Hip Hop'];205.0;États-Unis;0.0
46;Jour 1;Louane;['Pop'];216.0;France;0.0
47;Sun goes down;Robin Schulz Feat. Jasmine Thompson;['Dance'];179.0;35 ansOsnabrückAllemagne;0.0
48;Bang my head;David Guetta Feat. Sia & Fetty Wap;['Dance'];193.0;55 ansParis;0.0
49;See You Again;Wiz Khalifa Feat. Charlie Puth;['Rap/Hip Hop'];229.0;États-Unis;0.0
