;title;artist;genres;duration;pays;explicit_content
0;Save Your Tears;The Weeknd;['R&B'];215.0;Canada;0.0
1;Iko Iko;Justin Wellington Feat. Small Jam;['Pop', 'Reggae'];182.0;Inconnue;0.0
2;Cold Heart (Pnau Remix);Elton John & Dua Lipa;['Pop'];202.0;Royaume-Uni;0.0
3;Bad Habits;Ed Sheeran;['Pop'];230.0;Royaume-Uni;0.0
4;Fever;Dua Lipa & Angèle;['Dance', 'Pop'];156.0;Angleterre;0.0
5;Girl Like Me;Black Eyed Peas Feat. Shakira;[];;États-Unis;
6;Le Reste;Clara Luciani;['Pop'];218.0;30 ansFrance;0.0
7;Never Going Home;Kungs;['Electro'];169.0;France;0.0
8;Derrière Le Brouillard;Grand Corps Malade & Louane;['Pop'];253.0;France;0.0
9;A Un Paso De La Luna;Reik, Rocco Hunt & Ana Mena;['Electro', 'Dance'];133.0;Inconnue;0.0
10;Cover Me In Sunshine;P!Nk & Willow Sage Hart;['Pop'];141.0;Inconnue;0.0
11;Easy On Me;Adele;['Pop', 'Pop internationale', 'Rock'];224.0;Royaume-Uni;0.0
12;Stay;The Kid Laroi & Justin Bieber;['Dance', 'Pop'];141.0;Australie;0.0
13;Nos Plus Belles Années;Grand Corps Malade & Kimberose;['Pop'];214.0;France;0.0
14;Courage To Change;Sia;['Pop'];292.0;Inconnue;0.0
15;Minefields;Faouzia & John Legend;['Pop'];190.0;22 ansCasablanca;0.0
16;Beau-Papa;Vianney;['Pop'];197.0;France;0.0
17;Take My Breath;The Weeknd;['R&B'];220.0;Canada;0.0
18;Shivers;Ed Sheeran;['Pop'];207.0;Royaume-Uni;0.0
19;3Sex;Indochine & Christine And The Queens;['Rock'];257.0;France;0.0
20;Let's Love;David Guetta & Sia;['Dance'];200.0;55 ansParis;0.0
21;Respire Encore;Clara Luciani;['Pop'];227.0;30 ansFrance;0.0
22;Ani Kuni;Polo & Pan;['Electro'];276.0;France;0.0
23;Jusqu'ici Tout Va Bien;Gims;['Rap/Hip Hop'];234.0;mai1986ou6mai1986Kinshasa;0.0
24;Love Not War (The Tampa Beat);Jason Derulo & Nuka;['Pop'];192.0;33 ansMiami;0.0
25;1,2,3;Amel Bent & Hatik;['Rap/Hip Hop'];225.0;37 ansParis18e;0.0
26;Évidemment;Kendji Girac;['Pop'];237.0;France;0.0
27;We Are The People;Martin Garrix Feat. Bono & The Edge;['Electro', 'Techno/House', 'Dance', 'Pop'];217.0;26 ansAmstelveen;0.0
28;Wasted Love;Ofenbach Feat. Lagique;['Electro'];139.0;aris,France;0.0
29;Santé;Stromae;['Pop'];190.0;Belgique;0.0
30;Un Homme;Jérémy Frerot;['Pop'];155.0;Inconnue;0.0
31;Follow You;Imagine Dragons;['Alternative'];175.0;États-Unis;0.0
32;Wrecked;Imagine Dragons;['Alternative'];244.0;États-Unis;0.0
33;Love Again;Dua Lipa;['Pop'];209.0;Angleterre;0.0
34;Don't Wait Up;Shakira;['Dance', 'Pop'];204.0;Colombie;0.0
35;Leave The Door Open;Bruno Mars & Anderson .Paak Pres. Silk Sonic;[];;États-Unis;
36;My Universe;Coldplay X Bts;['Pop'];223.0;Inconnue;0.0
37;Nous;Julien Doré;['Rap/Hip Hop'];232.0;40 ansAlès;1.0
38;1+1;Sia Feat. Amir;['Dance', 'Pop'];196.0;Inconnue;0.0
39;Mon Soleil;Dadju & Anitta;['R&B'];190.0;31 ansBobigny;0.0
40;Dákiti;Bad Bunny & Jhay Cortez;['Electro', 'Dance'];193.0;PortoRico;0.0
41;Aimer À Mort;Louane;['Pop'];176.0;France;0.0
42;All We Got;Robin Schulz Feat. Kiddo;['Dance'];190.0;35 ansOsnabrückAllemagne;1.0
43;Jerusalema;Master Kg Feat. Nomcebo;['Dance'];342.0;Inconnue;0.0
44;Bruxelles Je T'aime;Angèle;['Pop'];228.0;Inconnue;0.0
45;Peaches;Justin Bieber Feat. Daniel Caesar & Givēon;[];199.0;28 ansLondon;0.0
46;Près Des Étoiles;Soprano;['Rap/Hip Hop'];258.0;Bouches-du-Rhône;0.0
47;Little Bit Of Love;Tom Grennan;['Alternative', 'Pop Indé', 'Rock indé'];226.0;27 ansBedford;0.0
48;Si On Disait;M. Pokora;['Chanson française'];190.0;France;0.0
49;Back On My Feet;Kimberose;['Pop'];194.0;France;0.0
