;title;artist;genres;duration;pays;explicit_content
0;Zombie;The Cranberries;['Pop'];307.0;Irlande;0.0
1;Here comes the hotstepper;Ini Kamoze;['Pop'];250.0;65 ansPortMaria;0.0
2;Respect;Alliance Ethnik;['Rap/Hip Hop'];274.0;France;0.0
3;Shy guy;Diana King;['Pop'];258.0;52 ansSpanishTownJamaïque;0.0
4;Pour que tu m'aimes encore;Celine Dion;['Pop'];254.0;Canada;0.0
5;Whoops now;Janet Jackson;['R&B'];299.0;États-Unis;0.0
6;'74-'75;The Connells;['Rock'];279.0;États-Unis;0.0
7;Have you ever really loved a woman?;Bryan Adams;['Rock'];293.0;Canada;0.0
8;Push the feeling on;Nightcrawlers;['Dance'];243.0;Inconnue;0.0
9;Simple & funky;Alliance Ethnik;['Rap/Hip Hop'];221.0;France;0.0
10;The bomb! (these sounds fall into my mind);The Bucketheads;['Dance'];202.0;52 ansNewYork;0.0
11;Always;Bon Jovi;['Pop'];353.0;États-Unis;0.0
12;Fantasy;Mariah Carey;['Pop'];243.0;États-Unis;0.0
13;Melody tempo harmony;Bernard Lavilliers & Jimmy Cliff;['Pop'];226.0;France;0.0
14;Over my shoulder;Mike & The Mechanics;['Pop', 'Rock'];217.0;Royaume-Uni;0.0
15;A girl like you;Edwyn Collins;['Alternative'];236.0;Écosse;0.0
16;Je sais pas;Celine Dion;['Pop', 'Pop internationale', 'Variété Internationale'];273.0;Canada;0.0
17;Kiss from a rose;Seal;['Pop'];288.0;Angleterre;0.0
18;Ode to my family;The Cranberries;['Rock'];271.0;Irlande;0.0
19;Scatman (ski-ba-bop-ba-dop-bop);Scatman John;['Pop'];215.0;Californie;0.0
20;You are not alone;Michael Jackson;['Pop'];345.0;États-Unis;0.0
21;All I wanna do;Sheryl Crow;['Pop'];272.0;MissouriÉtats-Unis;0.0
22;Back for good;Take That;['Pop'];242.0;Royaume-Uni;0.0
23;Be my lover;La Bouche;['Pop'];239.0;Allemagne;0.0
24;Honesty & jalousie;Alliance Ethnik;['Rap/Hip Hop'];267.0;France;0.0
25;La corrida;Francis Cabrel;['Chanson française'];342.0;France;0.0
26;Regulate;Warren G. & Nate Dogg;['Rap/Hip Hop'];248.0;Inconnue;1.0
27;Short dick man;20 Fingers Feat. Gillette;[];;Inconnue;
28;About a girl [unplugged];Nirvana;['Rock'];217.0;États-Unis;0.0
29;Gangsta's paradise;Coolio;['Rap/Hip Hop', 'R&B', 'Soul'];240.0;Pennsylvanie;0.0
30;No more 'I love you's;Annie Lennox;['Pop'];291.0;Royaume-Uni;0.0
31;Stayin' alive;N-Trance Feat. Ricardo Da Force;['Electro'];386.0;Inconnue;0.0
32;Thank you;Boyz Ii Men;['Pop'];275.0;Inconnue;0.0
33;Believe;Elton John;['Pop'];297.0;Royaume-Uni;0.0
34;Chacun sa route;K.O.D.;['Pop'];181.0;Inconnue;0.0
35;Fairground;Simply Red;['Pop'];333.0;Royaume-Uni;0.0
36;Fallin' in love;La Bouche;['Pop'];236.0;Allemagne;0.0
37;Scatman's world;Scatman John;['Pop'];215.0;Californie;0.0
38;Scream;Michael Jackson & Janet Jackson;['Pop'];278.0;États-Unis;1.0
39;Stay another day;East 17;['Pop'];267.0;Royaume-Uni;0.0
40;Waterfalls;Tlc;['R&B'];279.0;tlanta,Géorgie,États-Unis;0.0
41;XXL;Mylene Farmer;['Pop'];260.0;Canada;0.0
42;You gotta be;Des'Ree;['Pop'];240.0;Inconnue;0.0
43;Boombastic;Shaggy;['Pop'];246.0;Jamaïque;0.0
44;Girl, you'll be a woman soon;Urge Overkill;['Alternative', 'Rock'];189.0;États-Unis;0.0
45;I can't be with you;The Cranberries;['Rock'];187.0;Irlande;0.0
46;I've got a little something for you;Mn8;['Pop'];220.0;Inconnue;0.0
47;Il volo;Zucchero;['Pop'];330.0;Italie;0.0
48;She's a river;Simple Minds;['Rock'];332.0;Royaume-Uni;0.0
49;The man who sold the world [unplugged];Nirvana;['Rock'];260.0;États-Unis;0.0
