;title;artist;genres;duration;pays;explicit_content
0;Rolling in the deep;Adele;['Pop'];228.0;Royaume-Uni;1.0
1;Il nous faut;Elisa Tovati & Tom Dice;['Films/Jeux vidéo', 'Musiques de films'];186.0;France;0.0
2;Moves like jagger;Maroon 5 Feat. Christina Aguilera;['Electro', 'Dance'];203.0;États-Unis;0.0
3;Elle me dit;Mika;['Pop'];218.0;Liban;0.0
4;Price tag;Jessie J Feat. B.O.B;['Pop'];223.0;Royaume-Uni;0.0
5;Last friday night (tgif);Katy Perry;['Pop'];230.0;États-Unis;0.0
6;French cancan (monsieur sainte nitouche);Inna Modja;[];;38 ansBamako;
7;The lazy song;Bruno Mars;['Pop'];189.0;États-Unis;0.0
8;Man down;Rihanna;['Pop'];267.0;Barbade;1.0
9;Party rock anthem;Lmfao;['Dance', 'Pop'];262.0;Inconnue;0.0
10;So far gone;James Blunt;['Pop'];210.0;Royaume-Uni;0.0
11;We found love;Rihanna Feat. Calvin Harris;['Pop'];214.0;Barbade;0.0
12;S&m;Rihanna;['Pop'];243.0;Barbade;0.0
13;Grenade;Bruno Mars;['Pop'];222.0;États-Unis;0.0
14;I wanna go;Britney Spears;['Pop'];210.0;États-Unis;0.0
15;(somewhere) over the rainbow;Israel Kamakawiwo'Ole;[];211.0;Inconnue;0.0
16;Paradise;Coldplay;['Rock'];278.0;Londres,Angleterre;0.0
17;Just can't get enough;The Black Eyed Peas;['Pop'];219.0;États-Unis;0.0
18;Without you;David Guetta Feat. Usher;['Dance'];208.0;55 ansParis;0.0
19;Soulman;Ben L’Oncle Soul;['Soul'];223.0;Inconnue;0.0
20;Good feeling;Flo Rida;['Rap/Hip Hop'];248.0;enouOpa-locka;0.0
21;Sweat;Snoop Dogg;['Rap/Hip Hop'];343.0;États-Unis;0.0
22;Give me everything;Pitbull Feat. Ne-Yo, Afrojack & Nayer;['Dance', 'Rap/Hip Hop', 'Pop'];256.0;États-Unis;0.0
23;Mr. Saxobeat;Alexandra Stan;['Pop'];195.0;Roumanie;0.0
24;Firework;Katy Perry;['Rock'];227.0;États-Unis;0.0
25;Higher;Taio Cruz (Featuring Kylie Minogue);['Pop'];188.0;Inconnue;0.0
26;Got 2 luv u;Sean Paul Feat. Alexis Jordan;['Reggae'];196.0;Jamaïque;0.0
27;Don't stop the party;The Black Eyed Peas;['Pop'];367.0;États-Unis;0.0
28;On the floor;Jennifer Lopez Feat. Pitbull;['Pop'];291.0;États-Unis;0.0
29;Lap dance;Ycare;['Chanson française'];222.0;Sénégal;0.0
30;Nouveaux horizons;Melissa Nkonda;['Pop'];192.0;Inconnue;0.0
31;L'horloge tourne;Mickael Miro;['Pop'];205.0;France;0.0
32;Sun is up;Inna;['Electro', 'Dance', 'Disco'];223.0; Roumanie;0.0
33;Someone like you;Adele;['Pop'];285.0;Royaume-Uni;0.0
34;Loca;Shakira;['Pop'];183.0;Colombie;0.0
35;Till the world ends;Britney Spears;['Pop'];237.0;États-Unis;0.0
36;You make me feel;Cobra Starship Feat. Sabi;['Pop'];215.0;États-Unis;0.0
37;Whenever;The Black Eyed Peas;['Pop'];195.0;États-Unis;0.0
38;Hello;Martin Solveig Feat. Dragonette;['Dance', 'Pop'];167.0;France;0.0
39;Rain over me;Pitbull Feat. Marc Anthony;['Pop'];231.0;États-Unis;0.0
40;Toi et moi;Guillaume Grand;['R&B'];226.0;39 ansBergeracDordogneFrance;0.0
41;The time (the dirty bit);The Black Eyed Peas;['Pop'];307.0;États-Unis;0.0
42;Who's that chick;David Guetta Feat. Rihanna;['Dance'];201.0;55 ansParis;0.0
43;Criminal;Britney Spears;['Pop'];225.0;États-Unis;0.0
44;Get back (asap);Alexandra Stan;['Pop'];209.0;Roumanie;0.0
45;On demande pas la lune;Les Enfoires;['Chanson française'];204.0;Inconnue;0.0
46;She doesn't mind;Sean Paul;['Pop'];227.0;Jamaïque;0.0
47;Rabiosa;Shakira;['Pop'];170.0;Colombie;0.0
48;Every teardrop is a waterfall;Coldplay;['Rock'];240.0;Londres,Angleterre;0.0
49;Barbra streisand;Duck Sauce;['Dance'];194.0;Inconnue;0.0
