;title;artist;genres;duration;pays;explicit_content
0;Nothing compares 2 U;Sinead O'Connor;['Pop'];299.0;Irlande;0.0
1;Une femme avec une femme;Mecano;['Pop'];246.0;Espagne;0.0
2;Kingston town;Ub40;['Rock'];230.0;Royaume-Uni;0.0
3;The power;Snap!;['Dance'];227.0;Inconnue;0.0
4;Maldòn (la musique dans la peau);Zouk Machine;[];245.0;rance;0.0
5;Words;The Christians;['Pop', 'Rock'];321.0;Liverpool,Royaume-Uni;0.0
6;Tom's diner;D.N.A. Feat. Suzanne Vega;['Pop'];229.0;Inconnue;0.0
7;Sacrifice;Elton John;['Pop'];309.0;Royaume-Uni;0.0
8;Vogue;Madonna;['Pop'];316.0;États-Unis;0.0
9;Enjoy the silence;Depeche Mode;['Pop'];255.0;Basildon,Essex,Angleterre;0.0
10;I wish it would rain down;Phil Collins;['Pop', 'Rock'];328.0;Royaume-Uni;0.0
11;Another day in paradise;Phil Collins;['Pop', 'Rock'];323.0;Royaume-Uni;0.0
12;Suicide blonde;Inxs;['Pop'];232.0;Australie;0.0
13;Black velvet;Alannah Myles;['Rock'];287.0;64 ans;0.0
14;It's on you;M.C. Sar & The Real Mccoy;['Dance'];243.0;Inconnue;0.0
15;U can't touch this;M.C. Hammer;['Rap/Hip Hop'];257.0;Inconnue;0.0
16;White and black blues;Joelle Ursull;[];183.0;Guadeloupe;0.0
17;Le jerk !;Thierry Hazard;[];236.0;France;0.0
18;Soca dance;Charles D. Lewis;[];222.0;Inconnue;0.0
19;Vision of love;Mariah Carey;['Pop', 'R&B', 'R&B contemporain'];209.0;États-Unis;0.0
20;You make me feel (mighty real);Jimmy Somerville;['Pop'];235.0;Écosse;0.0
21;Les valses de Vienne;Francois Feldman;['Pop'];244.0;France;0.0
22;Get up! (before the night is over);Technotronic;['Dance'];337.0;Belgique;0.0
23;Woman in chains;Tears For Fears;['Pop'];390.0;Bath,Somerset,Angleterre;0.0
24;Praying for time;George Michael;['Pop'];281.0;Royaume-Uni;0.0
25;Advice for the young at heart;Tears For Fears;['Pop'];291.0;Bath,Somerset,Angleterre;0.0
26;Vous êtes fous !;Benny B. Feat. D.J. Daddy K.;[];;Inconnue;
27;If only I could;Sydney Youngblood;['Rap/Hip Hop'];213.0;"

2décembre1960";0.0
28;Something happened on the way to heaven;Phil Collins;['Pop', 'Rock'];291.0;Royaume-Uni;0.0
29;Tonight;New Kids On The Block;['Pop'];207.0;États-Unis;0.0
30;All around the world;Lisa Stansfield;['Pop'];267.0;Angleterre;0.0
31;C'est toi qui m'as fait;Francois Feldman;['Pop'];330.0;France;0.0
32;Sit and wait;Sydney Youngblood;['Rap/Hip Hop'];240.0;"

2décembre1960";0.0
33;Policy of truth;Depeche Mode;['Pop'];313.0;Basildon,Essex,Angleterre;0.0
34;Comment te dire adieu;Jimmy Somerville Feat. June Miles Kingston;[];;Écosse;
35;You got it (the right stuff);New Kids On The Block;['Pop'];250.0;États-Unis;0.0
36;Groove is in the heart;Deee-Lite;['Pop'];234.0;NewYork,États-Unis;0.0
37;Avant de partir;Roch Voisine;['Pop'];186.0;Canada;0.0
38;Dub be good to me;Beats International;['Pop'];238.0;Inconnue;0.0
39;Hey little girl;Mark Boyce;[];;62 ans;
40;The road to hell;Chris Rea;['Pop'];270.0;Angleterre;0.0
41;Alors regarde;Patrick Bruel;['Pop'];257.0;[3];0.0
42;I promised myself;Nick Kamen;['Pop'];240.0;Royaume-Uni;0.0
43;The party;Latino Party;[];212.0;Inconnue;0.0
44;I'm your baby tonight;Whitney Houston;['R&B'];251.0;août1963Newark;0.0
45;I thank you;Adeva;['Electro', 'Techno/House', 'R&B', 'Soul'];225.0;62 ansPaterson;0.0
46;Step by step;New Kids On The Block;['Pop'];267.0;États-Unis;0.0
47;Girl I'm gonna miss you;Milli Vanilli;['Pop', 'Pop internationale', 'Rock'];238.0;Allemagne;0.0
48;Close to you;Maxi Priest;['Reggae'];325.0;61 ansLewisham;0.0
49;I don't know anybody else;Black Box;['Pop'];273.0;talie;0.0
