;title;artist;genres;duration;explicit_content
0;We Found Love;Rihanna Featuring Calvin Harris;['Pop'];214.0;0.0
1;Sexy And I Know It;LMFAO;['Dance', 'Pop'];199.0;0.0
2;Someone Like You;Adele;['Pop'];285.0;0.0
3;Without You;David Guetta Featuring Usher;['Dance'];208.0;0.0
4;It Will Rain;Bruno Mars;['Pop', 'Films/Jeux vidéo', 'Musiques de films'];257.0;0.0
5;Moves Like Jagger;Maroon 5 Featuring Christina Aguilera;['Electro', 'Dance'];203.0;0.0
6;Good Feeling;Flo Rida;['Rap/Hip Hop'];248.0;0.0
7;Stereo Hearts;Gym Class Heroes Featuring Adam Levine;['Pop'];210.0;0.0
8;Take Care;Drake Featuring Rihanna;['Rap/Hip Hop'];277.0;1.0
9;The One That Got Away;Katy Perry;['Pop'];227.0;0.0
10;Rumour Has It / Someone Like You;Glee Cast;['Pop'];207.0;0.0
11;Pumped Up Kicks;Foster The People;['Alternative'];239.0;0.0
12;You Make Me Feel...;Cobra Starship Featuring Sabi;['Pop'];215.0;0.0
13;You Da One;Rihanna;['Pop'];200.0;1.0
14;5 O'Clock;T-Pain Featuring Wiz Khalifa & Lily Allen;['Rap/Hip Hop'];280.0;1.0
15;Party Rock Anthem;LMFAO Featuring Lauren Bennett & GoonRock;['Pop'];265.0;0.0
16;Ni**as in Paris;Jay Z Kanye West;['Rap/Hip Hop'];219.0;1.0
17;The Motto;Drake Featuring Lil Wayne;['Rap/Hip Hop'];181.0;1.0
18;Work Out;J. Cole;['Rap/Hip Hop'];235.0;1.0
19;Mr. Know It All;Kelly Clarkson;['Pop'];232.0;0.0
20;Dance (A$$);Big Sean Featuring Nicki Minaj;['Rap/Hip Hop'];216.0;0.0
21;In The Dark;Dev;['Pop'];226.0;0.0
22;It Girl;Jason Derulo;['Pop'];192.0;0.0
23;Give Me Everything;Pitbull Featuring Ne-Yo, Afrojack & Nayer;['Dance', 'Rap/Hip Hop', 'Pop'];256.0;0.0
24;Fly;Nicki Minaj Featuring Rihanna;['Rap/Hip Hop', 'R&B'];220.0;0.0
25;Super Bass;Nicki Minaj;['Rap/Hip Hop'];201.0;0.0
26;Just A Kiss;Lady Antebellum;['Pop'];219.0;0.0
27;She Will;Lil Wayne Featuring Drake;['Rap/Hip Hop'];305.0;1.0
28;I Don't Want This Night To End;Luke Bryan;['Country'];219.0;0.0
29;Headlines;Drake;['Rap/Hip Hop'];235.0;1.0
30;God Gave Me You;Blake Shelton;['Country'];229.0;0.0
31;Paradise;Coldplay;['Rock'];278.0;0.0
32;You And I;Lady Gaga;['Pop'];307.0;0.0
33;We Owned The Night;Lady Antebellum;['Country'];195.0;0.0
34;Not Over You;Gavin DeGraw;['Pop', 'Singer & Songwriter'];218.0;0.0
35;Rolling In The Deep;Adele;['Pop'];228.0;1.0
36;Red Solo Cup;Toby Keith;['Country'];223.0;0.0
37;Good Life;OneRepublic;['Pop'];252.0;1.0
38;Mr. Saxobeat;Alexandra Stan;['Dance'];195.0;0.0
39;Tattoos On This Town;Jason Aldean;['Country'];202.0;0.0
40;If I Die Young;The Band Perry;['Country'];222.0;0.0
41;Crazy Girl;Eli Young Band;['Country'];201.0;0.0
42;A Thousand Years;Christina Perri;['Films/Jeux vidéo', 'Musiques de films'];285.0;0.0
43;When We Stand Together;Nickelback;[];;
44;Baggage Claim;Miranda Lambert;[];;
45;Love You Like A Love Song;Selena Gomez & The Scene;[];;
46;All Your Life;The Band Perry;['Country'];231.0;0.0
47;Easy;Rascal Flatts Featuring Natasha Bedingfield;['Country'];218.0;0.0
48;Keep Me In Mind;Zac Brown Band;['Country'];214.0;0.0
49;Country Must Be Country Wide;Brantley Gilbert;['Country'];215.0;0.0
50;Drink In My Hand;Eric Church;['Country'];191.0;0.0
51;Party;Beyonce Featuring Andre 3000;['Pop', 'Pop internationale', 'Rock'];245.0;0.0
52;If This Was A Movie;Taylor Swift;['Pop'];234.0;0.0
53;Sparks Fly;Taylor Swift;['Pop'];260.0;0.0
54;Domino;Jessie J;['Pop'];231.0;0.0
55;Ours;Taylor Swift;['Pop'];238.0;0.0
56;Young, Wild & Free;Snoop Dogg & Wiz Khalifa Featuring Bruno Mars;['Films/Jeux vidéo', 'Musiques de films'];207.0;1.0
57;Let It Rain;David Nail Featuring Sarah Buxton;[];;
58;Lotus Flower Bomb;Wale Featuring Miguel;['Rap/Hip Hop'];213.0;1.0
59;Rumour Has It;Adele;['Pop'];223.0;0.0
60;That Way;Wale Featuring Jeremih & Rick Ross;['Rap/Hip Hop'];269.0;1.0
61;Nothing;The Script;['Pop'];271.0;0.0
62;Brighter Than The Sun;Colbie Caillat;['Pop'];231.0;0.0
63;You;Chris Young;['Rap/Hip Hop', 'R&B'];172.0;1.0
