;title;artist;genres;duration;explicit_content
0;I Will Always Love You;Whitney Houston;['Films/Jeux vidéo', 'Musiques de films'];271.0;0.0
1;If I Ever Fall In Love;Shai;['Pop'];189.0;0.0
2;Rump Shaker;Wreckx-N-Effect;['R&B'];312.0;0.0
3;How Do You Talk To An Angel;The Heights;['Pop'];227.0;0.0
4;"I'd Die Without You (From ""Boomerang"")";P.M. Dawn;[];;
5;Rhythm Is A Dancer;Snap!;['Dance'];332.0;0.0
6;Real Love;Mary J. Blige;['R&B'];270.0;0.0
7;Good Enough;Bobby Brown;['R&B'];302.0;0.0
8;What About Your Friends;TLC;['R&B', 'Soul'];293.0;0.0
9;"End Of The Road (From ""Boomerang"")";Boyz II Men;[];;
10;"In The Still Of The Nite (From ""The Jacksons"")";Boyz II Men;[];;
11;To Love Somebody;Michael Bolton;['Pop'];245.0;0.0
12;Layla;Eric Clapton;['Rock', 'Rock & Roll/Rockabilly'];289.0;0.0
13;Love Is On The Way;Saigon Kick;['Rock', 'Hard Rock'];263.0;0.0
14;Sometimes Love Just Ain't Enough;Patty Smyth;['Pop'];267.0;0.0
15;Do You Believe In Us;Jon Secada;['Pop'];239.0;0.0
16;Jump Around;House Of Pain;['Rap/Hip Hop'];214.0;0.0
17;Walking On Broken Glass;Annie Lennox;['Pop'];253.0;0.0
18;"Saving Forever For You (From ""Beverly Hills, 90210"")";Shanice;[];;
19;Would I Lie To You?;Charles & Eddie;[];279.0;0.0
20;Little Miss Can't Be Wrong;Spin Doctors;['Pop'];232.0;0.0
21;Someone To Hold;Trey Lorenz;['Pop'];283.0;0.0
22;Free Your Mind;En Vogue;['R&B'];293.0;0.0
23;Where You Goin' Now;Damn Yankees;['Rock'];279.0;0.0
24;Erotica;Madonna;['Pop'];318.0;0.0
25;Back To The Hotel;N2Deep;['Rap/Hip Hop'];304.0;0.0
26;People Everyday;Arrested Development;['Rap/Hip Hop'];296.0;0.0
27;I Wish The Phone Would Ring;Expose;['Pop'];247.0;0.0
28;Flex;Mad Cobra;['Pop'];179.0;0.0
29;Gangsta;Bell Biv DeVoe;['Pop'];269.0;0.0
30;Keep The Faith;Bon Jovi;['Rock'];346.0;0.0
31;The Last Song;Elton John;['Pop'];213.0;0.0
32;Faithful;Go West;['Pop'];265.0;0.0
33;Have You Ever Needed Someone So Bad;Def Leppard;['Rock'];324.0;0.0
34;Drive;R.E.M.;['Alternative'];271.0;0.0
35;Just Another Day;Jon Secada;['Pop'];327.0;0.0
36;When She Cries;Restless Heart;['Country'];222.0;0.0
37;Deeper And Deeper;Madonna;['Pop'];333.0;0.0
38;Who's Gonna Ride Your Wild Horses;U2;['Rock'];316.0;0.0
39;Baby-Baby-Baby;TLC;['R&B', 'Soul'];315.0;0.0
40;Humpin' Around;Bobby Brown;['R&B'];378.0;0.0
41;Slow And Sexy;Shabba Ranks (Featuring Johnny Gill);['Dance'];319.0;0.0
42;I Will Be Here For You;Michael W. Smith;[];273.0;0.0
43;All I Want;Toad The Wet Sprocket;['Rock'];196.0;0.0
44;She's Playing Hard To Get;Hi-Five;['R&B'];276.0;0.0
45;Never A Time;Genesis;['Rock'];230.0;0.0
46;Chains Around My Heart;Richard Marx;['Pop'];344.0;0.0
