;title;artist;genres;duration;explicit_content
0;Rush Rush;Paula Abdul;['Pop'];293.0;0.0
1;Unbelievable;EMF;['Rock'];209.0;1.0
2;"I Wanna Sex You Up (From ""New Jack City"")";Color Me Badd;['Rap/Hip Hop'];236.0;0.0
3;Power Of Love/Love Power;Luther Vandross;['R&B'];402.0;0.0
4;Right Here, Right Now;Jesus Jones;['Rock'];189.0;0.0
5;More Than Words;Extreme;['Pop'];334.0;0.0
6;Place In This World;Michael W. Smith;[];241.0;0.0
7;Gypsy Woman (She's Homeless);Crystal Waters;['Pop'];217.0;0.0
8;Losing My Religion;R.E.M.;['Alternative'];268.0;0.0
9;Here I Am (Come And Take Me);UB40;['Rock'];242.0;0.0
10;How Can I Ease The Pain;Lisa Fischer;['Pop', 'Rock'];319.0;0.0
11;Playground;Another Bad Creation;['R&B'];261.0;0.0
12;Walking In Memphis;Marc Cohn;['Country', 'Pop'];252.0;0.0
13;Piece Of My Heart;Tara Kemp;['Rap/Hip Hop', 'R&B'];289.0;0.0
14;P.A.S.S.I.O.N.;Rhythm Syndicate;[];217.0;0.0
15;Lily Was Here;David A. Stewart Introducing Candy Dulfer;[];;
16;Never Gonna Let You Down;Surface;['R&B'];227.0;0.0
17;A Better Love;Londonbeat;['Pop'];241.0;0.0
18;The Dream Is Still Alive;Wilson Phillips;['Pop'];248.0;0.0
19;Summertime;D.J. Jazzy Jeff & The Fresh Prince;['Pop'];235.0;0.0
20;Strike It Up;Black Box;['Pop'];298.0;0.0
21;Every Heartbeat;Amy Grant;['Pop'];213.0;0.0
22;I'll Never Let You Go;Steelheart;['Pop'];306.0;0.0
23;Do You Want Me;Salt-N-Pepa;['R&B'];232.0;0.0
24;It Ain't Over 'til It's Over;Lenny Kravitz;['Rock'];242.0;0.0
25;Temptation;Corina;['Pop'];241.0;0.0
26;Love Is A Wonderful Thing;Michael Bolton;[];282.0;0.0
27;I'll Be There;The Escape Club;['Pop', 'Rock'];314.0;0.0
28;I Don't Wanna Cry;Mariah Carey;['Rock'];288.0;0.0
29;Fading Like A Flower (Every Time You Leave);Roxette;['Pop'];230.0;0.0
30;(Everything I Do) I Do It For You;Bryan Adams;['Pop'];393.0;0.0
31;Wind Of Change;Scorpions;['Rock'];313.0;0.0
32;Love And Understanding;Cher;['Pop'];283.0;0.0
33;I Like The Way (The Kissing Game);Hi-Five;['R&B'];343.0;0.0
34;Life Goes On;Poison;['Rock'];288.0;0.0
35;You Can't Play With My Yo-Yo;Yo-Yo Featuring Ice Cube;['Rap/Hip Hop'];304.0;0.0
36;"Nights Like This (From ""The Five Heartbeats"")";After 7;[];;
37;Couple Days Off;Huey Lewis & The News;['Rock'];196.0;0.0
38;Motownphilly;Boyz II Men;['R&B'];236.0;0.0
39;Mama Said Knock You Out;LL Cool J;['Pop'];287.0;1.0
40;Kissing You;Keith Washington;['R&B'];260.0;0.0
41;Exclusivity;Damian Dame;['R&B'];299.0;0.0
42;I Can't Wait Another Minute;Hi-Five;['R&B'];301.0;0.0
43;Elevate My Mind;Stereo MC's;['Pop'];196.0;0.0
44;My Body Says Yes;Titiyo;['Pop'];249.0;0.0
45;3 A.M. Eternal;The KLF;['Electro', 'Techno/House', 'Dance'];399.0;0.0
46;Higher Than Hope;Daryl Braithwaite;['Pop'];299.0;0.0
