;title;artist;genres;duration;explicit_content
0;Jump;Kris Kross;['Rap/Hip Hop'];195.0;0.0
1;Under The Bridge;Red Hot Chili Peppers;['Alternative'];265.0;0.0
2;My Lovin' (You're Never Gonna Get It);En Vogue;['R&B'];281.0;0.0
3;I'll Be There;Mariah Carey;['Pop', 'R&B', 'R&B contemporain'];264.0;0.0
4;Baby Got Back;Sir Mix-A-Lot;['Rap/Hip Hop'];262.0;0.0
5;Live And Learn;Joe Public;['R&B'];262.0;0.0
6;Damn I Wish I Was Your Lover;Sophie B. Hawkins;['Pop'];323.0;0.0
7;In The Closet;Michael Jackson;['Pop'];390.0;0.0
8;If You Asked Me To;Celine Dion;['Pop'];234.0;0.0
9;Ain't 2 Proud 2 Beg;TLC;['R&B', 'Soul'];336.0;0.0
10;Tennessee;Arrested Development;['Rap/Hip Hop'];272.0;0.0
11;Achy Breaky Heart;Billy Ray Cyrus;['Country'];204.0;0.0
12;Save The Best For Last;Vanessa Williams;['Pop'];219.0;0.0
13;Hold On My Heart;Genesis;['Rock'];278.0;0.0
14;Tears In Heaven;Eric Clapton;['Rock', 'Rock & Roll/Rockabilly'];280.0;0.0
15;Bohemian Rhapsody;Queen;['Rock'];354.0;0.0
16;Everything About You;Ugly Kid Joe;['Rock'];260.0;1.0
17;One;U2;['Rock'];276.0;0.0
18;The Best Things In Life Are Free;Luther Vandross And Janet Jackson With BBD And Ralph Tresvant;[];;
19;Thought I'd Died And Gone To Heaven;Bryan Adams;['Pop'];348.0;0.0
20;Just Take My Heart;Mr. Big;['Rock'];265.0;0.0
21;Let's Get Rocked;Def Leppard;['Rock'];295.0;0.0
22;You Won't See Me Cry;Wilson Phillips;['Pop'];231.0;0.0
23;Just Another Day;Jon Secada;['Pop'];327.0;0.0
24;Slow Motion;Color Me Badd;['Pop'];265.0;0.0
25;I Will Remember You;Amy Grant;[];300.0;0.0
26;Come & Talk To Me;Jodeci;['R&B'];270.0;0.0
27;Hazard;Richard Marx;['Pop'];316.0;0.0
28;Do It To Me;Lionel Richie;['Pop'];364.0;0.0
29;Make It Happen;Mariah Carey;['Pop', 'Rock'];307.0;0.0
30;Wishing On A Star;The Cover Girls;['Pop'];281.0;0.0
31;Nu Nu;Lidell Townsell;['Pop'];199.0;0.0
32;Lift Me Up;Howard Jones;['Pop'];218.0;0.0
33;Life Is A Highway;Tom Cochrane;['Rock'];266.0;0.0
34;T.L.C.;Linear;[];;
35;Will You Marry Me?;Paula Abdul;['Pop'];265.0;0.0
36;Not The Only One;Bonnie Raitt;['Country'];250.0;0.0
37;Silent Prayer;Shanice;['Pop'];303.0;0.0
38;Masterpiece;Atlantic Starr;['Pop'];295.0;0.0
39;They Want EFX;Das EFX;['R&B'];221.0;0.0
40;Everything Changes;Kathy Troccoli;[];262.0;0.0
41;Breakin' My Heart (Pretty Brown Eyes);Mint Condition;['R&B'];356.0;0.0
42;High;The Cure;['Alternative'];214.0;0.0
43;Why Me Baby?;Keith Sweat;['R&B'];253.0;0.0
44;I'm The One You Need;Jody Watley;['R&B'];262.0;0.0
45;I Can't Dance;Genesis;['Rock'];241.0;0.0
46;Money Don't Matter 2 Night;Prince And The N.P.G.;[];;
47;Your Song;Rod Stewart;['Rock'];287.0;0.0
48;Just For Tonight;Vanessa Williams;['Pop'];267.0;0.0
49;Innocent Child;Colourhaus;[];;
50;Anything At All;Mitch Malloy;['Rock'];242.0;0.0
51;Remember The Time;Michael Jackson;['Pop'];239.0;0.0
52;Maria;TKA;['Dance'];417.0;0.0
53;Please Don't Go;Boyz II Men;['R&B'];268.0;0.0
54;Closer To Me;The Outfield;['Pop'];197.0;0.0
55;Come As You Are;Nirvana;['Rock'];218.0;0.0
56;Keep On Walkin';CeCe Peniston;['Dance'];272.0;0.0
57;Love Me;Tracie Spencer;['R&B'];303.0;0.0
58;Helluva;Brotherhood Creed;['Soul'];249.0;0.0
59;You Think You Know Her;Cause And Effect;['Rock'];283.0;0.0
60;Smells Like Nirvana;"""Weird Al"" Yankovic";['Films/Jeux vidéo', 'Comédie'];224.0;0.0
61;Take Time;Chris Walker;['R&B'];260.0;0.0
