;title;artist;genres;duration;explicit_content
0;(Everything I Do) I Do It For You;Bryan Adams;['Pop'];393.0;0.0
1;The Promise Of A New Day;Paula Abdul;['Pop'];255.0;0.0
2;Motownphilly;Boyz II Men;['R&B'];236.0;0.0
3;Things That Make You Go Hmmmm. . .;C+C Music Factory;['Pop'];321.0;0.0
4;3 A.M. Eternal;The KLF;['Electro', 'Techno/House', 'Dance'];399.0;0.0
5;I Adore Mi Amor;Color Me Badd;['Pop'];289.0;0.0
6;Crazy;Seal;['Pop'];356.0;0.0
7;Wind Of Change;Scorpions;['Rock'];313.0;0.0
8;Time, Love And Tenderness;Michael Bolton;[];231.0;0.0
9;I Can't Wait Another Minute;Hi-Five;['R&B'];301.0;0.0
10;Good Vibrations;Marky Mark & The Funky Bunch Featuring Loleatta Holloway;[];;
11;Too Many Walls;Cathy Dennis;['Pop'];265.0;0.0
12;Every Heartbeat;Amy Grant;['Pop'];213.0;0.0
13;Unforgettable;Natalie Cole;['Pop'];170.0;0.0
14;Fading Like A Flower (Every Time You Leave);Roxette;['Pop'];230.0;0.0
15;The Motown Song;Rod Stewart;['Pop', 'Rock'];238.0;0.0
16;Now That We Found Love;Heavy D & The Boyz;['Rap/Hip Hop'];258.0;0.0
17;Love Of A Lifetime;Firehouse;['Rock'];286.0;0.0
18;It Ain't Over 'til It's Over;Lenny Kravitz;['Rock'];242.0;0.0
19;My Name Is Not Susan;Whitney Houston;['Pop'];279.0;0.0
20;Summertime;D.J. Jazzy Jeff & The Fresh Prince;['Pop'];235.0;0.0
21;Shiny Happy People;R.E.M.;['Alternative'];225.0;0.0
22;It Hit Me Like A Hammer;Huey Lewis & The News;['Rock'];241.0;0.0
23;Something To Talk About;Bonnie Raitt;['Country'];227.0;0.0
24;Temptation;Corina;['Pop'];241.0;0.0
25;Emotions;Mariah Carey;['Pop', 'Rock'];248.0;0.0
26;Romantic;Karyn White;['Dance'];247.0;0.0
27;Do Anything;Natural Selection;['Pop'];237.0;0.0
28;Hole Hearted;Extreme;['Rock'];222.0;0.0
29;Everybody Plays The Fool;Aaron Neville;['Pop'];265.0;0.0
30;Just Like You;Robbie Nevil;['Pop'];246.0;0.0
31;I'll Be There;The Escape Club;['Pop', 'Rock'];314.0;0.0
32;Pop Goes The Weasel;3rd Bass;['Rap/Hip Hop'];234.0;1.0
33;Love. . .Thy Will Be Done;Martika;['Pop'];258.0;0.0
34;Enter Sandman;Metallica;['Pop'];331.0;0.0
35;The Sound Of Your Voice;38 Special;['Rock'];299.0;0.0
36;You Could Be Mine;Guns N' Roses;['Rock'];343.0;0.0
37;P.A.S.S.I.O.N.;Rhythm Syndicate;[];217.0;0.0
38;The Truth;Tami Show;[];;
39;The One And Only;Chesney Hawkes;['Pop'];223.0;0.0
40;Got A Love For You;Jomanda;['Dance'];454.0;0.0
41;Don't Want To Be A Fool;Luther Vandross;['Pop'];276.0;0.0
42;Running Back To You;Vanessa Williams;['R&B'];280.0;0.0
43;The Real Love;Bob Seger & The Silver Bullet Band;[];;
44;Real Real Real;Jesus Jones;['Rock'];188.0;0.0
45;With You;Tony Terry;['R&B'];305.0;0.0
46;Learning To Fly;Tom Petty And The Heartbreakers;['Rock'];242.0;0.0
47;Right Here, Right Now;Jesus Jones;['Rock'];189.0;0.0
48;There She Goes;The La's;['Pop'];159.0;0.0
49;Walk Through Fire;Bad Company;['Rock', 'Hard Rock'];288.0;0.0
50;Kiss Them For Me;Siouxsie & The Banshees;['Rock'];263.0;0.0
51;Till Somebody Loves You;Henry Lee Summer;[];;
52;Hard To Handle;The Black Crowes;['Rock'];187.0;0.0
53;Low Rider (On The Boulevard);Latin Alliance Featuring War;[];;
54;Gett Off;Prince And The N.P.G.;['Pop'];279.0;0.0
55;Just Want To Hold You;Jasmine Guy;['R&B', 'Soul & Funk', 'Soul'];251.0;0.0
56;Face The Music;RTZ;['Rock'];245.0;0.0
57;After The Summer's Gone;PC Quest;[];;
58;Only Time Will Tell;Nelson;['Pop'];233.0;0.0
59;Power Windows;Billy Falcon;['Pop'];244.0;0.0
60;My Fallen Angel;Coro;['Electro', 'Dance', 'Rap/Hip Hop'];340.0;0.0
61;Place In This World;Michael W. Smith;[];241.0;0.0
62;If I Say;Kingofthehill;[];;
63;Silver Thunderbird;Marc Cohn;['Country', 'Pop'];278.0;0.0
64;Tonite;DJ Quik;['Rap/Hip Hop'];323.0;1.0
65;Straight To Your Heart;Bad English;['Rock'];249.0;0.0
66;Latin Active;Lighter Shade Of Brown Featuring Teardrop & Shiro;[];;
67;Let The Beat Hit 'Em;Lisa Lisa And Cult Jam;['Dance'];277.0;0.0
68;Love And Understanding;Cher;['Pop'];283.0;0.0
69;I'm Not Your Puppet;Hi-C;['Rap/Hip Hop', 'Pop'];360.0;0.0
70;Let's Talk About Sex;Salt-N-Pepa;['R&B'];213.0;0.0
71;Can You Stop The Rain;Peabo Bryson;['R&B'];334.0;0.0
72;Hey Donna;Rhythm Syndicate;[];;
73;The Devil Came Up To Michigan;K.M.C. KRU;['R&B', 'Soul'];226.0;0.0
