;title;artist;genres;duration;explicit_content
0;Bridge Over Troubled Water;Simon & Garfunkel;['Folk'];293.0;0.0
1;Ain't No Mountain High Enough;Diana Ross;[];210.0;0.0
2;Raindrops Keep Fallin' On My Head;B.J. Thomas;['Dance', 'Pop'];172.0;0.0
3;(They Long To Be) Close To You;Carpenters;['Pop'];273.0;0.0
4;ABC;Jackson 5;['Pop'];178.0;0.0
5;The Love You Save/I Found That Girl;Jackson 5;[];;
6;War;Edwin Starr;['Pop'];200.0;0.0
7;Venus;The Shocking Blue;['Pop'];181.0;0.0
8;I'll Be There;Jackson 5;['R&B'];236.0;0.0
9;Everything Is Beautiful;Ray Stevens;['Dance', 'Pop'];209.0;0.0
10;Let It Be;The Beatles;['Rock'];243.0;0.0
11;Make It With You;Bread;['Rock'];192.0;0.0
12;Mama Told Me (Not To Come);Three Dog Night;['Films/Jeux vidéo', 'Musiques de films'];196.0;0.0
13;I Want You Back;Jackson 5;['R&B'];178.0;0.0
14;Which Way You Goin' Billy?;The Poppy Family (Featuring Susan Jacks);[];;
15;Thank You Falettinme Be Mice Elf Agin/Everybody Is A Star;Sly & The Family Stone;[];;
16;Lookin' Out My Back Door/Long As I Can See The Light;Creedence Clearwater Revival;[];;
17;Travelin' Band/Who'll Stop The Rain;Creedence Clearwater Revival;[];;
18;Leaving On A Jet Plane;Peter, Paul & Mary;['Pop', 'Folk'];207.0;0.0
19;Instant Karma (We All Shine On);John Ono Lennon;['Rock'];200.0;0.0
20;Spirit In The Sky;Norman Greenbaum;['Rock'];242.0;0.0
21;We've Only Just Begun;Carpenters;['Pop'];185.0;0.0
22;Candida;Dawn;['Pop'];183.0;0.0
23;Ball Of Confusion (That's What The World Is Today);The Temptations;[];246.0;0.0
24;Band Of Gold;Freda Payne;['Pop'];177.0;0.0
25;Love On A Two-Way Street;The Moments;['R&B', 'Soul'];216.0;0.0
26;American Woman/No Sugar Tonight;The Guess Who;['Rock'];293.0;0.0
27;Cracklin' Rosie;Neil Diamond;['Pop'];178.0;0.0
28;Someday We'll Be Together;Diana Ross & The Supremes;['Pop'];211.0;0.0
29;Love Grows (Where My Rosemary Goes);Edison Lighthouse;['Pop'];174.0;0.0
30;Fire And Rain;James Taylor;['Rock'];200.0;0.0
31;Hey There Lonely Girl;Eddie Holman;['R&B', 'Soul'];201.0;0.0
32;Rainy Night In Georgia/Rubberneckin';Brook Benton;[];;
33;Hitchin' A Ride;Vanity Fare;['Classique', 'Pop', 'Rock'];177.0;0.0
34;The Long And Winding Road/For You Blue;The Beatles;[];;
35;Get Ready;Rare Earth;['Rock'];1292.0;0.0
36;Green-Eyed Lady;Sugarloaf;['Pop'];219.0;0.0
37;In The Summertime;Mungo Jerry;['Pop'];215.0;0.0
