;title;artist;genres;duration;explicit_content
0;Vogue;Madonna;['Pop'];316.0;0.0
1;Nothing Compares 2 U;Sinead O'Connor;['Pop'];299.0;0.0
2;Vision Of Love;Mariah Carey;['Pop', 'R&B', 'R&B contemporain'];209.0;0.0
3;How Am I Supposed To Live Without You;Michael Bolton;['Pop'];254.0;0.0
4;If Wishes Came True;Sweet Sensation;['Pop', 'Rock'];315.0;0.0
5;Close To You;Maxi Priest;['Reggae'];325.0;0.0
6;Escapade;Janet Jackson;['R&B'];283.0;0.0
7;Ice Ice Baby;Vanilla Ice;['Rap/Hip Hop'];254.0;0.0
8;Love Will Lead You Back;Taylor Dayne;['Pop'];264.0;0.0
9;Step By Step;New Kids On The Block;['Pop'];267.0;0.0
10;Another Day In Paradise;Phil Collins;['Pop', 'Rock'];323.0;0.0
11;Opposites Attract;Paula Abdul (Duet With The Wild Pair);[];;
12;"It Must Have Been Love (From ""Pretty Woman"")";Roxette;['Pop'];258.0;0.0
13;All I Wanna Do Is Make Love To You;Heart;['Rock'];310.0;0.0
14;"Cradle Of Love (From ""Ford Fairlane"")";Billy Idol;[];;
15;"Blaze Of Glory (From ""Young Guns II"")";Jon Bon Jovi;['Rock'];335.0;0.0
16;I Wanna Be Rich;Calloway;['Pop', 'Disco'];309.0;0.0
17;Dangerous;Roxette;['Pop'];229.0;0.0
18;I'll Be Your Everything;Tommy Page;['Pop'];248.0;0.0
19;Hold On;Wilson Phillips;['Pop'];266.0;0.0
20;She Ain't Worth It;Glenn Medeiros Featuring Bobby Brown;[];;
21;Black Cat;Janet Jackson;['R&B'];290.0;0.0
22;Praying For Time;George Michael;['Pop'];281.0;0.0
23;Poison;Bell Biv DeVoe;['R&B'];261.0;0.0
24;Rhythm Nation;Janet Jackson;['R&B'];330.0;0.0
25;All Around The World;Lisa Stansfield;['Pop'];267.0;0.0
26;Rub You The Right Way;Johnny Gill;['R&B'];333.0;0.0
27;Unskinny Bop;Poison;['Rock'];229.0;0.0
28;(Can't Live Without Your) Love And Affection;Nelson;['Rock'];236.0;0.0
29;How Can We Be Lovers;Michael Bolton;['Pop'];234.0;0.0
30;Hold On;En Vogue;['R&B'];304.0;0.0
31;I Don't Have The Heart;James Ingram;['R&B'];253.0;0.0
32;Release Me;Wilson Phillips;['Pop'];295.0;0.0
33;Downtown Train;Rod Stewart;['Pop', 'Rock'];279.0;0.0
34;The Power;Snap!;['Dance'];227.0;0.0
35;Do Me!;Bell Biv DeVoe;['R&B'];273.0;0.0
36;Pump Up The Jam;Technotronic Featuring Felly;['Dance'];415.0;0.0
37;Black Velvet;Alannah Myles;['Rock'];287.0;0.0
38;Alright;Janet Jackson;['R&B'];386.0;0.0
39;Don't Wanna Fall In Love;Jane Child;['Pop'];247.0;0.0
40;Don't Know Much;Linda Ronstadt (Featuring Aaron Neville);['Pop'];211.0;0.0
41;Two To Make It Right;Seduction;['Pop'];279.0;0.0
42;Love Takes Time;Mariah Carey;['Pop'];228.0;0.0
43;Roam;The B-52s;['Pop'];295.0;0.0
44;Something Happened On The Way To Heaven;Phil Collins;['Pop', 'Rock'];291.0;0.0
45;I Wish It Would Rain Down;Phil Collins;['Pop', 'Rock'];328.0;0.0
46;Giving You The Benefit;Pebbles;['Soul'];335.0;0.0
47;Come Back To Me;Janet Jackson;['Pop'];336.0;0.0
48;Sending All My Love;Linear;['Rock'];234.0;0.0
49;Girls Nite Out;Tyler Collins;[];;
50;All Or Nothing;Milli Vanilli;['Pop', 'Pop internationale', 'Rock'];200.0;0.0
51;Do You Remember?;Phil Collins;['Pop'];277.0;0.0
52;Janie's Got A Gun;Aerosmith;['Pop'];329.0;0.0
53;Here And Now;Luther Vandross;['R&B'];323.0;0.0
54;Here We Are;Gloria Estefan;['Pop'];290.0;0.0
55;Have You Seen Her;M.C. Hammer;['Rap/Hip Hop'];283.0;0.0
56;Can't Stop;After 7;['Pop'];248.0;0.0
57;I'll Be Your Shelter;Taylor Dayne;['Pop'];283.0;0.0
58;When I'm Back On My Feet Again;Michael Bolton;['Pop'];227.0;0.0
59;Get Up! (Before The Night Is Over);Technotronic;['Dance'];337.0;0.0
60;I Remember You;Skid Row;['Rock', 'Hard Rock', 'Metal'];313.0;0.0
61;U Can't Touch This;M.C. Hammer;['Rap/Hip Hop'];257.0;0.0
62;Free Fallin';Tom Petty;[];;
63;Free Fallin';Tom Petty;['Pop'];256.0;0.0
64;Whip Appeal;Babyface;['R&B'];347.0;0.0
65;No More Lies;Michel'le;['R&B'];225.0;0.0
66;Price Of Love;Bad English;['Rock'];286.0;0.0
67;Ready Or Not;After 7;['Pop'];272.0;0.0
68;With Every Beat Of My Heart;Taylor Dayne;['Pop'];263.0;0.0
69;Everything;Jody Watley;['R&B'];256.0;0.0
70;We Can't Go Wrong;The Cover Girls;['Pop'];265.0;0.0
71;Enjoy The Silence;Depeche Mode;['Pop'];255.0;0.0
72;The Humpty Dance;Digital Underground;['Rap/Hip Hop'];391.0;0.0
73;Epic;Faith No More;['Pop', 'Rock'];293.0;0.0
74;Oh Girl;Paul Young;['Pop'];214.0;0.0
75;Jerk Out;The Time;['R&B'];409.0;0.0
76;Unchained Melody;The Righteous Brothers;['Pop'];217.0;0.0
77;Just Between You And Me;Lou Gramm;['Rock'];296.0;0.0
78;What It Takes;Aerosmith;['Pop'];310.0;0.0
79;"King Of Wishful Thinking (From ""Pretty Woman"")";Go West;[];;
80;Pray;M.C. Hammer;['Rap/Hip Hop'];313.0;0.0
81;Without You;Motley Crue;['Rock'];268.0;0.0
82;Make You Sweat;Keith Sweat;['R&B'];251.0;0.0
83;What Kind Of Man Would I Be?;Chicago;[];;
84;What Kind Of Man Would I Be?;Chicago;['Rock'];253.0;0.0
85;"Whole Wide World (From ""True Love"")";A'me Lorain;[];;
86;Everybody Everybody;Black Box;['Pop'];247.0;0.0
87;Forever;KISS;['Electro'];187.0;0.0
