;title;artist;genres;duration;explicit_content
0;Coming Up (Live At Glasgow);Paul McCartney And Wings;[];;
1;Call Me;Blondie;['Pop'];212.0;0.0
2;Funkytown;Lipps, Inc.;['Pop'];237.0;1.0
3;Another One Bites The Dust;Queen;['Rock'];214.0;0.0
4;Crazy Little Thing Called Love;Queen;['Films/Jeux vidéo', 'Musiques de films'];163.0;0.0
5;Upside Down;Diana Ross;['R&B'];245.0;0.0
6;Rock With You;Michael Jackson;['Pop'];220.0;0.0
7;Another Brick In The Wall (Part II);Pink Floyd;['Rock'];232.0;0.0
8;Magic;Olivia Newton-John;['Pop'];272.0;0.0
9;Woman In Love;Barbra Streisand;['Pop'];231.0;0.0
10;Do That To Me One More Time;Captain & Tennille;['Pop'];256.0;0.0
11;Please Don't Go;KC And The Sunshine Band;['Pop'];230.0;0.0
12;It's Still Rock And Roll To Me;Billy Joel;['Rock'];176.0;0.0
13;All Out Of Love;Air Supply;['Pop'];340.0;0.0
14;Ride Like The Wind;Christopher Cross;['Pop'];275.0;0.0
15;Working My Way Back To You/Forgive Me, Girl;The Spinners;['R&B', 'Soul & Funk', 'Soul'];364.0;0.0
16;Escape (The Pina Colada Song);Rupert Holmes;['Pop'];232.0;0.0
17;Yes, I'm Ready;Teri DeSario With K.C.;[];;
18;Little Jeannie;Elton John;['Pop'];289.0;0.0
19;Sailing;Christopher Cross;['Pop'];256.0;0.0
20;The Rose;Bette Midler;['Pop'];215.0;0.0
21;The Rose;Bette Midler;[];;
22;Biggest Part Of Me;Ambrosia;['Rock'];324.0;0.0
23;Emotional Rescue;The Rolling Stones;['Rock'];339.0;0.0
24;Coward Of The County;Kenny Rogers;['Country'];258.0;0.0
25;Lost In Love;Air Supply;['Pop'];230.0;0.0
26;Cruisin';Smokey Robinson;['R&B'];352.0;0.0
27;Cupid/I've Loved You For A Long Time;The Spinners;['R&B'];236.0;0.0
28;Give Me The Night;George Benson;['Pop'];301.0;0.0
29;He's So Shy;The Pointer Sisters;['Pop'];213.0;0.0
30;Don't Fall In Love With A Dreamer;Kenny Rogers With Kim Carnes;['Country'];220.0;0.0
31;With You I'm Born Again;Billy Preston & Syreeta;['R&B'];220.0;0.0
32;Longer;Dan Fogelberg;['Rock', 'Folk'];194.0;0.0
33;Drivin' My Life Away;Eddie Rabbitt;['Country', 'Pop'];197.0;0.0
34;Desire;Andy Gibb;['Pop'];271.0;0.0
35;Shining Star;The Manhattans;['R&B'];279.0;0.0
36;Take Your Time (Do It Right) Part 1;The S.O.S. Band;['R&B'];212.0;0.0
37;Fame;Irene Cara;['Films/Jeux vidéo', 'Musiques de films'];316.0;0.0
38;Against The Wind;Bob Seger;['Rock'];334.0;0.0
39;Send One Your Love;Stevie Wonder;['Pop'];242.0;0.0
40;Steal Away;Robbie Dupree;['Rock'];206.0;0.0
41;Too Hot;Kool & The Gang;['R&B'];304.0;0.0
42;Real Love;The Doobie Brothers;['Pop'];262.0;0.0
43;Late In The Evening;Paul Simon;['Pop'];242.0;0.0
44;On The Radio;Donna Summer;['Pop'];244.0;0.0
45;Cars;Gary Numan;['Alternative'];238.0;0.0
46;Fire Lake;Bob Seger;['Rock'];212.0;0.0
47;Lady;Kenny Rogers;['Country'];232.0;0.0
48;Him;Rupert Holmes;['Pop'];241.0;0.0
49;Special Lady;Ray, Goodman & Brown;['R&B'];252.0;0.0
50;I Can't Tell You Why;Eagles;['Pop'];295.0;0.0
51;Sexy Eyes;Dr. Hook;['Rock'];209.0;0.0
52;Lookin' For Love;Johnny Lee;['Country'];215.0;0.0
53;I'm Alright;Kenny Loggins;['Films/Jeux vidéo', 'Musiques de films'];226.0;0.0
54;Tired Of Toein' The Line;Rocky Burnette;['Pop'];223.0;0.0
55;Sara;Fleetwood Mac;['Pop'];382.0;0.0
56;More Love;Kim Carnes;['Pop'];218.0;0.0
57;Let's Get Serious;Jermaine Jackson;[];210.0;0.0
