;title;artist;genres;duration;explicit_content
0;I Love Rock 'N Roll;Joan Jett & The Blackhearts;['Rock'];175.0;0.0
1;Centerfold;The J. Geils Band;['Rock'];216.0;0.0
2;Abracadabra;The Steve Miller Band;['Rock'];307.0;0.0
3;Eye Of The Tiger;Survivor;['Films/Jeux vidéo', 'Musiques de films'];245.0;0.0
4;Ebony And Ivory;Paul McCartney And Stevie Wonder;['Rock'];225.0;0.0
5;Don't You Want Me;The Human League;['Rock'];236.0;0.0
6;Jack & Diane;John Cougar;['Pop'];253.0;0.0
7;Physical;Olivia Newton-John;['Films/Jeux vidéo', 'Musiques de films'];223.0;0.0
8;Open Arms;Journey;['Rock'];198.0;0.0
9;Up Where We Belong;Joe Cocker And Jennifer Warnes;['Rock'];233.0;0.0
10;Hurts So Good;John Cougar;['Pop'];210.0;0.0
11;Hard To Say I'm Sorry;Chicago;['Rock'];232.0;0.0
12;I Can't Go For That (No Can Do);Daryl Hall John Oates;['Pop'];307.0;0.0
13;Don't Talk To Strangers;Rick Springfield;['Pop'];180.0;0.0
14;Waiting For A Girl Like You;Foreigner;['Rock', 'Hard Rock'];292.0;0.0
15;Rosanna;Toto;['Pop'];331.0;0.0
16;Chariots Of Fire - Titles;Vangelis;['Films/Jeux vidéo', 'Musiques de films'];213.0;0.0
17;Who Can It Be Now?;Men At Work;['Pop'];201.0;0.0
18;We Got The Beat;Go-Go's;['Pop'];151.0;0.0
19;Hold Me;Fleetwood Mac;['Pop'];225.0;0.0
20;That Girl;Stevie Wonder;['R&B'];314.0;0.0
21;I've Never Been To Me;Charlene;['Pop'];234.0;0.0
22;You Should Hear How She Talks About You;Melissa Manchester;['Pop'];256.0;0.0
23;Harden My Heart;Quarterflash;['Rock'];232.0;0.0
24;867-5309/jenny;Tommy Tutone;['Pop', 'Rock'];228.0;0.0
25;Eye In The Sky;The Alan Parsons Project;['Rock'];276.0;0.0
26;Shake It Up;The Cars;['Pop'];211.0;0.0
27;Freeze-frame;The J. Geils Band;['Rock'];216.0;0.0
28;Heart Attack;Olivia Newton-John;['Pop'];190.0;0.0
29;Heat Of The Moment;Asia;['Rock'];229.0;0.0
30;Always On My Mind;Willie Nelson;['Country'];212.0;0.0
31;Let's Groove;Earth, Wind & Fire;['Pop'];334.0;0.0
32;I Keep Forgettin' (Every Time You're Near);Michael McDonald;['Rock'];222.0;0.0
