;title;artist;genres;duration;explicit_content
0;Silly Love Songs;Wings;['Rock'];355.0;0.0
1;Let Your Love Flow;Bellamy Brothers;['Country'];196.0;0.0
2;You Should Be Dancing;Bee Gees;['Pop'];257.0;0.0
3;Play That Funky Music;Wild Cherry;['Rock'];300.0;0.0
4;Disco Lady;Johnnie Taylor;['R&B'];267.0;0.0
5;Love Machine (Part 1);The Miracles;['R&B'];183.0;0.0
6;Don't Go Breaking My Heart;Elton John & Kiki Dee;['Pop'];266.0;0.0
7;50 Ways To Leave Your Lover;Paul Simon;['Pop'];217.0;0.0
8;Love Hangover;Diana Ross;['Pop'];468.0;0.0
9;Rock'n Me;Steve Miller;['Rock'];184.0;0.0
10;Saturday Night;Bay City Rollers;['Pop'];174.0;0.0
11;I'd Really Love To See You Tonight;England Dan & John Ford Coley;['Pop'];159.0;0.0
12;I Write The Songs;Barry Manilow;['Pop'];235.0;0.0
13;Disco Duck (Part I);Rick Dees & His Cast Of Idiots;[];;
14;Right Back Where We Started From;Maxine Nightingale;['R&B', 'Soul & Funk', 'Soul'];192.0;0.0
15;Dream Weaver;Gary Wright;['Pop'];256.0;0.0
16;Love Is Alive;Gary Wright;['Pop'];230.0;0.0
17;You'll Never Find Another Love Like Mine;Lou Rawls;['R&B', 'Soul'];266.0;0.0
18;Love To Love You Baby;Donna Summer;['Pop'];202.0;0.0
19;Misty Blue;Dorothy Moore;['Classique', 'Pop', 'R&B'];220.0;0.0
20;Afternoon Delight;Starland Vocal Band;['Pop'];193.0;0.0
21;All By Myself;Eric Carmen;[];;
22;All By Myself;Eric Carmen;['Rock'];430.0;0.0
23;Let 'em In;Wings;['Rock'];311.0;0.0
24;A Fifth Of Beethoven;Walter Murphy & The Big Apple Band;['R&B', 'Soul'];184.0;0.0
25;December, 1963 (Oh, What a Night);The 4 Seasons;['Pop'];201.0;0.0
26;Get Up And Boogie (That's Right);Silver Convention;['Pop', 'Disco'];172.0;0.0
27;Lonely Night (angel Face);Captain & Tennille;['Pop'];196.0;0.0
28;Boogie Fever;The Sylvers;['R&B'];208.0;0.0
29;You Sexy Thing;Hot Chocolate;['Pop'];243.0;0.0
30;Sara Smile;Daryl Hall John Oates;['Pop'];187.0;0.0
31;Moonlight Feels Right;Starbuck;['Pop', 'Rock'];221.0;0.0
32;If You Leave Me Now;Chicago;['Pop', 'Rock'];235.0;0.0
33;Love Rollercoaster;Ohio Players;['R&B'];292.0;0.0
34;Theme From S.W.A.T.;Rhythm Heritage;['Rap/Hip Hop', 'Pop'];205.0;0.0
35;Welcome Back;John Sebastian;['Pop', 'Rock'];172.0;0.0
36;Theme From Mahogany (Do You Know Where You're Going To);Diana Ross;['R&B'];204.0;0.0
37;(Shake, Shake, Shake) Shake Your Booty;KC And The Sunshine Band;['Pop'];185.0;0.0
38;The Wreck Of The Edmund Fitzgerald;Gordon Lightfoot;['Pop', 'Folk'];389.0;0.0
39;Lowdown;Boz Scaggs;['Pop'];315.0;0.0
40;Sweet Thing;Rufus Featuring Chaka Khan;['R&B'];201.0;0.0
41;Sweet Love;Commodores;['Pop'];206.0;0.0
42;Shop Around;Captain & Tennille;['Pop'];203.0;0.0
43;Kiss And Say Goodbye;The Manhattans;['R&B'];265.0;0.0
44;Take It To The Limit;Eagles;[];;
45;Take It To The Limit;Eagles;['Pop'];287.0;0.0
46;More, More, More Pt. 1;Andrea True Connection;['Films/Jeux vidéo', 'Musiques de films'];179.0;0.0
47;Shannon;Henry Gross;['Pop'];233.0;0.0
48;Convoy;C.W. McCall;['Country'];231.0;0.0
49;Sing A Song;Earth, Wind & Fire;['R&B'];203.0;0.0
50;Devil Woman;Cliff Richard;['Rock'];214.0;0.0
