;title;artist;genres;duration;explicit_content
0;"End Of The Road (From ""Boomerang"")";Boyz II Men;[];;
1;Baby Got Back;Sir Mix-A-Lot;['Rap/Hip Hop'];262.0;0.0
2;Jump;Kris Kross;['Rap/Hip Hop'];195.0;0.0
3;Save The Best For Last;Vanessa Williams;['Pop'];219.0;0.0
4;To Be With You;Mr. Big;['Rock'];210.0;0.0
5;Don't Let The Sun Go Down On Me;George Michael/Elton John;['Pop'];347.0;0.0
6;Baby-Baby-Baby;TLC;['R&B', 'Soul'];315.0;0.0
7;Black Or White;Michael Jackson;['Pop'];254.0;0.0
8;Tears In Heaven;Eric Clapton;['Rock', 'Rock & Roll/Rockabilly'];280.0;0.0
9;Under The Bridge;Red Hot Chili Peppers;['Alternative'];265.0;0.0
10;I Love Your Smile;Shanice;['Pop'];228.0;0.0
11;I'm Too Sexy;Right Said Fred;['Electro', 'Dance'];170.0;0.0
12;I'll Be There;Mariah Carey;['Pop', 'R&B', 'R&B contemporain'];264.0;0.0
13;Sometimes Love Just Ain't Enough;Patty Smyth;['Pop'];267.0;0.0
14;All 4 Love;Color Me Badd;['Pop'];211.0;0.0
15;Remember The Time;Michael Jackson;['Pop'];239.0;0.0
16;My Lovin' (You're Never Gonna Get It);En Vogue;['R&B'];281.0;0.0
17;This Used To Be My Playground;Madonna;['Pop'];310.0;0.0
18;November Rain;Guns N' Roses;['Rock'];537.0;0.0
19;Humpin' Around;Bobby Brown;['R&B'];378.0;0.0
20;Just Another Day;Jon Secada;['Pop'];327.0;0.0
21;Achy Breaky Heart;Billy Ray Cyrus;['Country'];204.0;0.0
22;It's So Hard To Say Goodbye To Yesterday;Boyz II Men;['Pop'];168.0;0.0
23;How Do You Talk To An Angel;The Heights;['Pop'];227.0;0.0
24;Masterpiece;Atlantic Starr;['Pop'];295.0;0.0
25;Jump Around;House Of Pain;['Rap/Hip Hop'];214.0;0.0
26;Can't Let Go;Mariah Carey;['Pop', 'R&B', 'R&B contemporain'];267.0;0.0
27;Diamonds And Pearls;Prince And The N.P.G.;[];;
28;If You Asked Me To;Celine Dion;['Pop'];234.0;0.0
29;Finally;CeCe Peniston;['Dance'];249.0;0.0
30;Live And Learn;Joe Public;['R&B'];262.0;0.0
31;Damn I Wish I Was Your Lover;Sophie B. Hawkins;['Pop'];323.0;0.0
32;Ain't 2 Proud 2 Beg;TLC;['R&B', 'Soul'];336.0;0.0
33;Life Is A Highway;Tom Cochrane;['Rock'];266.0;0.0
34;"I'd Die Without You (From ""Boomerang"")";P.M. Dawn;[];;
35;Bohemian Rhapsody;Queen;['Rock'];354.0;0.0
36;Make It Happen;Mariah Carey;['Pop', 'Rock'];307.0;0.0
37;Giving Him Something He Can Feel;En Vogue;['R&B'];235.0;0.0
38;Breakin' My Heart (Pretty Brown Eyes);Mint Condition;['R&B'];356.0;0.0
39;Smells Like Teen Spirit;Nirvana;['Rock'];301.0;0.0
40;Stay;Shakespear's Sister;['Rock'];229.0;0.0
41;Move This;Technotronic Featuring Ya Kid K;[];;
42;She's Playing Hard To Get;Hi-Five;['R&B'];276.0;0.0
