;title;artist;genres;duration;explicit_content
0;Blurred Lines;Robin Thicke Featuring T.I. + Pharrell;[];262.0;0.0
1;Thrift Shop;Macklemore & Ryan Lewis Featuring Wanz;['Rap/Hip Hop'];235.0;1.0
2;Can't Hold Us;Macklemore & Ryan Lewis Featuring Ray Dalton;['Rap/Hip Hop'];258.0;0.0
3;Just Give Me A Reason;P!nk Featuring Nate Ruess;['Pop', 'Pop internationale', 'Rock'];242.0;0.0
4;Locked Out Of Heaven;Bruno Mars;['Pop'];233.0;0.0
5;Harlem Shake;Baauer;['Electro'];196.0;0.0
6;Roar;Katy Perry;['Pop'];223.0;0.0
7;Royals;Lorde;['Alternative'];190.0;0.0
8;Wrecking Ball;Miley Cyrus;['Pop'];221.0;0.0
9;Radioactive;Imagine Dragons;['Alternative'];186.0;0.0
10;We Can't Stop;Miley Cyrus;['Pop'];231.0;0.0
11;Get Lucky;Daft Punk Featuring Pharrell Williams;['Electro', 'Electro Pop/Electro Rock', 'Dance', 'Pop', 'Pop internationale', 'Rock'];248.0;0.0
12;Stay;Rihanna Featuring Mikky Ekko;['Pop', 'Singer & Songwriter'];240.0;0.0
13;Ho Hey;The Lumineers;['Alternative'];163.0;0.0
14;When I Was Your Man;Bruno Mars;['Pop'];213.0;0.0
15;Mirrors;Justin Timberlake;['Pop', 'Pop internationale', 'Rock'];484.0;0.0
16;Suit & Tie;Justin Timberlake Featuring JAY Z;['Pop', 'Pop internationale', 'Rock'];326.0;1.0
17;I Knew You Were Trouble.;Taylor Swift;['Country'];219.0;0.0
18;Cruise;Florida Georgia Line Featuring Nelly;['Country', 'Singer & Songwriter'];216.0;0.0
19;Diamonds;Rihanna;['Pop'];225.0;0.0
20;Wake Me Up!;Avicii;['Dance'];247.0;0.0
21;Scream & Shout;will.i.am & Britney Spears;['Pop'];284.0;1.0
22;Holy Grail;Jay Z Featuring Justin Timberlake;['Rap/Hip Hop'];338.0;0.0
23;Treasure;Bruno Mars;['Pop'];178.0;1.0
24;Applause;Lady Gaga;['Pop'];212.0;0.0
25;Started From The Bottom;Drake;['Rap/Hip Hop'];174.0;1.0
26;Hold On, We're Going Home;Drake Featuring Majid Jordan;['Rap/Hip Hop'];227.0;0.0
27;Don't You Worry Child;Swedish House Mafia Featuring John Martin;['Electro'];212.0;0.0
28;Safe And Sound;Capital Cities;['Alternative'];192.0;0.0
29;Come & Get It;Selena Gomez;['Pop'];231.0;0.0
30;Cups (Pitch Perfect's When I'm Gone);Anna Kendrick;['Pop'];125.0;0.0
31;Beauty And A Beat;Justin Bieber Featuring Nicki Minaj;['Pop'];228.0;0.0
32;Clarity;Zedd Featuring Foxes;['Pop', 'Rock'];205.0;0.0
33;I Love It;Icona Pop Featuring Charli XCX;['Dance'];155.0;1.0
