;title;artist;genres;duration;explicit_content
0;We Are The World;USA For Africa;['Pop'];427.0;0.0
1;Careless Whisper;Wham! Featuring George Michael;['Pop', 'Singer & Songwriter'];194.0;0.0
2;I Want To Know What Love Is;Foreigner;['Rock', 'Hard Rock'];301.0;0.0
3;Money For Nothing;Dire Straits;['Rock'];504.0;0.0
4;Like A Virgin;Madonna;['Pop'];218.0;0.0
5;Everything She Wants;Wham!;['Pop'];392.0;0.0
6;St. Elmo's Fire (Man In Motion);John Parr;['Films/Jeux vidéo', 'Musiques de films', 'Bandes originales'];251.0;0.0
7;Shout;Tears For Fears;['Rock'];392.0;0.0
8;Part-Time Lover;Stevie Wonder;['R&B'];252.0;0.0
9;One More Night;Phil Collins;['Pop', 'Rock'];288.0;0.0
10;Sussudio;Phil Collins;['Pop', 'Rock'];263.0;0.0
11;Crazy For You;Madonna;['Pop'];225.0;0.0
12;Can't Fight This Feeling;REO Speedwagon;['Pop'];294.0;0.0
13;The Power Of Love;Huey Lewis & The News;['Rock'];234.0;0.0
14;Cherish;Kool & The Gang;['R&B'];290.0;0.0
15;Easy Lover;Philip Bailey With Phil Collins;['Pop', 'Rock', 'R&B', 'R&B contemporain'];304.0;0.0
16;Everytime You Go Away;Paul Young;['Pop'];324.0;0.0
17;Everybody Wants To Rule The World;Tears For Fears;['Pop'];251.0;0.0
18;A View To A Kill;Duran Duran;['Rock'];217.0;0.0
19;Miami Vice Theme;Jan Hammer;['Rock'];216.0;0.0
20;Don't You (Forget About Me);Simple Minds;['Pop'];259.0;0.0
21;The Wild Boys;Duran Duran;['Rock'];257.0;0.0
22;Saving All My Love For You;Whitney Houston;['Pop', 'R&B', 'Soul'];238.0;0.0
23;Rhythm Of The Night;Debarge;['R&B'];229.0;0.0
24;Take On Me;a-ha;['Pop'];227.0;0.0
25;Oh Sheila;Ready For The World;['Pop'];241.0;0.0
26;We Don't Need Another Hero (Thunderdome);Tina Turner;['Pop'];255.0;0.0
27;If You Love Somebody Set Them Free;Sting;['Pop'];254.0;0.0
28;Raspberry Beret;Prince And The Revolution;['Soul & Funk'];216.0;0.0
29;Lover Boy;Billy Ocean;['Pop', 'R&B'];249.0;0.0
30;Axel F;Harold Faltermeyer;['Films/Jeux vidéo', 'Musiques de films'];184.0;0.0
31;Heaven;Bryan Adams;['Pop'];243.0;0.0
32;You Give Good Love;Whitney Houston;['Pop'];249.0;0.0
33;Material Girl;Madonna;['Pop'];233.0;0.0
34;The Heat Is On;Glenn Frey;['Pop'];227.0;0.0
35;California Girls;David Lee Roth;['Rock'];168.0;0.0
36;You're The Inspiration;Chicago;['Rock'];227.0;0.0
37;Freeway Of Love;Aretha Franklin;['R&B'];352.0;0.0
38;Sea Of Love;The Honeydrippers;['Rock'];183.0;0.0
39;One Night In Bangkok;Murray Head;['Pop'];193.0;0.0
40;Lover Girl;Teena Marie;['Pop'];291.0;0.0
41;Glory Days;Bruce Springsteen;['Rock'];254.0;0.0
42;Nightshift;Commodores;['Pop'];305.0;0.0
43;Smooth Operator;Sade;['R&B'];256.0;0.0
44;The Search Is Over;Survivor;['Pop'];253.0;0.0
45;Obsession;Animotion;['Alternative', 'Rock indé', 'Dance', 'Pop', 'Rock'];323.0;0.0
46;Neutron Dance;The Pointer Sisters;['Films/Jeux vidéo', 'Musiques de films'];253.0;0.0
47;Suddenly;Billy Ocean;['Pop', 'R&B'];231.0;0.0
48;Summer Of '69;Bryan Adams;['Pop'];216.0;0.0
