;title;artist;genres;duration;explicit_content
0;Night Fever;Bee Gees;['Pop'];212.0;0.0
1;Stayin' Alive;Bee Gees;['Pop'];283.0;0.0
2;Stayin' Alive;Bee Gees;[];;
3;Shadow Dancing;Andy Gibb;['Pop'];276.0;0.0
4;Grease;Frankie Valli;['Films/Jeux vidéo', 'Comédies musicales'];205.0;0.0
5;(Love Is) Thicker Than Water;Andy Gibb;['Pop'];256.0;0.0
6;Kiss You All Over;Exile;['Rock'];210.0;0.0
7;How Deep Is Your Love;Bee Gees;['Pop'];245.0;0.0
8;Miss You;The Rolling Stones;['Rock'];288.0;0.0
9;Too Much, Too Little, Too Late;Johnny Mathis/Deniece Williams;['Pop'];180.0;0.0
10;You Needed Me;Anne Murray;[];;
11;You Needed Me;Anne Murray;['Pop'];222.0;0.0
12;Three Times A Lady;Commodores;['Pop'];217.0;0.0
13;Boogie Oogie Oogie;A Taste Of Honey;['Pop'];338.0;0.0
14;Baby Come Back;Player;['Rock'];255.0;0.0
15;You're The One That I Want;John Travolta & Olivia Newton-John;['Films/Jeux vidéo', 'Comédies musicales'];169.0;0.0
16;Baker Street;Gerry Rafferty;['Rock'];365.0;0.0
17;If I Can't Have You;Yvonne Elliman;['Pop'];177.0;0.0
18;Can't Smile Without You;Barry Manilow;['Pop'];190.0;0.0
19;Lay Down Sally;Eric Clapton;['Rock', 'Blues'];236.0;0.0
20;Lay Down Sally;Eric Clapton;[];;
21;Hot Child In The City;Nick Gilder;['Pop'];214.0;0.0
22;Short People;Randy Newman;['Pop', 'Rock'];176.0;0.0
23;Emotion;Samantha Sang;['Pop', 'Disco'];237.0;0.0
24;Reminiscing;Little River Band;['Rock'];257.0;0.0
25;MacArthur Park;Donna Summer;['Pop'];236.0;0.0
26;Sometimes When We Touch;Dan Hill;['Pop'];252.0;0.0
27;The Closer I Get To You;Roberta Flack With Donny Hathaway;['Pop'];278.0;0.0
28;With A Little Luck;Wings;['Rock'];344.0;0.0
29;It's A Heartache;Bonnie Tyler;['Pop'];209.0;0.0
30;Take A Chance On Me;ABBA;['Pop'];246.0;0.0
31;We Are The Champions;Queen;['Rock'];186.0;0.0
32;Hot Blooded;Foreigner;['Rock', 'Hard Rock'];268.0;0.0
33;Just The Way You Are;Billy Joel;['Rock'];290.0;0.0
34;Hopelessly Devoted To You;Olivia Newton-John;['Films/Jeux vidéo', 'Comédies musicales'];185.0;0.0
35;Use Ta Be My Girl;The O'Jays;['R&B'];198.0;0.0
36;Use Ta Be My Girl;The O'Jays;[];;
37;Last Dance;Donna Summer;['R&B'];296.0;0.0
38;I Go Crazy;Paul Davis;['R&B'];232.0;0.0
39;Feels So Good;Chuck Mangione;['Jazz'];212.0;0.0
40;Blue Bayou;Linda Ronstadt;['Pop'];239.0;0.0
