;title;artist;genres;duration;explicit_content
0;Wishing Well;Terence Trent D'Arby;['Pop'];210.0;0.0
1;Man In The Mirror;Michael Jackson;['Pop', 'Pop internationale', 'Rock'];319.0;0.0
2;One More Try;George Michael;['Pop'];353.0;0.0
3;Monkey;George Michael;['Pop'];306.0;0.0
4;Could've Been;Tiffany;['Pop'];212.0;0.0
5;Roll With It;Steve Winwood;['Rock'];320.0;0.0
6;"Don't Worry, Be Happy (From ""Cocktail"")";Bobby McFerrin;[];;
7;Father Figure;George Michael;['Pop'];341.0;0.0
8;Dirty Diana;Michael Jackson;['Pop', 'Pop internationale', 'Rock'];280.0;0.0
9;"Kokomo (From""Cocktail"" )";The Beach Boys;[];;
10;Faith;George Michael;['Pop'];193.0;0.0
11;Sweet Child O' Mine;Guns N' Roses;['Pop'];354.0;1.0
12;Never Gonna Give You Up;Rick Astley;['Pop'];213.0;0.0
13;Foolish Beat;Debbie Gibson;['Pop'];263.0;0.0
14;Endless Summer Nights;Richard Marx;['Pop'];272.0;0.0
15;Shattered Dreams;Johnny Hates Jazz;['Rock'];207.0;0.0
16;Anything For You;Gloria Estefan & Miami Sound Machine;['Pop'];226.0;0.0
17;Hands To Heaven;Breathe;['Pop'];259.0;0.0
18;Hazy Shade Of Winter;The Bangles;['Films/Jeux vidéo', 'Musiques de films'];165.0;0.0
19;Love Bites;Def Leppard;['Rock'];346.0;0.0
20;Wild, Wild West;The Escape Club;['Pop', 'Rock'];245.0;0.0
21;So Emotional;Whitney Houston;['Pop', 'R&B'];276.0;0.0
22;Simply Irresistible;Robert Palmer;['Pop'];254.0;0.0
23;Naughty Girls (Need Love Too);Samantha Fox;['Pop'];203.0;0.0
24;I'll Always Love You;Taylor Dayne;['Pop'];270.0;0.0
25;Angel;Aerosmith;['Pop'];306.0;0.0
26;Need You Tonight;INXS;['Pop'];181.0;0.0
27;The Flame;Cheap Trick;['Rock'];338.0;0.0
28;She's Like The Wind;Patrick Swayze (Featuring Wendy Fraser);['Films/Jeux vidéo', 'Musiques de films'];232.0;0.0
