;title;artist;genres;duration;explicit_content
0;I Gotta Feeling;The Black Eyed Peas;['Pop'];289.0;0.0
1;Boom Boom Pow;The Black Eyed Peas;['Pop'];251.0;1.0
2;Right Round;Flo Rida;['Rap/Hip Hop'];204.0;0.0
3;Poker Face;Lady Gaga;['Pop'];237.0;0.0
4;Poker Face;Lady Gaga;[];;
5;Single Ladies (Put A Ring On It);Beyonce;['Pop'];193.0;0.0
6;My Life Would Suck Without You;Kelly Clarkson;['Pop', 'Pop internationale', 'Rock'];212.0;0.0
7;Just Dance;Lady Gaga Featuring Colby O'Donis;['Pop'];244.0;0.0
8;Best I Ever Had;Drake;['Rap/Hip Hop'];257.0;1.0
9;Fireflies;Owl City;['Electro'];228.0;0.0
10;Down;Jay Sean Featuring Lil Wayne;['Pop', 'Singer & Songwriter'];163.0;0.0
11;Dead And Gone;T.I. Featuring Justin Timberlake;[];;
12;Dead And Gone;T.I. Featuring Justin Timberlake;['Rap/Hip Hop'];301.0;0.0
13;Heartless;Kanye West;['Rap/Hip Hop'];211.0;0.0
14;Heartless;Kanye West;[];;
15;You Belong With Me;Taylor Swift;['Pop'];231.0;0.0
16;Party In The U.S.A.;Miley Cyrus;['Pop'];202.0;0.0
17;Run This Town;Jay-Z, Rihanna & Kanye West;['Rap/Hip Hop'];167.0;0.0
18;Gives You Hell;The All-American Rejects;['Alternative'];213.0;0.0
19;Knock You Down;Keri Hilson Featuring Kanye West & Ne-Yo;['Pop'];332.0;0.0
20;Blame It;Jamie Foxx Featuring T-Pain;['R&B'];290.0;1.0
21;Kiss Me Thru The Phone;Soulja Boy Tell 'em Featuring Sammie;['Electro'];202.0;0.0
22;Live Your Life;T.I. Featuring Rihanna;[];279.0;0.0
23;I Know You Want Me (Calle Ocho);Pitbull;['Rap/Hip Hop'];237.0;0.0
24;Love Story;Taylor Swift;['Country'];233.0;0.0
25;Whatcha Say;Jason Derulo;['Pop'];221.0;0.0
26;The Climb;Miley Cyrus;['Pop'];231.0;0.0
27;Use Somebody;Kings Of Leon;['Rock'];231.0;0.0
28;Use Somebody;Kings Of Leon;[];;
29;Fire Burning;Sean Kingston;['Pop'];240.0;0.0
30;You Found Me;The Fray;['Rock'];241.0;0.0
31;Day 'N' Nite;Kid Cudi;['Pop'];166.0;0.0
32;I'm Yours;Jason Mraz;['Pop'];243.0;0.0
33;I'm Yours;Jason Mraz;[];;
34;Halo;Beyonce;['Rap/Hip Hop', 'Pop', 'Rock', 'R&B', 'R&B contemporain'];262.0;0.0
35;LoveGame;Lady Gaga;['Pop'];216.0;0.0
36;Waking Up In Vegas;Katy Perry;['Pop'];199.0;0.0
37;Birthday Sex;Jeremih;['Rap/Hip Hop', 'R&B'];226.0;0.0
38;Second Chance;Shinedown;['Rock'];222.0;0.0
39;Circus;Britney Spears;['Pop'];224.0;0.0
40;Don't Trust Me;3OH!3;['Alternative', 'Pop Indé', 'Rock indé'];194.0;0.0
41;Hot N Cold;Katy Perry;['Pop'];223.0;0.0
